,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,F,I,M,Class,estimatedOutput,lossValue,testID,learningRate,numHiddenNodesPercentage
2504,0.2898550724637681,0.27777777777777773,0.06818181818181819,0.09955634427684117,0.08565072302558398,0.10714285714285715,0.0894854586129754,0,1,0,6,6.648355870881317,0.4203653353062708,1,0.001,0.5
1575,0.5434782608695652,0.5277777777777778,0.09090909090909093,0.21100266193433898,0.2157953281423804,0.21513605442176872,0.1756152125279642,0,1,0,7,8.253379752732318,1.5709608045593269,1,0.001,0.5
2723,0.39855072463768115,0.38888888888888884,0.08636363636363638,0.11889973380656611,0.12458286985539489,0.12159863945578231,0.087248322147651,0,1,0,7,7.030733409068244,0.000944542432956013,1,0.001,0.5
693,0.391304347826087,0.3703703703703703,0.08181818181818183,0.09760425909494232,0.08527994067482388,0.10799319727891157,0.09172259507829977,0,0,1,9,7.918680651535974,1.169251533362666,1,0.001,0.5
3051,0.7028985507246376,0.7222222222222222,0.10000000000000002,0.3210292812777285,0.30181683351872446,0.30697278911564624,0.31991051454138697,0,0,1,9,10.646044157439615,2.709461368241092,1,0.001,0.5
4094,0.7536231884057971,0.8148148148148149,0.13181818181818183,0.49884649511978707,0.49276974416017805,0.49744897959183676,0.3942953020134228,0,0,1,13,11.196672748887927,3.251989174603425,1,0.001,0.5
1423,0.8913043478260869,0.9444444444444444,0.15454545454545457,0.613664596273292,0.5150166852057841,0.6062925170068028,0.6621923937360179,1,0,0,11,11.522035723903706,0.272521297031666,1,0.001,0.5
947,0.5289855072463767,0.5185185185185185,0.08636363636363638,0.18775510204081633,0.16277345198368556,0.2032312925170068,0.16442953020134227,0,0,1,9,9.208447559897486,0.043450385227216094,1,0.001,0.5
1471,0.6086956521739131,0.5740740740740742,0.08636363636363638,0.2660159716060337,0.2932888394512421,0.2534013605442177,0.19239373601789708,0,0,1,8,9.88538761185221,3.554686446925778,1,0.001,0.5
2591,0.6884057971014492,0.6666666666666666,0.1181818181818182,0.318189884649512,0.2984797923618836,0.37329931972789115,0.25782997762863535,1,0,0,8,10.93245870103775,8.599314033292004,1,0.001,0.5
646,0.31884057971014496,0.23148148148148145,0.040909090909090916,0.037799467613132215,0.03151649981460882,0.04166666666666667,0.035794183445190156,0,0,1,6,7.063632038002118,1.131313112264539,1,0.001,0.5
3998,0.38405797101449274,0.35185185185185186,0.04545454545454546,0.07648624667258208,0.08342602892102335,0.06972789115646258,0.058165548098434,0,1,0,6,6.6942189013329445,0.48193988296792056,1,0.001,0.5
7,0.6304347826086957,0.6203703703703702,0.08636363636363638,0.26974267968056787,0.2161661104931405,0.2508503401360544,0.28747203579418346,1,0,0,16,10.68436492817025,28.25597621686647,1,0.001,0.5
2802,0.782608695652174,0.7962962962962963,0.11363636363636365,0.4826974267968057,0.45680385613644797,0.48639455782312924,0.4049217002237136,0,0,1,9,11.182772707457385,4.764496692420843,1,0.001,0.5
2608,0.7463768115942029,0.7407407407407407,0.13181818181818183,0.39023957409050575,0.3307378568780126,0.3647959183673469,0.39876957494407156,1,0,0,8,11.197799096423175,10.225919061084875,1,0.001,0.5
3777,0.6884057971014492,0.7037037037037037,0.10454545454545455,0.33664596273291925,0.2966258806080831,0.39880952380952384,0.2930648769574944,0,0,1,9,10.68895919900206,2.8525831758936797,1,0.001,0.5
2622,0.8550724637681159,0.898148148148148,0.1590909090909091,0.6351375332741793,0.539117538005191,0.6658163265306123,0.5743847874720357,1,0,0,13,11.509508921335328,2.2215636555789766,1,0.001,0.5
440,0.3623188405797101,0.3425925925925926,0.07272727272727274,0.08003549245785271,0.06859473489061921,0.0858843537414966,0.09172259507829977,0,1,0,10,6.758422791015054,10.507822801810633,1,0.001,0.5
914,0.37681159420289856,0.35185185185185186,0.0590909090909091,0.09884649511978703,0.10975157582499072,0.11394557823129253,0.08557046979865772,0,1,0,7,6.869926341607411,0.01691915660763188,1,0.001,0.5
3656,0.6086956521739131,0.5648148148148149,0.08636363636363638,0.2184560780834073,0.21876158694846123,0.18027210884353742,0.21476510067114093,0,1,0,11,8.51752780148162,6.162668216416679,1,0.001,0.5
2731,0.4347826086956521,0.41666666666666663,0.06363636363636364,0.1036379769299024,0.09010011123470522,0.09438775510204082,0.10850111856823266,0,1,0,8,7.071585382823346,0.8619537013872728,1,0.001,0.5
2176,0.6666666666666665,0.6666666666666666,0.1272727272727273,0.3868677905944987,0.30515387467556543,0.31462585034013607,0.44966442953020136,1,0,0,20,11.12917871779683,78.6914702207887,1,0.001,0.5
1254,0.45652173913043476,0.4351851851851852,0.07272727272727274,0.11552795031055901,0.1264367816091954,0.07312925170068027,0.10850111856823266,0,1,0,7,7.147818343835478,0.02185026277426369,1,0.001,0.5
1933,0.7391304347826086,0.75,0.15000000000000002,0.5346938775510204,0.4275120504263997,0.5850340136054422,0.5777404921700223,0,0,1,15,11.32299685005211,13.520352164726702,1,0.001,0.5
