,Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Class
2460,M,0.445,0.35,0.14,0.5905,0.2025,0.158,0.19,14
3146,M,0.585,0.45,0.15,1.047,0.4315,0.276,0.315,14
2033,M,0.61,0.49,0.16,1.112,0.465,0.228,0.341,10
1232,I,0.37,0.29,0.09,0.2445,0.089,0.0655,0.075,7
2327,M,0.475,0.395,0.135,0.592,0.2465,0.1645,0.2,13
816,I,0.335,0.25,0.08,0.183,0.0735,0.04,0.0575,6
2372,F,0.405,0.325,0.11,0.3575,0.145,0.0725,0.11,12
936,I,0.45,0.335,0.105,0.447,0.2335,0.153,0.119,7
1397,M,0.645,0.5,0.195,1.401,0.6165,0.3515,0.3725,10
3741,F,0.67,0.525,0.195,1.37,0.6065,0.2955,0.407,12
3497,F,0.585,0.45,0.145,0.9835,0.4845,0.242,0.22,9
2089,F,0.73,0.555,0.18,1.6895,0.6555,0.1965,0.4935,10
2390,F,0.455,0.35,0.125,0.4485,0.1585,0.102,0.1335,16
2355,M,0.555,0.44,0.135,0.9025,0.3805,0.2105,0.28,13
3296,F,0.605,0.485,0.165,1.0735,0.437,0.205,0.33,14
703,M,0.395,0.295,0.115,0.316,0.1205,0.0595,0.1105,12
1703,F,0.64,0.505,0.165,1.2235,0.5215,0.2695,0.36,10
234,I,0.44,0.35,0.135,0.435,0.1815,0.083,0.125,12
557,F,0.66,0.5,0.165,1.1905,0.4585,0.298,0.37,12
1555,I,0.41,0.3,0.09,0.28,0.141,0.0575,0.075,8
3479,I,0.44,0.33,0.11,0.38,0.197,0.079,0.09,7
3708,F,0.675,0.53,0.195,1.4985,0.62,0.375,0.425,9
19,M,0.45,0.32,0.1,0.381,0.1705,0.075,0.115,9
80,F,0.575,0.445,0.14,0.941,0.3845,0.252,0.285,9
3110,I,0.395,0.3,0.12,0.2995,0.1265,0.068,0.0895,8
222,F,0.49,0.375,0.15,0.5755,0.22,0.144,0.19,9
1543,I,0.365,0.27,0.085,0.2225,0.0935,0.0525,0.066,7
35,M,0.465,0.355,0.105,0.4795,0.227,0.124,0.125,8
439,M,0.5,0.415,0.165,0.6885,0.249,0.138,0.25,13
1549,I,0.385,0.28,0.095,0.257,0.119,0.059,0.07,7
2875,I,0.435,0.335,0.095,0.298,0.109,0.058,0.115,7
3322,F,0.48,0.37,0.13,0.5885,0.2475,0.1505,0.1595,15
472,I,0.43,0.34,0.12,0.3575,0.151,0.0645,0.1045,9
794,M,0.58,0.465,0.16,1.0345,0.315,0.26,0.3635,12
1327,M,0.565,0.39,0.125,0.744,0.352,0.13,0.1685,11
743,F,0.52,0.405,0.14,0.8175,0.2795,0.183,0.26,17
736,M,0.52,0.385,0.115,0.669,0.2385,0.172,0.205,12
1026,M,0.645,0.52,0.175,1.561,0.709,0.3555,0.4,8
3183,M,0.565,0.44,0.115,0.9185,0.404,0.1785,0.29,11
2006,I,0.405,0.25,0.09,0.2875,0.128,0.063,0.0805,7
2084,F,0.69,0.54,0.195,1.2525,0.73,0.3975,0.462,12
1365,M,0.61,0.475,0.17,1.0265,0.435,0.2335,0.3035,10
105,F,0.52,0.41,0.155,0.727,0.291,0.1835,0.235,12
