,Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Class
0,M,0.455,0.365,0.095,0.514,0.2245,0.101,0.15,15
2,F,0.53,0.42,0.135,0.677,0.2565,0.1415,0.21,9
5,I,0.425,0.3,0.095,0.3515,0.141,0.0775,0.12,8
11,M,0.43,0.35,0.11,0.406,0.1675,0.081,0.135,10
12,M,0.49,0.38,0.135,0.5415,0.2175,0.095,0.19,11
20,M,0.355,0.28,0.095,0.2455,0.0955,0.062,0.075,11
21,I,0.38,0.275,0.1,0.2255,0.08,0.049,0.085,10
22,F,0.565,0.44,0.155,0.9395,0.4275,0.214,0.27,12
23,F,0.55,0.415,0.135,0.7635,0.318,0.21,0.2,9
27,M,0.59,0.445,0.14,0.931,0.356,0.234,0.28,12
29,M,0.575,0.425,0.14,0.8635,0.393,0.227,0.2,11
31,F,0.68,0.56,0.165,1.639,0.6055,0.2805,0.46,15
33,F,0.68,0.55,0.175,1.798,0.815,0.3925,0.455,19
34,F,0.705,0.55,0.2,1.7095,0.633,0.4115,0.49,13
36,F,0.54,0.475,0.155,1.217,0.5305,0.3075,0.34,16
41,F,0.55,0.425,0.135,0.8515,0.362,0.196,0.27,14
45,I,0.39,0.295,0.095,0.203,0.0875,0.045,0.075,7
46,M,0.47,0.37,0.12,0.5795,0.293,0.227,0.14,9
49,F,0.525,0.425,0.16,0.8355,0.3545,0.2135,0.245,9
50,I,0.52,0.41,0.12,0.595,0.2385,0.111,0.19,8
51,M,0.4,0.32,0.095,0.303,0.1335,0.06,0.1,7
52,M,0.485,0.36,0.13,0.5415,0.2595,0.096,0.16,10
62,F,0.53,0.41,0.13,0.6965,0.302,0.1935,0.2,10
63,M,0.425,0.325,0.095,0.3785,0.1705,0.08,0.1,7
65,M,0.475,0.355,0.12,0.48,0.234,0.1015,0.135,8
67,F,0.595,0.495,0.185,1.285,0.416,0.224,0.485,13
71,F,0.4,0.32,0.11,0.353,0.1405,0.0985,0.1,8
79,F,0.615,0.475,0.17,1.1025,0.4695,0.2355,0.345,14
86,M,0.625,0.465,0.14,1.195,0.4825,0.205,0.4,13
88,F,0.46,0.355,0.13,0.517,0.2205,0.114,0.165,9
89,F,0.575,0.45,0.16,0.9775,0.3135,0.231,0.33,12
91,M,0.555,0.44,0.15,0.755,0.307,0.1525,0.26,12
93,F,0.625,0.495,0.165,1.262,0.507,0.318,0.39,10
96,M,0.535,0.435,0.15,0.725,0.269,0.1385,0.25,9
97,M,0.47,0.375,0.13,0.523,0.214,0.132,0.145,8
103,M,0.53,0.415,0.14,0.724,0.3105,0.1675,0.205,10
106,F,0.545,0.43,0.165,0.802,0.2935,0.183,0.28,11
109,F,0.435,0.395,0.105,0.3635,0.136,0.098,0.13,9
110,M,0.495,0.395,0.125,0.5415,0.2375,0.1345,0.155,9
114,F,0.545,0.41,0.125,0.6935,0.2975,0.146,0.21,11
117,M,0.44,0.34,0.105,0.402,0.1305,0.0955,0.165,10
119,M,0.405,0.305,0.085,0.2605,0.1145,0.0595,0.085,8
121,I,0.385,0.295,0.085,0.2535,0.103,0.0575,0.085,7
124,I,0.36,0.28,0.08,0.1755,0.081,0.0505,0.07,6
126,I,0.375,0.275,0.09,0.238,0.1075,0.0545,0.07,6
127,I,0.385,0.29,0.085,0.2505,0.112,0.061,0.08,8
128,M,0.7,0.535,0.16,1.7255,0.63,0.2635,0.54,19
133,I,0.35,0.26,0.095,0.211,0.086,0.056,0.068,7
134,I,0.265,0.2,0.065,0.0975,0.04,0.0205,0.028,7
135,F,0.425,0.33,0.115,0.406,0.1635,0.081,0.1355,8
136,F,0.305,0.23,0.08,0.156,0.0675,0.0345,0.048,7
137,M,0.345,0.255,0.09,0.2005,0.094,0.0295,0.063,9
141,F,0.55,0.45,0.145,0.741,0.295,0.1435,0.2665,10
143,M,0.56,0.455,0.155,0.797,0.34,0.19,0.2425,11
146,M,0.46,0.35,0.12,0.515,0.224,0.108,0.1565,10
147,I,0.28,0.205,0.08,0.127,0.052,0.039,0.042,9
149,I,0.17,0.13,0.095,0.03,0.013,0.008,0.01,4
150,M,0.59,0.475,0.145,1.053,0.4415,0.262,0.325,15
151,F,0.605,0.5,0.185,1.1185,0.469,0.2585,0.335,9
153,F,0.605,0.485,0.16,1.0565,0.37,0.2355,0.355,10
155,M,0.515,0.405,0.13,0.722,0.32,0.131,0.21,10
156,F,0.575,0.46,0.19,0.994,0.392,0.2425,0.34,13
160,M,0.605,0.465,0.165,1.056,0.4215,0.2475,0.34,13
161,F,0.605,0.485,0.16,1.222,0.53,0.2575,0.28,13
164,F,0.65,0.545,0.23,1.752,0.5605,0.2895,0.815,16
170,M,0.695,0.55,0.215,1.9565,0.7125,0.541,0.59,14
172,M,0.525,0.435,0.155,1.065,0.486,0.233,0.285,8
173,F,0.52,0.405,0.115,0.776,0.32,0.1845,0.22,8
174,I,0.235,0.16,0.04,0.048,0.0185,0.018,0.015,5
175,I,0.36,0.26,0.09,0.1785,0.0645,0.037,0.075,7
177,I,0.315,0.245,0.085,0.1435,0.053,0.0475,0.05,8
178,I,0.225,0.16,0.045,0.0465,0.025,0.015,0.015,4
182,F,0.56,0.45,0.16,1.0235,0.429,0.268,0.3,10
183,F,0.62,0.475,0.175,1.0165,0.4355,0.214,0.325,10
184,F,0.645,0.51,0.2,1.5675,0.621,0.367,0.46,12
185,M,0.62,0.49,0.19,1.218,0.5455,0.2965,0.355,13
186,F,0.63,0.48,0.15,1.0525,0.392,0.336,0.285,12
188,F,0.63,0.48,0.16,1.199,0.5265,0.335,0.315,11
189,F,0.585,0.46,0.17,0.9325,0.365,0.271,0.29,9
191,M,0.61,0.485,0.17,1.0225,0.419,0.2405,0.36,12
193,I,0.355,0.275,0.085,0.22,0.092,0.06,0.15,8
196,F,0.505,0.41,0.15,0.644,0.285,0.145,0.21,11
201,M,0.5,0.4,0.165,0.825,0.254,0.205,0.285,13
204,M,0.42,0.335,0.115,0.369,0.171,0.071,0.12,8
206,I,0.4,0.3,0.11,0.315,0.109,0.067,0.12,9
207,I,0.435,0.34,0.11,0.3795,0.1495,0.085,0.12,8
208,F,0.525,0.415,0.17,0.8325,0.2755,0.1685,0.31,13
210,F,0.49,0.365,0.145,0.6345,0.1995,0.1625,0.22,10
213,M,0.5,0.405,0.14,0.6155,0.241,0.1355,0.205,9
214,F,0.485,0.395,0.16,0.66,0.2475,0.128,0.235,14
216,M,0.45,0.35,0.13,0.46,0.174,0.111,0.135,8
218,M,0.47,0.36,0.135,0.501,0.1665,0.115,0.165,10
219,F,0.415,0.305,0.13,0.32,0.1305,0.0755,0.105,8
221,F,0.47,0.35,0.145,0.5175,0.187,0.1235,0.18,11
223,F,0.445,0.355,0.15,0.485,0.181,0.125,0.155,11
225,F,0.5,0.37,0.135,0.45,0.1715,0.1055,0.155,9
227,I,0.365,0.27,0.085,0.205,0.078,0.0485,0.07,7
228,F,0.58,0.465,0.165,1.1015,0.404,0.2095,0.35,11
229,F,0.53,0.415,0.16,0.783,0.2935,0.158,0.245,15
230,M,0.555,0.445,0.135,0.836,0.336,0.1625,0.275,13
231,M,0.565,0.44,0.175,0.9025,0.31,0.193,0.325,14
233,I,0.275,0.215,0.075,0.1155,0.0485,0.029,0.035,7
236,I,0.075,0.055,0.01,0.002,0.001,0.0005,0.0015,1
238,I,0.11,0.09,0.03,0.008,0.0025,0.002,0.003,3
239,I,0.16,0.12,0.035,0.021,0.0075,0.0045,0.005,5
240,M,0.565,0.425,0.16,0.9425,0.3495,0.2185,0.275,17
242,I,0.23,0.175,0.065,0.0645,0.026,0.0105,0.02,5
244,I,0.33,0.255,0.085,0.1655,0.063,0.039,0.06,8
247,I,0.36,0.275,0.085,0.1975,0.0745,0.0415,0.07,9
252,F,0.595,0.455,0.155,1.0605,0.5135,0.2165,0.3,12
256,M,0.56,0.45,0.185,1.07,0.3805,0.175,0.41,19
257,M,0.545,0.46,0.16,0.8975,0.341,0.1655,0.345,10
258,F,0.635,0.505,0.17,1.415,0.605,0.297,0.365,15
259,F,0.59,0.475,0.16,1.1015,0.4775,0.2555,0.295,13
261,F,0.57,0.44,0.125,0.865,0.3675,0.1725,0.27,12
262,M,0.53,0.42,0.165,0.8945,0.319,0.239,0.245,11
264,M,0.27,0.2,0.08,0.1205,0.0465,0.028,0.04,6
265,F,0.46,0.38,0.13,0.639,0.3,0.1525,0.16,11
266,M,0.52,0.45,0.15,0.895,0.3615,0.186,0.235,14
268,M,0.47,0.39,0.15,0.6355,0.2185,0.0885,0.255,9
269,F,0.45,0.36,0.125,0.4995,0.2035,0.1,0.17,13
270,F,0.64,0.525,0.215,1.779,0.4535,0.2855,0.55,22
271,M,0.59,0.5,0.2,1.187,0.412,0.2705,0.37,16
273,M,0.63,0.505,0.225,1.525,0.56,0.3335,0.45,15
276,F,0.66,0.53,0.185,1.3485,0.493,0.245,0.49,12
281,I,0.36,0.285,0.105,0.2415,0.0915,0.057,0.075,7
283,M,0.485,0.395,0.14,0.6295,0.2285,0.127,0.225,14
286,M,0.53,0.435,0.155,0.699,0.288,0.1595,0.205,10
291,F,0.565,0.505,0.21,1.2765,0.501,0.279,0.355,12
296,I,0.275,0.205,0.075,0.1105,0.045,0.0285,0.035,6
298,M,0.49,0.395,0.14,0.549,0.2215,0.1275,0.15,11
300,F,0.405,0.305,0.095,0.3485,0.1455,0.0895,0.1,9
302,M,0.37,0.28,0.1,0.252,0.1065,0.0595,0.074,8
306,I,0.165,0.12,0.03,0.0215,0.007,0.005,0.005,3
309,M,0.57,0.435,0.145,0.9055,0.3925,0.2355,0.275,10
310,F,0.63,0.485,0.19,1.2435,0.4635,0.3055,0.39,21
311,M,0.56,0.44,0.14,0.971,0.443,0.2045,0.265,14
313,F,0.62,0.47,0.2,1.2255,0.381,0.27,0.435,23
318,F,0.58,0.455,0.155,0.8365,0.315,0.1385,0.32,18
319,I,0.33,0.255,0.095,0.172,0.066,0.0255,0.06,6
320,I,0.265,0.21,0.06,0.0965,0.0425,0.022,0.03,5
321,I,0.19,0.145,0.04,0.038,0.0165,0.0065,0.015,4
322,M,0.385,0.31,0.1,0.2845,0.1065,0.075,0.1,11
325,I,0.355,0.275,0.09,0.251,0.097,0.053,0.08,7
327,M,0.51,0.4,0.13,0.6435,0.27,0.1665,0.205,12
332,I,0.3,0.22,0.08,0.121,0.0475,0.042,0.035,5
333,I,0.235,0.175,0.04,0.0705,0.0335,0.015,0.02,5
334,F,0.74,0.6,0.195,1.974,0.598,0.4085,0.71,16
338,M,0.62,0.475,0.185,1.325,0.6045,0.325,0.33,13
339,F,0.565,0.45,0.195,1.0035,0.406,0.2505,0.285,15
340,M,0.575,0.455,0.145,1.165,0.581,0.2275,0.3,14
342,M,0.62,0.465,0.185,1.274,0.579,0.3065,0.32,12
343,F,0.505,0.375,0.18,0.568,0.2325,0.1495,0.17,12
345,M,0.49,0.39,0.14,0.707,0.2795,0.2185,0.18,13
347,I,0.34,0.26,0.08,0.2,0.08,0.0555,0.055,6
349,M,0.61,0.48,0.15,1.2,0.56,0.2455,0.28,14
350,F,0.61,0.495,0.185,1.153,0.536,0.2905,0.245,8
351,F,0.585,0.45,0.17,0.8685,0.3325,0.1635,0.27,22
353,M,0.58,0.455,0.17,0.93,0.408,0.259,0.22,9
360,M,0.605,0.49,0.18,1.227,0.48,0.287,0.35,18
361,F,0.59,0.465,0.15,0.997,0.392,0.246,0.34,12
366,M,0.58,0.465,0.145,0.887,0.4405,0.1655,0.265,11
370,F,0.65,0.545,0.165,1.566,0.6645,0.3455,0.415,16
374,M,0.685,0.52,0.15,1.343,0.4635,0.292,0.4,13
375,F,0.675,0.545,0.195,1.7345,0.6845,0.3695,0.605,20
376,M,0.63,0.49,0.19,1.1775,0.4935,0.3365,0.285,11
377,F,0.585,0.45,0.16,1.077,0.4995,0.2875,0.25,10
379,F,0.61,0.495,0.185,1.1085,0.3705,0.3135,0.33,12
380,M,0.605,0.47,0.18,1.1405,0.3755,0.2805,0.385,15
383,M,0.47,0.375,0.12,0.5565,0.226,0.122,0.195,12
