,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,F,I,M,Class,estimatedOutput,lossValue,testID,learningRate,numHiddenNodesPercentage
3413,0.5886524822695035,0.6071428571428572,0.10619469026548674,0.2380024791924916,0.26766249495357286,0.21428571428571425,0.20491345616973755,0,0,1,9,9.45484634039645,0.20688519337204367,1,0.01,0.5
4175,0.7801418439716312,0.7678571428571429,0.13274336283185842,0.38693111386576945,0.4279370205894227,0.4538327526132404,0.32886655499720824,1,0,0,10,10.880375770531678,0.7750614973392465,1,0.01,0.5
1145,0.7163120567375886,0.7142857142857144,0.17256637168141595,0.6576943509828227,0.7622123536536131,0.7412891986062716,0.490787269681742,0,0,1,9,9.49034225138157,0.24043552348994662,1,0.01,0.5
2281,0.5815602836879432,0.6428571428571429,0.12389380530973454,0.20134584735257657,0.20104965684295517,0.23257839721254353,0.20491345616973755,0,1,0,8,9.071875528097628,1.1489171477345694,1,0.01,0.5
496,0.8014184397163121,0.830357142857143,0.15486725663716813,0.4412962635027448,0.3419459023011707,0.4512195121951219,0.5343383584589614,1,0,0,12,14.024797253401962,4.099803917384129,1,0.01,0.5
1405,0.8226950354609929,0.8571428571428573,0.18141592920353983,0.5817248096334336,0.5890189745660073,0.6254355400696863,0.5120044667783361,0,0,1,13,12.080933432672385,0.8446833551793655,1,0.01,0.5
2784,0.7446808510638298,0.705357142857143,0.12831858407079647,0.3098990614485567,0.3484053290270488,0.26916376306620204,0.2663316582914573,0,0,1,9,10.484319881465275,2.2032055105130883,1,0.01,0.5
4169,0.6312056737588652,0.5892857142857144,0.14601769911504428,0.2794404108376129,0.30197819943480014,0.31271777003484313,0.20100502512562812,0,0,1,10,9.232410651547433,0.5891934078578368,1,0.01,0.5
3663,0.6737588652482269,0.6160714285714287,0.11946902654867259,0.2532318044979635,0.2668550666128381,0.259581881533101,0.2451144611948632,0,1,0,9,9.157964321489786,0.024952726863728365,1,0.01,0.5
3798,0.8794326241134751,0.8571428571428573,0.15486725663716813,0.48131751372410125,0.4404521598708114,0.48954703832752605,0.5175879396984925,1,0,0,10,13.499306817649455,12.245148204047954,1,0.01,0.5
1524,0.8865248226950354,0.8839285714285716,0.1504424778761062,0.5957145386931113,0.6075898264029066,0.5679442508710801,0.35566722501395864,1,0,0,11,10.911480774172341,0.00783565334112802,1,0.01,0.5
2728,0.4680851063829787,0.4553571428571429,0.09734513274336284,0.3215866831946166,0.33508276140492527,0.36062717770034836,0.1094360692350642,0,1,0,8,5.864800406514332,4.559077304021361,1,0.01,0.5
2334,1.0283687943262412,1.0267857142857144,0.17256637168141595,0.8939259783956083,0.7525232135647961,1.0270034843205573,0.690675600223339,1,0,0,23,14.092919576058769,79.33608167855711,1,0.01,0.5
3281,0.6737588652482269,0.705357142857143,0.1504424778761062,0.28616964760049585,0.25514735567218405,0.27264808362369336,0.24399776661083192,0,0,1,11,10.769407046497358,0.05317311020507155,1,0.01,0.5
1348,0.7304964539007092,0.7410714285714286,0.1592920353982301,0.41969187179033113,0.48243843358901894,0.3945993031358885,0.34450027917364595,0,0,1,9,10.425952479176846,2.033340472870594,1,0.01,0.5
1696,0.7872340425531915,0.7767857142857144,0.1504424778761062,0.4152647423410661,0.42349616471538143,0.47473867595818814,0.37688442211055273,0,0,1,11,11.398866536233237,0.15909451372670042,1,0.01,0.5
1418,0.8936170212765957,0.8928571428571429,0.19026548672566373,0.7575703913582433,0.8441663302381913,0.666376306620209,0.5879396984924623,0,0,1,11,11.523159648131388,0.27369601743295796,1,0.01,0.5
