,MYCT,MMIN,MMAX,CACH,CHMIN,CHMAX,Class
50,700.0,384.0,8000.0,0.0,1.0,1.0,24
105,400.0,2000.0,4000.0,0.0,1.0,1.0,32
147,50.0,4000.0,16000.0,64.0,5.0,10.0,111
76,300.0,768.0,4500.0,0.0,1.0,24.0,45
96,26.0,16000.0,32000.0,64.0,8.0,24.0,465
178,160.0,1000.0,4000.0,8.0,1.0,14.0,38
195,50.0,2000.0,32000.0,48.0,26.0,52.0,208
70,75.0,2000.0,8000.0,8.0,3.0,24.0,62
115,185.0,2000.0,16000.0,16.0,1.0,6.0,76
45,133.0,1000.0,8000.0,9.0,3.0,12.0,72
206,125.0,2000.0,8000.0,0.0,2.0,14.0,52
158,84.0,1000.0,2000.0,0.0,1.0,6.0,12
204,124.0,1000.0,8000.0,0.0,1.0,8.0,42
86,140.0,2000.0,4000.0,0.0,4.0,8.0,40
162,56.0,4000.0,8000.0,0.0,1.0,8.0,34
63,75.0,2000.0,8000.0,64.0,1.0,38.0,144
48,320.0,512.0,8000.0,4.0,1.0,5.0,40
41,50.0,2000.0,16000.0,8.0,3.0,5.0,40
152,35.0,8000.0,32000.0,64.0,8.0,24.0,370
77,300.0,384.0,12000.0,6.0,1.0,24.0,53
11,400.0,512.0,3500.0,4.0,1.0,6.0,40
98,26.0,8000.0,16000.0,0.0,8.0,16.0,185
166,38.0,4000.0,8000.0,32.0,16.0,32.0,116
140,92.0,2000.0,8000.0,32.0,1.0,6.0,62
187,70.0,4000.0,12000.0,8.0,6.0,8.0,75
123,1500.0,768.0,2000.0,0.0,0.0,0.0,18
6,23.0,16000.0,32000.0,64.0,16.0,32.0,367
82,300.0,1000.0,16000.0,8.0,2.0,112.0,38
22,143.0,2300.0,6200.0,0.0,6.0,64.0,61
205,98.0,1000.0,8000.0,32.0,2.0,8.0,46
198,30.0,8000.0,64000.0,96.0,12.0,176.0,915
92,140.0,2000.0,4000.0,8.0,1.0,20.0,22
208,480.0,1000.0,4000.0,0.0,0.0,0.0,45
25,320.0,512.0,2000.0,4.0,1.0,3.0,69
138,115.0,2000.0,8000.0,16.0,1.0,3.0,50
97,26.0,8000.0,32000.0,0.0,8.0,24.0,277
75,300.0,768.0,12000.0,6.0,6.0,24.0,50
8,23.0,16000.0,64000.0,64.0,16.0,32.0,636
170,200.0,1000.0,2000.0,0.0,1.0,2.0,25
36,50.0,500.0,2000.0,8.0,1.0,4.0,20
111,900.0,2000.0,4000.0,0.0,3.0,6.0,37
164,56.0,4000.0,16000.0,0.0,1.0,8.0,46
