,MYCT,MMIN,MMAX,CACH,CHMIN,CHMAX,Class
110,900.0,1000.0,4000.0,8.0,1.0,2.0,22
65,75.0,2000.0,16000.0,128.0,1.0,38.0,259
128,50.0,2000.0,16000.0,24.0,1.0,6.0,70
39,50.0,1000.0,4000.0,8.0,3.0,5.0,26
72,175.0,256.0,2000.0,0.0,3.0,24.0,22
56,220.0,1000.0,8000.0,16.0,1.0,2.0,71
54,110.0,1000.0,4000.0,16.0,1.0,2.0,26
156,30.0,16000.0,32000.0,256.0,16.0,24.0,510
126,50.0,2000.0,8000.0,8.0,3.0,6.0,45
172,200.0,2000.0,8000.0,64.0,1.0,5.0,41
203,180.0,512.0,4000.0,0.0,1.0,3.0,21
139,115.0,2000.0,4000.0,2.0,1.0,5.0,40
171,200.0,1000.0,4000.0,0.0,1.0,4.0,30
24,320.0,128.0,6000.0,0.0,1.0,12.0,23
199,30.0,8000.0,64000.0,128.0,12.0,176.0,1150
74,300.0,768.0,3000.0,6.0,6.0,24.0,44
168,38.0,8000.0,24000.0,160.0,4.0,8.0,140
88,140.0,2000.0,32000.0,32.0,1.0,20.0,134
174,250.0,512.0,4000.0,0.0,4.0,7.0,50
159,56.0,1000.0,4000.0,0.0,1.0,6.0,17
28,320.0,512.0,5000.0,4.0,1.0,5.0,77
114,180.0,2000.0,8000.0,8.0,1.0,6.0,50
113,225.0,2000.0,4000.0,8.0,3.0,6.0,34
154,48.0,4000.0,24000.0,32.0,8.0,24.0,214
101,115.0,512.0,6000.0,16.0,1.0,6.0,45
21,143.0,3100.0,6200.0,0.0,5.0,20.0,33
9,23.0,32000.0,64000.0,128.0,32.0,64.0,1144
66,90.0,256.0,1000.0,0.0,3.0,10.0,17
107,900.0,1000.0,1000.0,0.0,1.0,2.0,11
121,17.0,4000.0,16000.0,32.0,6.0,12.0,133
87,140.0,2000.0,4000.0,8.0,1.0,20.0,35
116,180.0,2000.0,16000.0,16.0,1.0,6.0,66
194,50.0,2000.0,32000.0,24.0,6.0,26.0,114
55,110.0,1000.0,12000.0,16.0,1.0,2.0,60
182,240.0,512.0,2000.0,8.0,1.0,5.0,11
192,26.0,8000.0,32000.0,128.0,24.0,32.0,405
131,100.0,1000.0,8000.0,0.0,2.0,6.0,16
201,180.0,512.0,4000.0,0.0,1.0,3.0,14
12,60.0,2000.0,8000.0,65.0,1.0,8.0,92
189,59.0,8000.0,16000.0,64.0,12.0,24.0,188
27,320.0,256.0,3000.0,4.0,1.0,3.0,27
130,50.0,8000.0,16000.0,48.0,1.0,10.0,136
23,110.0,3100.0,6200.0,0.0,6.0,64.0,76
58,800.0,256.0,8000.0,0.0,1.0,4.0,14
197,50.0,4000.0,32000.0,112.0,52.0,104.0,397
207,480.0,512.0,8000.0,32.0,0.0,0.0,67
78,300.0,192.0,768.0,6.0,6.0,24.0,36
149,72.0,2000.0,8000.0,16.0,6.0,8.0,105
0,125.0,256.0,6000.0,256.0,16.0,128.0,198
71,75.0,3000.0,8000.0,8.0,3.0,48.0,64
173,250.0,512.0,4000.0,0.0,1.0,7.0,25
61,800.0,256.0,8000.0,0.0,1.0,4.0,22
122,1500.0,768.0,1000.0,0.0,0.0,0.0,12
176,160.0,512.0,4000.0,2.0,1.0,5.0,30
141,92.0,2000.0,8000.0,32.0,1.0,6.0,60
91,140.0,2000.0,32000.0,32.0,1.0,54.0,189
133,100.0,1000.0,8000.0,24.0,3.0,6.0,32
5,26.0,8000.0,32000.0,64.0,8.0,32.0,318
17,143.0,512.0,5000.0,0.0,7.0,32.0,28
67,105.0,256.0,2000.0,0.0,3.0,10.0,26
53,200.0,1000.0,8000.0,0.0,1.0,2.0,36
31,25.0,1310.0,2620.0,131.0,12.0,24.0,368
14,350.0,64.0,64.0,0.0,1.0,4.0,10
119,25.0,2000.0,12000.0,16.0,3.0,5.0,66
124,800.0,768.0,2000.0,0.0,0.0,0.0,20
193,116.0,2000.0,8000.0,32.0,5.0,28.0,70
1,29.0,8000.0,32000.0,32.0,8.0,32.0,269
177,160.0,512.0,2000.0,2.0,3.0,8.0,32
85,140.0,2000.0,4000.0,0.0,3.0,6.0,29
143,75.0,4000.0,16000.0,16.0,1.0,6.0,66
180,160.0,2000.0,8000.0,32.0,1.0,13.0,109
109,900.0,1000.0,4000.0,4.0,1.0,2.0,18
79,180.0,768.0,12000.0,6.0,1.0,31.0,84
84,330.0,1000.0,4000.0,0.0,3.0,6.0,22
44,133.0,1000.0,12000.0,9.0,3.0,12.0,72
30,25.0,1310.0,2620.0,131.0,12.0,24.0,274
104,600.0,768.0,2000.0,0.0,1.0,1.0,16
145,60.0,2000.0,16000.0,64.0,5.0,8.0,74
186,52.0,4000.0,16000.0,32.0,4.0,12.0,130
188,59.0,4000.0,12000.0,32.0,6.0,12.0,113
183,105.0,2000.0,4000.0,8.0,3.0,8.0,22
106,400.0,4000.0,8000.0,0.0,1.0,1.0,32
33,50.0,2620.0,10480.0,30.0,12.0,24.0,63
2,29.0,8000.0,32000.0,32.0,8.0,32.0,220
