,Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Class
53,F,0.47,0.36,0.12,0.4775,0.2105,0.1055,0.15,10
1589,I,0.52,0.41,0.145,0.646,0.2965,0.1595,0.165,9
103,M,0.53,0.415,0.14,0.724,0.3105,0.1675,0.205,10
2407,I,0.625,0.43,0.175,1.411,0.572,0.297,0.395,12
1704,M,0.64,0.515,0.18,1.247,0.5475,0.2925,0.3685,10
2562,I,0.44,0.325,0.1,0.4165,0.185,0.0865,0.11,6
3852,M,0.55,0.41,0.15,0.785,0.282,0.186,0.275,12
1531,I,0.21,0.17,0.045,0.0475,0.019,0.011,0.013,5
1614,I,0.55,0.415,0.145,0.7815,0.373,0.16,0.2215,8
2220,F,0.535,0.46,0.145,0.7875,0.3395,0.2005,0.2,8
3213,F,0.555,0.42,0.14,0.868,0.33,0.243,0.21,13
659,F,0.585,0.475,0.185,0.9585,0.4145,0.1615,0.33,11
1067,I,0.34,0.265,0.08,0.2015,0.09,0.0475,0.055,5
3421,M,0.6,0.475,0.15,1.089,0.5195,0.223,0.292,11
734,M,0.525,0.425,0.12,0.8665,0.2825,0.176,0.29,18
746,F,0.66,0.52,0.2,1.676,0.673,0.4805,0.45,17
275,M,0.655,0.54,0.215,1.844,0.7425,0.327,0.585,22
2237,M,0.585,0.465,0.19,1.171,0.3905,0.2355,0.4,17
1746,M,0.7,0.565,0.175,1.8565,0.8445,0.3935,0.54,10
525,M,0.175,0.125,0.04,0.024,0.0095,0.006,0.005,4
3247,F,0.61,0.495,0.19,1.213,0.464,0.306,0.365,15
4141,F,0.65,0.505,0.165,1.357,0.5725,0.281,0.43,11
3632,I,0.3,0.225,0.075,0.1345,0.057,0.028,0.044,5
246,I,0.32,0.245,0.08,0.1585,0.0635,0.0325,0.05,13
2793,M,0.63,0.505,0.175,1.221,0.555,0.252,0.34,12
405,F,0.525,0.44,0.15,0.8425,0.3685,0.1985,0.24,12
192,M,0.58,0.45,0.15,0.927,0.276,0.1815,0.36,14
2423,F,0.41,0.315,0.11,0.321,0.1255,0.0655,0.095,10
2313,M,0.595,0.47,0.145,0.991,0.4035,0.1505,0.34,16
2036,I,0.255,0.19,0.06,0.086,0.04,0.0185,0.025,5
2673,M,0.595,0.47,0.165,1.108,0.4915,0.2325,0.3345,9
4154,I,0.435,0.33,0.095,0.393,0.219,0.075,0.0885,6
1100,I,0.5,0.375,0.12,0.542,0.215,0.116,0.17,9
513,M,0.31,0.22,0.085,0.146,0.061,0.0365,0.045,6
2842,M,0.6,0.475,0.175,1.11,0.5105,0.256,0.285,9
1745,F,0.69,0.55,0.2,1.569,0.687,0.3675,0.46,12
1516,M,0.66,0.505,0.165,1.374,0.589,0.351,0.345,10
483,F,0.58,0.46,0.15,0.9955,0.429,0.212,0.26,19
2317,M,0.515,0.42,0.14,0.769,0.2505,0.154,0.29,13
56,M,0.445,0.35,0.12,0.4425,0.192,0.0955,0.135,8
3883,M,0.54,0.425,0.12,0.817,0.2945,0.153,0.195,10
3713,M,0.71,0.555,0.175,2.14,1.2455,0.3725,0.434,11
559,I,0.52,0.4,0.145,0.66,0.267,0.1055,0.22,13
2194,I,0.43,0.325,0.11,0.3675,0.1355,0.0935,0.12,13
2558,I,0.405,0.31,0.065,0.3205,0.1575,0.066,0.088,6
3657,M,0.535,0.405,0.14,0.7315,0.336,0.156,0.19,7
3507,F,0.64,0.5,0.165,1.1635,0.554,0.239,0.32,11
1020,M,0.635,0.525,0.185,1.4065,0.684,0.3,0.3745,10
1053,I,0.185,0.13,0.045,0.029,0.012,0.0075,0.0095,4
2864,I,0.31,0.23,0.07,0.1245,0.0505,0.0265,0.038,6
1266,I,0.46,0.35,0.105,0.3705,0.1575,0.077,0.114,9
138,F,0.405,0.325,0.11,0.3555,0.151,0.063,0.117,9
2993,F,0.595,0.43,0.21,1.5245,0.653,0.396,0.41,11
1622,I,0.565,0.42,0.155,0.743,0.31,0.186,0.231,9
3621,F,0.655,0.455,0.17,1.275,0.583,0.303,0.333,8
1351,F,0.595,0.465,0.155,1.026,0.4645,0.112,0.305,12
1710,M,0.645,0.51,0.195,1.226,0.5885,0.2215,0.3745,10
1255,I,0.425,0.32,0.1,0.3055,0.126,0.06,0.106,7
859,F,0.595,0.48,0.16,1.2095,0.5225,0.296,0.32,8
3740,F,0.65,0.5,0.17,1.4045,0.694,0.318,0.3235,11
2566,F,0.455,0.35,0.12,0.4555,0.1945,0.1045,0.1375,7
3872,F,0.515,0.4,0.115,0.578,0.191,0.1445,0.17,9
2597,F,0.6,0.46,0.15,1.235,0.6025,0.274,0.29,8
1861,M,0.515,0.385,0.11,0.5785,0.253,0.16,0.14,8
3925,F,0.47,0.35,0.115,0.487,0.1955,0.127,0.155,8
3911,I,0.355,0.27,0.1,0.216,0.083,0.037,0.075,10
1942,M,0.63,0.49,0.155,1.2525,0.63,0.246,0.289,9
3365,I,0.44,0.31,0.115,0.3625,0.134,0.082,0.12,11
3775,M,0.58,0.45,0.155,0.8275,0.321,0.1975,0.2445,8
2911,F,0.58,0.44,0.125,0.7855,0.363,0.1955,0.195,11
1424,F,0.73,0.58,0.19,1.7375,0.6785,0.4345,0.52,11
2584,M,0.54,0.435,0.14,0.7345,0.33,0.1595,0.213,9
3406,I,0.35,0.28,0.075,0.196,0.082,0.04,0.064,8
2667,F,0.585,0.45,0.15,0.938,0.467,0.203,0.225,7
2375,M,0.34,0.275,0.09,0.2065,0.0725,0.043,0.07,10
4107,I,0.42,0.305,0.1,0.3415,0.1645,0.0775,0.086,7
692,F,0.43,0.325,0.115,0.3865,0.1475,0.1065,0.11,11
3456,F,0.61,0.48,0.16,1.234,0.598,0.238,0.315,12
3993,M,0.72,0.6,0.235,2.2385,0.984,0.411,0.621,12
288,M,0.44,0.355,0.125,0.4775,0.132,0.0815,0.19,9
3802,I,0.305,0.23,0.075,0.1455,0.0595,0.0305,0.05,6
2934,F,0.62,0.475,0.15,0.9545,0.455,0.1865,0.277,9
3846,I,0.37,0.275,0.085,0.2045,0.096,0.056,0.08,6
441,I,0.335,0.26,0.1,0.192,0.0785,0.0585,0.07,8
2929,I,0.61,0.49,0.16,1.1545,0.5865,0.2385,0.2915,11
29,M,0.575,0.425,0.14,0.8635,0.393,0.227,0.2,11
