,MYCT,MMIN,MMAX,CACH,CHMIN,CHMAX,Class
8,23.0,16000.0,64000.0,64.0,16.0,32.0,636
34,56.0,5240.0,20970.0,30.0,12.0,24.0,106
0,125.0,256.0,6000.0,256.0,16.0,128.0,198
120,17.0,4000.0,16000.0,8.0,6.0,12.0,100
21,143.0,3100.0,6200.0,0.0,5.0,20.0,33
190,26.0,8000.0,24000.0,32.0,8.0,16.0,173
191,26.0,8000.0,32000.0,64.0,12.0,16.0,248
27,320.0,256.0,3000.0,4.0,1.0,3.0,27
33,50.0,2620.0,10480.0,30.0,12.0,24.0,63
77,300.0,384.0,12000.0,6.0,1.0,24.0,53
76,300.0,768.0,4500.0,0.0,1.0,24.0,45
147,50.0,4000.0,16000.0,64.0,5.0,10.0,111
199,30.0,8000.0,64000.0,128.0,12.0,176.0,1150
80,330.0,1000.0,3000.0,0.0,2.0,4.0,16
108,900.0,512.0,1000.0,0.0,1.0,2.0,11
152,35.0,8000.0,32000.0,64.0,8.0,24.0,370
40,50.0,1000.0,8000.0,8.0,3.0,5.0,36
129,50.0,2000.0,16000.0,24.0,1.0,6.0,80
192,26.0,8000.0,32000.0,128.0,24.0,32.0,405
17,143.0,512.0,5000.0,0.0,7.0,32.0,28
203,180.0,512.0,4000.0,0.0,1.0,3.0,21
133,100.0,1000.0,8000.0,24.0,3.0,6.0,32
136,50.0,2000.0,16000.0,24.0,6.0,16.0,65
207,480.0,512.0,8000.0,32.0,0.0,0.0,67
205,98.0,1000.0,8000.0,32.0,2.0,8.0,46
3,29.0,8000.0,32000.0,32.0,8.0,32.0,172
59,800.0,256.0,8000.0,0.0,1.0,4.0,20
144,60.0,4000.0,16000.0,32.0,1.0,6.0,86
143,75.0,4000.0,16000.0,16.0,1.0,6.0,66
127,50.0,2000.0,8000.0,8.0,1.0,6.0,56
109,900.0,1000.0,4000.0,4.0,1.0,2.0,18
204,124.0,1000.0,8000.0,0.0,1.0,8.0,42
2,29.0,8000.0,32000.0,32.0,8.0,32.0,220
72,175.0,256.0,2000.0,0.0,3.0,24.0,22
110,900.0,1000.0,4000.0,8.0,1.0,2.0,22
196,50.0,2000.0,32000.0,112.0,52.0,104.0,307
96,26.0,16000.0,32000.0,64.0,8.0,24.0,465
23,110.0,3100.0,6200.0,0.0,6.0,64.0,76
154,48.0,4000.0,24000.0,32.0,8.0,24.0,214
51,700.0,256.0,2000.0,0.0,1.0,1.0,24
100,203.0,1000.0,2000.0,0.0,1.0,5.0,24
91,140.0,2000.0,32000.0,32.0,1.0,54.0,189
