,Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Class
1103,F,0.505,0.39,0.125,0.5445,0.246,0.15,0.1405,7
2798,M,0.64,0.485,0.15,1.098,0.5195,0.222,0.3175,10
1849,I,0.485,0.385,0.13,0.568,0.2505,0.178,0.154,7
1227,I,0.35,0.255,0.09,0.1785,0.0855,0.0305,0.0525,8
211,M,0.335,0.25,0.09,0.181,0.0755,0.0415,0.06,7
3067,M,0.65,0.505,0.17,1.5595,0.695,0.3515,0.395,11
3551,I,0.515,0.4,0.135,0.636,0.3055,0.1215,0.1855,9
487,F,0.625,0.515,0.15,1.2415,0.5235,0.3065,0.36,15
3148,F,0.71,0.53,0.195,1.8745,0.6755,0.4065,0.6855,12
230,M,0.555,0.445,0.135,0.836,0.336,0.1625,0.275,13
3369,I,0.61,0.46,0.17,1.278,0.41,0.257,0.37,17
3420,F,0.595,0.475,0.165,1.148,0.444,0.214,0.37,10
2676,F,0.605,0.48,0.15,1.079,0.4505,0.2835,0.293,10
1337,M,0.58,0.46,0.155,1.4395,0.6715,0.273,0.2955,10
1248,I,0.395,0.295,0.095,0.2725,0.115,0.0625,0.085,8
3754,I,0.485,0.37,0.14,0.5065,0.2425,0.088,0.1465,8
2476,M,0.645,0.485,0.155,1.489,0.5915,0.312,0.38,18
2424,M,0.26,0.2,0.065,0.096,0.044,0.027,0.03,6
640,M,0.325,0.24,0.085,0.173,0.0795,0.038,0.05,7
1070,I,0.375,0.275,0.1,0.2325,0.1165,0.042,0.065,6
649,F,0.475,0.36,0.125,0.447,0.1695,0.081,0.14,9
3144,F,0.625,0.48,0.2,1.3235,0.6075,0.3055,0.355,9
3527,I,0.35,0.26,0.09,0.1765,0.072,0.0355,0.0575,7
1336,M,0.575,0.46,0.155,0.892,0.4415,0.176,0.22,10
1162,M,0.61,0.485,0.145,1.3305,0.783,0.2255,0.2865,9
3763,I,0.53,0.41,0.15,0.612,0.2435,0.1525,0.1895,11
1993,I,0.29,0.21,0.06,0.1195,0.056,0.0235,0.03,6
2035,M,0.66,0.515,0.195,1.5655,0.7345,0.353,0.386,9
998,F,0.59,0.455,0.145,1.063,0.5155,0.2445,0.25,8
361,F,0.59,0.465,0.15,0.997,0.392,0.246,0.34,12
3816,M,0.465,0.355,0.12,0.5315,0.2725,0.097,0.1395,8
1780,M,0.515,0.35,0.155,0.9225,0.4185,0.198,0.273,9
1537,I,0.35,0.26,0.075,0.18,0.09,0.0245,0.055,5
1967,M,0.665,0.515,0.2,1.2695,0.5115,0.2675,0.436,12
2068,F,0.545,0.43,0.16,0.844,0.3945,0.1855,0.231,9
2410,F,0.505,0.375,0.115,0.5895,0.2635,0.12,0.167,10
2598,M,0.6,0.46,0.15,1.247,0.5335,0.2735,0.29,9
2025,F,0.55,0.47,0.15,0.9205,0.381,0.2435,0.2675,10
3140,M,0.55,0.425,0.16,0.97,0.2885,0.139,0.48,20
2315,M,0.575,0.435,0.15,0.805,0.293,0.1625,0.27,17
3198,M,0.45,0.335,0.14,0.478,0.1865,0.115,0.16,11
2282,F,0.495,0.385,0.13,0.6905,0.3125,0.179,0.175,10
3921,M,0.375,0.28,0.095,0.2225,0.0875,0.043,0.08,10
3823,F,0.615,0.455,0.135,1.059,0.4735,0.263,0.274,9
1562,I,0.45,0.335,0.11,0.4195,0.181,0.085,0.1345,7
3386,M,0.515,0.4,0.125,0.955,0.341,0.2535,0.26,13
1122,M,0.545,0.415,0.14,0.82,0.4615,0.127,0.218,9
3960,M,0.69,0.55,0.195,1.777,0.769,0.38,0.4305,11
1443,M,0.415,0.315,0.115,0.3895,0.2015,0.065,0.103,9
849,M,0.55,0.45,0.15,1.0145,0.407,0.2015,0.2875,10
2572,I,0.475,0.385,0.11,0.5735,0.311,0.1025,0.136,7
454,F,0.645,0.55,0.175,1.2915,0.57,0.3045,0.33,14
3372,I,0.44,0.33,0.135,0.522,0.17,0.0905,0.195,16
535,I,0.465,0.38,0.13,0.454,0.1895,0.08,0.155,11
1281,I,0.5,0.38,0.135,0.594,0.2945,0.104,0.1565,9
297,I,0.28,0.21,0.085,0.1065,0.039,0.0295,0.03,4
2639,I,0.46,0.37,0.12,0.5335,0.2645,0.108,0.1345,6
1485,F,0.59,0.46,0.145,0.9905,0.453,0.2205,0.275,8
2293,I,0.34,0.26,0.09,0.179,0.076,0.0525,0.055,6
3430,I,0.325,0.24,0.075,0.152,0.065,0.0305,0.045,6
2037,I,0.27,0.195,0.065,0.1065,0.0475,0.0225,0.0285,5
3903,M,0.635,0.48,0.235,1.064,0.413,0.228,0.36,16
2367,M,0.65,0.545,0.16,1.2425,0.487,0.296,0.48,15
3764,I,0.535,0.4,0.145,0.705,0.3065,0.1365,0.22,10
704,M,0.4,0.3,0.125,0.417,0.191,0.09,0.1175,9
1224,I,0.345,0.255,0.095,0.1945,0.0925,0.037,0.055,6
1466,M,0.515,0.425,0.145,0.9365,0.497,0.181,0.2185,8
261,F,0.57,0.44,0.125,0.865,0.3675,0.1725,0.27,12
1779,M,0.5,0.37,0.15,1.0615,0.494,0.223,0.296,9
499,M,0.555,0.45,0.175,0.874,0.3275,0.202,0.305,10
2928,M,0.61,0.48,0.14,1.0625,0.516,0.225,0.2915,11
2828,M,0.52,0.4,0.105,0.872,0.4515,0.1615,0.1985,9
1620,I,0.56,0.44,0.13,0.7235,0.349,0.149,0.2,8
1917,M,0.6,0.475,0.15,0.99,0.386,0.2195,0.3105,10
1505,M,0.635,0.51,0.185,1.308,0.544,0.318,0.377,8
3098,F,0.55,0.43,0.15,0.655,0.2635,0.122,0.221,8
551,I,0.615,0.49,0.155,0.9885,0.4145,0.195,0.345,13
3723,I,0.47,0.355,0.12,0.4915,0.1765,0.1125,0.1325,9
1204,M,0.735,0.585,0.185,2.124,0.952,0.55,0.5,11
2380,M,0.175,0.135,0.04,0.0305,0.011,0.0075,0.01,5
3261,F,0.645,0.52,0.19,1.3105,0.58,0.288,0.37,12
1198,M,0.715,0.535,0.19,1.6755,0.889,0.313,0.42,10
865,F,0.605,0.475,0.175,1.382,0.609,0.2325,0.3985,10
759,M,0.57,0.43,0.12,1.0615,0.348,0.167,0.31,15
1231,I,0.365,0.265,0.085,0.213,0.0945,0.049,0.06,7
358,M,0.745,0.585,0.215,2.499,0.9265,0.472,0.7,17
3515,F,0.69,0.525,0.19,1.492,0.6425,0.3905,0.42,12
3317,M,0.265,0.2,0.065,0.084,0.034,0.0105,0.03,7
72,F,0.595,0.475,0.17,1.247,0.48,0.225,0.425,20
1044,M,0.69,0.525,0.175,1.7005,0.8255,0.362,0.405,8
2403,M,0.29,0.225,0.08,0.1295,0.0535,0.026,0.045,10
2771,F,0.575,0.435,0.155,0.8975,0.4115,0.2325,0.23,9
380,M,0.605,0.47,0.18,1.1405,0.3755,0.2805,0.385,15
3412,I,0.48,0.355,0.115,0.5785,0.25,0.106,0.184,8
3831,F,0.545,0.42,0.175,0.754,0.256,0.1775,0.275,10
3495,M,0.56,0.415,0.13,0.7615,0.3695,0.17,0.1955,8
7,F,0.545,0.425,0.125,0.768,0.294,0.1495,0.26,16
782,M,0.515,0.435,0.145,0.8815,0.292,0.206,0.255,10
173,F,0.52,0.405,0.115,0.776,0.32,0.1845,0.22,8
2133,M,0.44,0.35,0.11,0.4585,0.2,0.0885,0.13,9
2885,I,0.505,0.4,0.125,0.5605,0.2255,0.1435,0.17,8
3181,M,0.5,0.385,0.135,0.551,0.2245,0.0715,0.206,11
3523,I,0.26,0.205,0.07,0.097,0.0415,0.019,0.0305,4
3554,I,0.53,0.42,0.13,0.658,0.296,0.1245,0.198,8
3989,F,0.67,0.52,0.195,1.8065,0.758,0.3735,0.5055,11
216,M,0.45,0.35,0.13,0.46,0.174,0.111,0.135,8
2265,F,0.72,0.575,0.215,2.226,0.8955,0.405,0.62,13
2648,M,0.5,0.38,0.12,0.5765,0.273,0.135,0.145,9
484,M,0.63,0.48,0.145,1.0115,0.4235,0.237,0.305,12
1220,I,0.33,0.25,0.095,0.2085,0.102,0.0395,0.052,7
1885,I,0.555,0.45,0.175,0.738,0.304,0.1755,0.22,9
2908,F,0.58,0.45,0.17,0.9705,0.4615,0.232,0.248,9
264,M,0.27,0.2,0.08,0.1205,0.0465,0.028,0.04,6
4097,M,0.635,0.5,0.18,1.2915,0.594,0.2695,0.37,9
2878,F,0.465,0.35,0.11,0.4085,0.165,0.102,0.131,8
3269,F,0.595,0.465,0.145,1.107,0.402,0.2415,0.31,12
1251,I,0.405,0.285,0.09,0.2645,0.1265,0.0505,0.075,6
1076,I,0.42,0.3,0.105,0.316,0.1255,0.07,0.1035,7
1511,M,0.65,0.515,0.175,1.466,0.677,0.3045,0.4,10
1522,M,0.68,0.515,0.17,1.6115,0.8415,0.306,0.395,11
1814,M,0.655,0.545,0.19,1.4245,0.6325,0.333,0.378,10
51,M,0.4,0.32,0.095,0.303,0.1335,0.06,0.1,7
3353,I,0.475,0.365,0.14,0.4545,0.171,0.118,0.158,8
775,M,0.53,0.41,0.165,0.732,0.189,0.17,0.31,11
4023,I,0.275,0.2,0.07,0.096,0.037,0.0225,0.03,6
341,F,0.62,0.51,0.205,1.3475,0.4775,0.2565,0.48,14
3772,M,0.575,0.465,0.12,1.0535,0.516,0.2185,0.235,9
1086,I,0.445,0.335,0.11,0.411,0.1985,0.0935,0.109,8
1168,M,0.62,0.45,0.2,0.858,0.4285,0.1525,0.2405,8
4047,M,0.62,0.485,0.145,1.003,0.4655,0.2195,0.28,11
2072,M,0.58,0.45,0.12,0.8685,0.418,0.1475,0.2605,8
2000,I,0.355,0.27,0.105,0.271,0.1425,0.0525,0.0735,9
3530,I,0.36,0.265,0.09,0.2055,0.096,0.037,0.0585,7
