,Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Class
0,M,0.455,0.365,0.095,0.514,0.2245,0.101,0.15,15
1,M,0.35,0.265,0.09,0.2255,0.0995,0.0485,0.07,7
2,F,0.53,0.42,0.135,0.677,0.2565,0.1415,0.21,9
3,M,0.44,0.365,0.125,0.516,0.2155,0.114,0.155,10
5,I,0.425,0.3,0.095,0.3515,0.141,0.0775,0.12,8
6,F,0.53,0.415,0.15,0.7775,0.237,0.1415,0.33,20
7,F,0.545,0.425,0.125,0.768,0.294,0.1495,0.26,16
12,M,0.49,0.38,0.135,0.5415,0.2175,0.095,0.19,11
16,I,0.355,0.28,0.085,0.2905,0.095,0.0395,0.115,7
17,F,0.44,0.34,0.1,0.451,0.188,0.087,0.13,10
21,I,0.38,0.275,0.1,0.2255,0.08,0.049,0.085,10
26,F,0.58,0.45,0.185,0.9955,0.3945,0.272,0.285,11
29,M,0.575,0.425,0.14,0.8635,0.393,0.227,0.2,11
30,M,0.58,0.47,0.165,0.9975,0.3935,0.242,0.33,10
35,M,0.465,0.355,0.105,0.4795,0.227,0.124,0.125,8
36,F,0.54,0.475,0.155,1.217,0.5305,0.3075,0.34,16
38,F,0.575,0.445,0.135,0.883,0.381,0.2035,0.26,11
39,M,0.355,0.29,0.09,0.3275,0.134,0.086,0.09,9
42,I,0.24,0.175,0.045,0.07,0.0315,0.0235,0.02,5
45,I,0.39,0.295,0.095,0.203,0.0875,0.045,0.075,7
46,M,0.47,0.37,0.12,0.5795,0.293,0.227,0.14,9
47,F,0.46,0.375,0.12,0.4605,0.1775,0.11,0.15,7
49,F,0.525,0.425,0.16,0.8355,0.3545,0.2135,0.245,9
50,I,0.52,0.41,0.12,0.595,0.2385,0.111,0.19,8
52,M,0.485,0.36,0.13,0.5415,0.2595,0.096,0.16,10
56,M,0.445,0.35,0.12,0.4425,0.192,0.0955,0.135,8
57,M,0.47,0.385,0.135,0.5895,0.2765,0.12,0.17,8
58,I,0.245,0.19,0.06,0.086,0.042,0.014,0.025,4
59,F,0.505,0.4,0.125,0.583,0.246,0.13,0.175,7
61,M,0.505,0.405,0.11,0.625,0.305,0.16,0.175,9
66,F,0.565,0.44,0.16,0.915,0.354,0.1935,0.32,12
70,M,0.555,0.425,0.13,0.7665,0.264,0.168,0.275,13
72,F,0.595,0.475,0.17,1.247,0.48,0.225,0.425,20
73,M,0.57,0.48,0.175,1.185,0.474,0.261,0.38,11
77,F,0.6,0.47,0.15,0.922,0.363,0.194,0.305,10
87,M,0.56,0.44,0.16,0.8645,0.3305,0.2075,0.26,10
88,F,0.46,0.355,0.13,0.517,0.2205,0.114,0.165,9
90,M,0.565,0.425,0.135,0.8115,0.341,0.1675,0.255,15
91,M,0.555,0.44,0.15,0.755,0.307,0.1525,0.26,12
99,F,0.475,0.375,0.125,0.5785,0.2775,0.085,0.155,10
100,I,0.36,0.265,0.095,0.2315,0.105,0.046,0.075,7
101,M,0.55,0.435,0.145,0.843,0.328,0.1915,0.255,15
102,M,0.53,0.435,0.16,0.883,0.316,0.164,0.335,15
103,M,0.53,0.415,0.14,0.724,0.3105,0.1675,0.205,10
107,F,0.5,0.4,0.125,0.6675,0.261,0.1315,0.22,10
111,M,0.465,0.36,0.105,0.431,0.172,0.107,0.175,9
115,F,0.53,0.415,0.115,0.5915,0.233,0.1585,0.18,11
116,F,0.49,0.375,0.135,0.6125,0.2555,0.102,0.22,11
120,F,0.47,0.365,0.105,0.4205,0.163,0.1035,0.14,9
122,F,0.515,0.425,0.14,0.766,0.304,0.1725,0.255,14
123,M,0.37,0.265,0.075,0.214,0.09,0.051,0.07,6
126,I,0.375,0.275,0.09,0.238,0.1075,0.0545,0.07,6
130,M,0.595,0.48,0.165,1.262,0.4835,0.283,0.41,17
131,F,0.44,0.35,0.125,0.4035,0.175,0.063,0.129,9
135,F,0.425,0.33,0.115,0.406,0.1635,0.081,0.1355,8
136,F,0.305,0.23,0.08,0.156,0.0675,0.0345,0.048,7
138,F,0.405,0.325,0.11,0.3555,0.151,0.063,0.117,9
144,M,0.475,0.375,0.13,0.5175,0.2075,0.1165,0.17,10
145,F,0.49,0.38,0.125,0.549,0.245,0.1075,0.174,10
146,M,0.46,0.35,0.12,0.515,0.224,0.108,0.1565,10
149,I,0.17,0.13,0.095,0.03,0.013,0.008,0.01,4
151,F,0.605,0.5,0.185,1.1185,0.469,0.2585,0.335,9
152,F,0.635,0.515,0.19,1.3715,0.5065,0.305,0.45,10
153,F,0.605,0.485,0.16,1.0565,0.37,0.2355,0.355,10
155,M,0.515,0.405,0.13,0.722,0.32,0.131,0.21,10
157,M,0.645,0.485,0.215,1.514,0.546,0.2615,0.635,16
158,F,0.58,0.455,0.17,0.9075,0.374,0.2135,0.285,13
161,F,0.605,0.485,0.16,1.222,0.53,0.2575,0.28,13
162,M,0.61,0.485,0.175,1.2445,0.544,0.297,0.345,12
164,F,0.65,0.545,0.23,1.752,0.5605,0.2895,0.815,16
167,F,0.68,0.57,0.205,1.842,0.625,0.408,0.65,20
169,F,0.68,0.515,0.175,1.6185,0.5125,0.409,0.62,12
171,F,0.53,0.395,0.145,0.775,0.308,0.169,0.255,7
172,M,0.525,0.435,0.155,1.065,0.486,0.233,0.285,8
173,F,0.52,0.405,0.115,0.776,0.32,0.1845,0.22,8
174,I,0.235,0.16,0.04,0.048,0.0185,0.018,0.015,5
175,I,0.36,0.26,0.09,0.1785,0.0645,0.037,0.075,7
178,I,0.225,0.16,0.045,0.0465,0.025,0.015,0.015,4
183,F,0.62,0.475,0.175,1.0165,0.4355,0.214,0.325,10
185,M,0.62,0.49,0.19,1.218,0.5455,0.2965,0.355,13
189,F,0.585,0.46,0.17,0.9325,0.365,0.271,0.29,9
193,I,0.355,0.275,0.085,0.22,0.092,0.06,0.15,8
196,F,0.505,0.41,0.15,0.644,0.285,0.145,0.21,11
200,F,0.45,0.345,0.12,0.4165,0.1655,0.095,0.135,9
204,M,0.42,0.335,0.115,0.369,0.171,0.071,0.12,8
206,I,0.4,0.3,0.11,0.315,0.109,0.067,0.12,9
207,I,0.435,0.34,0.11,0.3795,0.1495,0.085,0.12,8
211,M,0.335,0.25,0.09,0.181,0.0755,0.0415,0.06,7
214,F,0.485,0.395,0.16,0.66,0.2475,0.128,0.235,14
215,M,0.55,0.405,0.14,0.8025,0.244,0.1635,0.255,10
216,M,0.45,0.35,0.13,0.46,0.174,0.111,0.135,8
218,M,0.47,0.36,0.135,0.501,0.1665,0.115,0.165,10
222,F,0.49,0.375,0.15,0.5755,0.22,0.144,0.19,9
224,I,0.425,0.38,0.105,0.3265,0.1285,0.0785,0.1,10
225,F,0.5,0.37,0.135,0.45,0.1715,0.1055,0.155,9
227,I,0.365,0.27,0.085,0.205,0.078,0.0485,0.07,7
238,I,0.11,0.09,0.03,0.008,0.0025,0.002,0.003,3
