,Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Class
339,F,0.565,0.45,0.195,1.0035,0.406,0.2505,0.285,15
420,F,0.67,0.54,0.165,1.5015,0.518,0.358,0.505,14
1792,M,0.57,0.455,0.175,1.02,0.4805,0.2145,0.29,9
1141,I,0.575,0.435,0.13,0.805,0.3155,0.2155,0.245,10
3802,I,0.305,0.23,0.075,0.1455,0.0595,0.0305,0.05,6
849,M,0.55,0.45,0.15,1.0145,0.407,0.2015,0.2875,10
3564,I,0.575,0.44,0.125,0.8515,0.4555,0.1715,0.1965,9
1562,I,0.45,0.335,0.11,0.4195,0.181,0.085,0.1345,7
1689,M,0.625,0.475,0.16,1.0845,0.5005,0.2355,0.3105,10
310,F,0.63,0.485,0.19,1.2435,0.4635,0.3055,0.39,21
541,F,0.44,0.355,0.115,0.415,0.1585,0.0925,0.131,11
3908,I,0.455,0.365,0.135,0.441,0.1515,0.1165,0.145,9
3101,M,0.595,0.455,0.145,0.942,0.43,0.182,0.277,11
721,M,0.555,0.455,0.16,1.0575,0.3925,0.228,0.293,13
735,M,0.51,0.39,0.125,0.6565,0.262,0.1835,0.175,10
1819,M,0.695,0.53,0.19,1.726,0.7625,0.436,0.455,11
3064,M,0.635,0.5,0.18,1.154,0.4405,0.2315,0.387,9
1529,M,0.74,0.57,0.18,1.8725,0.9115,0.427,0.446,10
3176,F,0.49,0.38,0.13,0.539,0.229,0.1355,0.165,12
446,M,0.565,0.435,0.185,0.9815,0.329,0.136,0.39,13
3670,M,0.59,0.465,0.135,0.9895,0.4235,0.199,0.28,8
3370,M,0.455,0.345,0.125,0.44,0.169,0.1065,0.135,12
465,I,0.175,0.125,0.05,0.0235,0.008,0.0035,0.008,5
1887,I,0.56,0.445,0.165,0.832,0.3455,0.179,0.279,9
3315,M,0.35,0.26,0.09,0.195,0.0745,0.041,0.0655,9
1995,I,0.32,0.24,0.07,0.133,0.0585,0.0255,0.041,6
3381,M,0.545,0.435,0.165,0.9955,0.3245,0.2665,0.325,19
1194,F,0.7,0.525,0.19,1.6465,0.8545,0.307,0.3995,9
3866,F,0.525,0.43,0.165,0.717,0.289,0.1745,0.195,10
3614,M,0.615,0.475,0.155,1.0735,0.4375,0.2585,0.31,11
3773,F,0.575,0.46,0.15,0.927,0.333,0.207,0.2985,9
3489,F,0.53,0.42,0.14,0.627,0.2905,0.1165,0.183,8
3588,M,0.65,0.515,0.185,1.3745,0.75,0.1805,0.369,12
1292,I,0.515,0.4,0.135,0.6965,0.32,0.1255,0.175,9
104,M,0.605,0.47,0.16,1.1735,0.4975,0.2405,0.345,12
898,I,0.28,0.12,0.075,0.117,0.0455,0.029,0.0345,4
2010,I,0.435,0.325,0.12,0.346,0.159,0.084,0.095,7
1890,M,0.565,0.455,0.155,0.9355,0.421,0.183,0.26,11
1666,F,0.605,0.47,0.155,0.974,0.393,0.224,0.3345,9
2362,F,0.66,0.525,0.205,1.3665,0.5005,0.291,0.41,18
1378,F,0.62,0.5,0.15,1.293,0.596,0.3135,0.354,10
3270,F,0.625,0.475,0.13,0.8595,0.3195,0.1775,0.24,13
1791,M,0.55,0.42,0.16,1.3405,0.6325,0.311,0.344,10
292,M,0.61,0.475,0.165,1.116,0.428,0.2205,0.315,15
1723,F,0.655,0.505,0.19,1.3485,0.5935,0.2745,0.425,12
1262,I,0.455,0.345,0.105,0.4005,0.164,0.0755,0.126,8
2799,M,0.64,0.495,0.17,1.139,0.5395,0.282,0.285,10
3898,F,0.565,0.46,0.15,0.8765,0.3455,0.1925,0.275,10
3710,M,0.685,0.535,0.175,1.432,0.637,0.247,0.46,11
3445,I,0.495,0.4,0.145,0.578,0.2545,0.1305,0.1645,8
467,M,0.655,0.53,0.195,1.388,0.567,0.2735,0.41,13
