,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,F,I,M,Class,estimatedOutput,lossValue,testID,learningRate,numHiddenNodesPercentage
0,0.5241379310344827,0.5391304347826087,0.38,0.18133522224189835,0.16555555555555554,0.17048346055979643,0.14798206278026907,0,0,1,15,9.359742452662314,31.812505200299732,1,0.001,0.5
1,0.37931034482758613,0.3652173913043479,0.36,0.07915707455285992,0.07296296296296297,0.08142493638676844,0.06826108619830594,0,0,1,7,7.998049591737331,0.9961029875670533,1,0.001,0.5
2,0.6275862068965516,0.6347826086956522,0.54,0.23906499026031522,0.18925925925925924,0.2391857506361323,0.20777279521674144,1,0,0,9,10.747433652597572,3.05352437023049,1,0.001,0.5
4,0.35172413793103446,0.3478260869565218,0.32,0.07189658225606516,0.06555555555555555,0.06615776081424936,0.05331340308918785,0,1,0,7,6.694675150698121,0.09322326360121524,1,0.001,0.5
5,0.4827586206896551,0.42608695652173917,0.38,0.12378253940145209,0.10370370370370369,0.13061916878710772,0.1180866965620329,0,1,0,8,7.443337138008763,0.3098735419202748,1,0.001,0.5
8,0.5517241379310344,0.5478260869565218,0.5,0.1797414556401629,0.15962962962962962,0.18999151823579305,0.1629297458893872,0,0,1,9,9.813379322667089,0.6615859225423724,1,0.001,0.5
11,0.489655172413793,0.5130434782608696,0.44,0.14308482380024792,0.12333333333333334,0.13655640373197625,0.133034379671151,0,0,1,10,9.193172389571323,0.6509707929500484,1,0.001,0.5
12,0.5724137931034482,0.5652173913043479,0.54,0.19107490703028154,0.16037037037037036,0.16030534351145037,0.18784255107125064,0,0,1,11,10.02810954858583,0.9445710495500395,1,0.001,0.5
13,0.6344827586206896,0.6086956521739132,0.58,0.24172126792987425,0.2011111111111111,0.2892281594571671,0.20279023418036873,1,0,0,10,10.848550296221303,0.720037605217261,1,0.001,0.5
18,0.3999999999999999,0.4173913043478261,0.32,0.08978218523109616,0.07111111111111111,0.07209499575911789,0.09815645241654213,0,0,1,7,8.137051380712075,1.2928858423792355,1,0.001,0.5
25,0.6689655172413793,0.6695652173913044,0.56,0.32813883477952893,0.28259259259259256,0.31806615776081426,0.29745889387144997,1,0,0,11,11.265017881156078,0.07023447733245716,1,0.001,0.5
26,0.696551724137931,0.6869565217391305,0.74,0.35186824862758986,0.29148148148148145,0.46055979643765904,0.2825112107623319,1,0,0,11,11.594916155655731,0.35392523226019446,1,0.001,0.5
27,0.7103448275862069,0.6782608695652175,0.56,0.32902426066938195,0.26296296296296295,0.39609838846480067,0.2775286497259592,0,0,1,12,11.170158021730703,0.6886377088979,1,0.001,0.5
28,0.7310344827586206,0.7304347826086957,0.72,0.3309721976270586,0.2911111111111111,0.3706530958439355,0.29247633283507724,0,0,1,15,11.434666378802714,12.711603830439755,1,0.001,0.5
29,0.6896551724137929,0.6434782608695653,0.56,0.30511776164335047,0.2903703703703704,0.3842239185750636,0.19780767314399605,0,0,1,11,10.907938706894456,0.008475281688264967,1,0.001,0.5
31,0.8344827586206897,0.8782608695652174,0.66,0.5797768726757571,0.4477777777777778,0.47497879558948264,0.45690084703537626,1,0,0,15,11.95709334469752,9.25928091288412,1,0.001,0.5
33,0.8344827586206897,0.8608695652173914,0.7,0.636089959270409,0.6029629629629629,0.6649703138252756,0.4519182859990036,1,0,0,19,12.031319216479679,48.562511862605405,1,0.001,0.5
38,0.6896551724137929,0.6782608695652175,0.54,0.31202408358420397,0.28148148148148144,0.34435962680237486,0.2575984055804684,1,0,0,11,11.196755197848068,0.038712607880232446,1,0.001,0.5
44,0.18620689655172412,0.16521739130434784,0.2,0.014166814237648309,0.012222222222222221,0.02035623409669211,0.01345291479820628,0,1,0,4,6.042481013278056,4.171728689601356,1,0.001,0.5
47,0.5310344827586206,0.5565217391304348,0.48,0.16238710819904373,0.1307407407407407,0.18575063613231552,0.14798206278026907,1,0,0,7,9.965114722453993,8.791905317313422,1,0.001,0.5
49,0.6206896551724137,0.6434782608695653,0.64,0.29520099167699665,0.26185185185185184,0.36132315521628494,0.2426507224713503,1,0,0,9,11.210968974501778,4.888383806209445,1,0.001,0.5
50,0.6137931034482758,0.6173913043478261,0.48,0.21002302107313617,0.1759259259259259,0.1874469889737065,0.18784255107125064,0,1,0,8,8.829903800422672,0.6887403179559941,1,0.001,0.5
51,0.44827586206896547,0.46086956521739136,0.38,0.10660527713830352,0.09814814814814815,0.10093299406276504,0.09815645241654213,0,0,1,7,8.561785471125626,2.439173857819094,1,0.001,0.5
53,0.5448275862068964,0.5304347826086957,0.48,0.16840800425004426,0.15518518518518518,0.17811704834605596,0.14798206278026907,1,0,0,10,9.943046951122904,0.0032436497763969063,1,0.001,0.5
55,0.5862068965517241,0.6000000000000001,0.56,0.23357534974322647,0.18925925925925924,0.2968617472434266,0.21773791728948683,1,0,0,8,10.784398901777044,7.752877244217206,1,0.001,0.5
57,0.5448275862068964,0.5739130434782609,0.54,0.20807508411545952,0.20407407407407407,0.2027141645462256,0.16791230692575987,0,0,1,8,10.060941327702935,4.247479156233935,1,0.001,0.5
59,0.593103448275862,0.6000000000000001,0.5,0.20577297680184167,0.18148148148148147,0.2196776929601357,0.17289486796213255,1,0,0,7,10.396893161667782,11.538883151785338,1,0.001,0.5
61,0.593103448275862,0.6086956521739132,0.44,0.2206481317513724,0.22518518518518515,0.27056827820186596,0.17289486796213255,0,0,1,9,10.109488577213796,1.2309649029678926,1,0.001,0.5
63,0.4827586206896551,0.4695652173913044,0.38,0.1333451390118647,0.12555555555555556,0.13486005089058523,0.09815645241654213,0,0,1,7,8.772918727532044,3.1432408144338426,1,0.001,0.5
64,0.6137931034482758,0.6000000000000001,0.48,0.20471046573401805,0.1725925925925926,0.2222222222222222,0.18285999003487796,0,0,1,8,10.121052094323927,4.498861986835917,1,0.001,0.5
65,0.5517241379310344,0.5217391304347826,0.48,0.16929343013989728,0.1725925925925926,0.17133163698049195,0.133034379671151,0,0,1,8,9.553519992477197,2.41342436702635,1,0.001,0.5
70,0.6620689655172414,0.6434782608695653,0.52,0.2707632371170533,0.1948148148148148,0.28413910093299405,0.2725460886895865,0,0,1,13,10.79420578984332,4.865528097560734,1,0.001,0.5
71,0.44827586206896547,0.46086956521739136,0.44,0.1243137949353639,0.10333333333333333,0.1662425784563189,0.09815645241654213,1,0,0,8,9.252204083618745,1.56801506703146,1,0.001,0.5
73,0.682758620689655,0.7391304347826088,0.7,0.4189835310784487,0.35037037037037033,0.44189991518235794,0.3771798704534131,0,0,1,11,11.631731521203527,0.39908471488212205,1,0.001,0.5
75,0.7241379310344827,0.7304347826086957,0.6,0.35611829289888436,0.327037037037037,0.37404580152671757,0.2775286497259592,1,0,0,15,11.448334180869459,12.614330090780218,1,0.001,0.5
76,0.7172413793103448,0.7304347826086957,0.56,0.33362847529661765,0.2677777777777777,0.31976251060220523,0.31240657698056806,0,0,1,9,11.224165122412352,4.946910491755551,1,0.001,0.5
79,0.7448275862068965,0.7304347826086957,0.68,0.3897644767132991,0.347037037037037,0.39864291772688715,0.3423019431988042,1,0,0,14,11.657332816435561,5.48808953294974,1,0.001,0.5
83,0.7172413793103448,0.7304347826086957,0.64,0.4659111032406587,0.30148148148148146,0.39609838846480067,0.576482311908321,0,0,1,21,11.792742297987388,84.77359439127056,1,0.001,0.5
