,buying,maint,doors,persons,lug_boot,safety,Class,estimatedOutput,lossValue,testID,learningRate,numHiddenNodesPercentage
514,2,3,3,0,0,1,unacc,unacc,0.0003734900036229478,1,0.1,0.75
1197,1,0,0,1,0,0,unacc,unacc,0.0013990260218200387,1,0.1,0.75
623,2,2,3,0,0,2,unacc,unacc,0.0008902762995862401,1,0.1,0.75
784,2,0,1,0,0,1,unacc,unacc,0.0003990167938042478,1,0.1,0.75
926,1,3,2,0,2,2,unacc,unacc,0.0016137275349707187,1,0.1,0.75
101,3,3,3,2,0,2,unacc,acc,0.32833497675238527,1,0.1,0.75
1143,1,1,2,1,0,0,unacc,unacc,0.0012479658868614642,1,0.1,0.75
909,1,3,1,2,0,0,unacc,unacc,0.0013029285791522668,1,0.1,0.75
306,3,1,3,1,0,0,unacc,unacc,0.0010709781724357764,1,0.1,0.75
1012,1,2,1,1,1,1,unacc,unacc,0.31204269888151204,1,0.1,0.75
766,2,0,0,1,0,1,unacc,unacc,0.09772380480546664,1,0.1,0.75
919,1,3,2,0,0,1,unacc,unacc,0.00037264320236328225,1,0.1,0.75
235,3,1,0,2,0,1,unacc,unacc,0.0014781058291167021,1,0.1,0.75
573,2,2,1,0,2,0,unacc,unacc,5.271110486463521e-05,1,0.1,0.75
407,3,0,3,0,0,2,unacc,unacc,0.0013452852269065427,1,0.1,0.75
801,2,0,1,2,0,0,unacc,unacc,0.003081718468815069,1,0.1,0.75
1081,1,1,0,0,0,1,unacc,unacc,0.0003885932619758742,1,0.1,0.75
385,3,0,2,0,2,1,unacc,unacc,0.0016882423612227294,1,0.1,0.75
1027,1,2,2,0,0,1,unacc,unacc,0.00039506186826496323,1,0.1,0.75
1635,0,0,0,1,2,0,unacc,unacc,0.06414496396094048,1,0.1,0.75
1594,0,1,3,0,0,1,unacc,unacc,0.002893496952995297,1,0.1,0.75
1062,1,2,3,1,0,0,unacc,unacc,0.0011850595247813902,1,0.1,0.75
1060,1,2,3,0,2,1,unacc,unacc,0.0014874407677013806,1,0.1,0.75
1173,1,1,3,1,1,0,unacc,unacc,0.0038076236448261872,1,0.1,0.75
468,2,3,1,1,0,0,unacc,unacc,0.0012498160548700872,1,0.1,0.75
90,3,3,3,1,0,0,unacc,unacc,0.0010980355098064525,1,0.1,0.75
240,3,1,0,2,2,0,unacc,unacc,0.0018162543519994981,1,0.1,0.75
1649,0,0,1,0,0,2,unacc,unacc,0.08779023939943831,1,0.1,0.75
1194,1,0,0,0,2,0,unacc,unacc,0.00017652493524720914,1,0.1,0.75
642,2,2,3,2,1,0,unacc,unacc,0.0017513490068230939,1,0.1,0.75
1611,0,1,3,2,0,0,unacc,unacc,0.007838641848008115,1,0.1,0.75
877,1,3,0,1,1,1,unacc,unacc,0.10411750398707639,1,0.1,0.75
1314,0,3,0,2,0,0,unacc,unacc,0.001306881598417366,1,0.1,0.75
655,2,1,0,0,2,1,unacc,unacc,0.0006441395207057452,1,0.1,0.75
153,3,2,1,2,0,0,unacc,unacc,0.0013017672797784106,1,0.1,0.75
730,2,1,3,0,0,1,unacc,unacc,0.0004097770160265204,1,0.1,0.75
466,2,3,1,0,2,1,unacc,unacc,0.00042049382891406296,1,0.1,0.75
1713,0,0,3,1,1,0,unacc,unacc,0.07220887485913377,1,0.1,0.75
558,2,2,0,2,0,0,unacc,unacc,0.001301873178159569,1,0.1,0.75
1301,0,3,0,0,1,2,unacc,unacc,0.0016895587158407823,1,0.1,0.75
429,3,0,3,2,2,0,unacc,unacc,0.039694725176555486,1,0.1,0.75
457,2,3,0,2,2,1,unacc,unacc,0.2415904301444033,1,0.1,0.75
1443,0,2,1,1,1,0,unacc,unacc,0.0016704791148964963,1,0.1,0.75
759,2,0,0,0,1,0,unacc,unacc,4.6965696153499e-05,1,0.1,0.75
668,2,1,0,2,0,2,unacc,acc,0.6457466133610125,1,0.1,0.75
75,3,3,2,2,1,0,unacc,unacc,0.0013021872063697874,1,0.1,0.75
738,2,1,3,1,0,0,unacc,unacc,0.0011281868046378529,1,0.1,0.75
717,2,1,2,1,2,0,unacc,unacc,0.0031855696458796697,1,0.1,0.75
1209,1,0,0,2,1,0,unacc,unacc,0.02878390701038885,1,0.1,0.75
791,2,0,1,0,2,2,unacc,unacc,0.016259621259028127,1,0.1,0.75
672,2,1,0,2,2,0,unacc,unacc,0.006152687516184637,1,0.1,0.75
585,2,2,1,2,0,0,unacc,unacc,0.0013023157191282713,1,0.1,0.75
748,2,1,3,2,0,1,unacc,unacc,0.1337728430653062,1,0.1,0.75
1344,0,3,1,2,1,0,unacc,unacc,0.002101580628088684,1,0.1,0.75
1446,0,2,1,1,2,0,unacc,unacc,0.005774000789171417,1,0.1,0.75
710,2,1,2,0,2,2,unacc,unacc,0.002089447605013029,1,0.1,0.75
131,3,2,0,2,1,2,unacc,acc,0.375665251180765,1,0.1,0.75
1536,0,1,0,2,2,0,unacc,unacc,0.03818480593544615,1,0.1,0.75
7,3,3,0,0,2,1,unacc,unacc,0.00041573428785606604,1,0.1,0.75
238,3,1,0,2,1,1,unacc,unacc,0.03907816971415306,1,0.1,0.75
346,3,0,0,2,1,1,unacc,acc,0.5542214479813692,1,0.1,0.75
838,2,0,3,0,0,1,unacc,unacc,0.0005952023221407067,1,0.1,0.75
1276,1,0,3,0,2,1,unacc,unacc,0.031857770300731364,1,0.1,0.75
161,3,2,1,2,2,2,unacc,acc,0.5207891521731184,1,0.1,0.75
1023,1,2,1,2,2,0,unacc,unacc,0.005427808125965894,1,0.1,0.75
325,3,0,0,0,0,1,unacc,unacc,0.000371851151998187,1,0.1,0.75
844,2,0,3,0,2,1,unacc,unacc,0.00454085121076689,1,0.1,0.75
212,3,2,3,2,1,2,unacc,acc,0.4103299540506884,1,0.1,0.75
980,1,2,0,0,2,2,unacc,unacc,0.0019230101495175632,1,0.1,0.75
77,3,3,2,2,1,2,unacc,acc,0.3855481755012396,1,0.1,0.75
1128,1,1,1,2,1,0,unacc,unacc,0.006020845612097622,1,0.1,0.75
124,3,2,0,1,2,1,unacc,unacc,0.12980504355264583,1,0.1,0.75
789,2,0,1,0,2,0,unacc,unacc,0.0001483132156394209,1,0.1,0.75
562,2,2,0,2,1,1,unacc,unacc,0.022317784913467087,1,0.1,0.75
670,2,1,0,2,1,1,unacc,acc,0.3385252873125684,1,0.1,0.75
586,2,2,1,2,0,1,unacc,unacc,0.0018042576397952587,1,0.1,0.75
609,2,2,2,1,2,0,unacc,unacc,0.0015016026756001087,1,0.1,0.75
172,3,2,2,1,0,1,unacc,unacc,0.020331178878633793,1,0.1,0.75
711,2,1,2,1,0,0,unacc,unacc,0.0011985274007831575,1,0.1,0.75
126,3,2,0,2,0,0,unacc,unacc,0.0013017464161114243,1,0.1,0.75
420,3,0,3,1,2,0,unacc,unacc,0.022617278483497507,1,0.1,0.75
486,2,3,2,0,0,0,unacc,unacc,4.612613370680724e-05,1,0.1,0.75
1138,1,1,2,0,1,1,unacc,unacc,0.0012770687612971598,1,0.1,0.75
444,2,3,0,1,1,0,unacc,unacc,0.0012867756234387472,1,0.1,0.75
487,2,3,2,0,0,1,unacc,unacc,0.00034640463810038376,1,0.1,0.75
148,3,2,1,1,1,1,unacc,unacc,0.10672503208708112,1,0.1,0.75
648,2,1,0,0,0,0,unacc,unacc,4.626364687241972e-05,1,0.1,0.75
1681,0,0,2,0,2,1,unacc,unacc,0.12335616155208362,1,0.1,0.75
1627,0,0,0,0,2,1,unacc,unacc,0.027356817343875097,1,0.1,0.75
179,3,2,2,1,2,2,unacc,acc,0.3974634827758242,1,0.1,0.75
494,2,3,2,0,2,2,unacc,unacc,0.0015064938203140136,1,0.1,0.75
1492,0,2,3,0,2,1,unacc,unacc,0.001956743406463597,1,0.1,0.75
1017,1,2,1,2,0,0,unacc,unacc,0.0013136737753284568,1,0.1,0.75
133,3,2,0,2,2,1,unacc,unacc,0.2146210592253514,1,0.1,0.75
109,3,2,0,0,0,1,unacc,unacc,0.00021696224031853782,1,0.1,0.75
223,3,1,0,0,2,1,unacc,unacc,0.0004236943980960511,1,0.1,0.75
513,2,3,3,0,0,0,unacc,unacc,4.6095398100208755e-05,1,0.1,0.75
79,3,3,2,2,2,1,unacc,unacc,0.29179825537742615,1,0.1,0.75
291,3,1,2,2,1,0,unacc,unacc,0.0013796499285981933,1,0.1,0.75
912,1,3,1,2,1,0,unacc,unacc,0.0013429949198950936,1,0.1,0.75
721,2,1,2,2,0,1,unacc,unacc,0.031168765193423688,1,0.1,0.75
1107,1,1,1,0,0,0,unacc,unacc,4.6225230305503826e-05,1,0.1,0.75
234,3,1,0,2,0,0,unacc,unacc,0.0013030814320303698,1,0.1,0.75
1358,0,3,2,0,2,2,unacc,unacc,0.003054893054795508,1,0.1,0.75
544,2,2,0,0,1,1,unacc,unacc,0.0004032508658548421,1,0.1,0.75
378,3,0,2,0,0,0,unacc,unacc,4.612641991362622e-05,1,0.1,0.75
1652,0,0,1,0,1,2,unacc,unacc,0.15558982354308157,1,0.1,0.75
450,2,3,0,2,0,0,unacc,unacc,0.001301747521940795,1,0.1,0.75
705,2,1,2,0,1,0,unacc,unacc,4.7403653089502054e-05,1,0.1,0.75
626,2,2,3,0,1,2,unacc,unacc,0.001465129754215071,1,0.1,0.75
930,1,3,2,1,1,0,unacc,unacc,0.0012758136823786744,1,0.1,0.75
1626,0,0,0,0,2,0,unacc,unacc,0.001216695206562162,1,0.1,0.75
1116,1,1,1,1,0,0,unacc,unacc,0.001262395856105778,1,0.1,0.75
307,3,1,3,1,0,1,unacc,unacc,0.09568106878399554,1,0.1,0.75
114,3,2,0,0,2,0,unacc,unacc,4.749413655220024e-05,1,0.1,0.75
1355,0,3,2,0,1,2,unacc,unacc,0.0020497056136070434,1,0.1,0.75
409,3,0,3,0,1,1,unacc,unacc,0.0006993387041187762,1,0.1,0.75
552,2,2,0,1,1,0,unacc,unacc,0.00128590634223519,1,0.1,0.75
999,1,2,1,0,0,0,unacc,unacc,4.622322047052539e-05,1,0.1,0.75
155,3,2,1,2,0,2,unacc,unacc,0.2698116829757271,1,0.1,0.75
712,2,1,2,1,0,1,unacc,unacc,0.11833149541690205,1,0.1,0.75
177,3,2,2,1,2,0,unacc,unacc,0.00130198458059491,1,0.1,0.75
1584,0,1,2,2,0,0,unacc,unacc,0.006193933958474676,1,0.1,0.75
793,2,0,1,1,0,1,unacc,unacc,0.19979356122227074,1,0.1,0.75
211,3,2,3,2,1,1,unacc,unacc,0.25692705353951606,1,0.1,0.75
682,2,1,1,0,2,1,unacc,unacc,0.0010334508417500464,1,0.1,0.75
539,2,3,3,2,2,2,unacc,acc,0.40637547493991355,1,0.1,0.75
512,2,3,2,2,2,2,unacc,acc,0.4027323959487034,1,0.1,0.75
1141,1,1,2,0,2,1,unacc,unacc,0.0016273283597394556,1,0.1,0.75
924,1,3,2,0,2,0,unacc,unacc,5.944598767351778e-05,1,0.1,0.75
1242,1,0,2,0,0,0,unacc,unacc,4.6467946553027e-05,1,0.1,0.75
301,3,1,3,0,1,1,unacc,unacc,0.00042550120690474605,1,0.1,0.75
846,2,0,3,1,0,0,unacc,unacc,0.0011945663558621481,1,0.1,0.75
449,2,3,0,1,2,2,unacc,acc,0.38839859069369,1,0.1,0.75
955,1,3,3,1,0,1,unacc,unacc,0.09842133950039839,1,0.1,0.75
1405,0,2,0,0,0,1,unacc,unacc,0.00039137889122619447,1,0.1,0.75
1196,1,0,0,0,2,2,unacc,unacc,0.09332905470301861,1,0.1,0.75
918,1,3,2,0,0,0,unacc,unacc,4.615393510118381e-05,1,0.1,0.75
210,3,2,3,2,1,0,unacc,unacc,0.0013238809377162115,1,0.1,0.75
1230,1,0,1,1,2,0,unacc,unacc,0.06416942464299884,1,0.1,0.75
369,3,0,1,2,0,0,unacc,unacc,0.001677198700559663,1,0.1,0.75
397,3,0,2,2,0,1,unacc,unacc,0.1390361039568471,1,0.1,0.75
192,3,2,3,0,1,0,unacc,unacc,4.651099114875334e-05,1,0.1,0.75
1222,1,0,1,0,2,1,unacc,unacc,0.008147755705335186,1,0.1,0.75
855,2,0,3,2,0,0,unacc,unacc,0.006707265835593856,1,0.1,0.75
896,1,3,1,0,1,2,unacc,unacc,0.0012639590166461726,1,0.1,0.75
5,3,3,0,0,1,2,unacc,unacc,0.00041330269618695823,1,0.1,0.75
120,3,2,0,1,1,0,unacc,unacc,0.0012802991401620674,1,0.1,0.75
1332,0,3,1,1,0,0,unacc,unacc,0.0012734537704799651,1,0.1,0.75
27,3,3,1,0,0,0,unacc,unacc,4.6151170480848445e-05,1,0.1,0.75
602,2,2,2,0,2,2,unacc,unacc,0.0015548849804075079,1,0.1,0.75
1541,0,1,1,0,0,2,unacc,unacc,0.017035515535040107,1,0.1,0.75
541,2,2,0,0,0,1,unacc,unacc,0.00029746475190264583,1,0.1,0.75
937,1,3,2,2,0,1,unacc,unacc,0.004313923067469517,1,0.1,0.75
59,3,3,2,0,1,2,unacc,unacc,0.0004212115166555076,1,0.1,0.75
213,3,2,3,2,2,0,unacc,unacc,0.0020095600393866767,1,0.1,0.75
1383,0,3,3,0,2,0,unacc,unacc,0.00021418622533933985,1,0.1,0.75
484,2,3,1,2,2,1,unacc,acc,0.3488219619599636,1,0.1,0.75
1061,1,2,3,0,2,2,unacc,unacc,0.004205540773010232,1,0.1,0.75
951,1,3,3,0,2,0,unacc,unacc,8.926079343396043e-05,1,0.1,0.75
523,2,3,3,1,0,1,unacc,unacc,0.04153054587557903,1,0.1,0.75
406,3,0,3,0,0,1,unacc,unacc,0.0003976271847465966,1,0.1,0.75
141,3,2,1,0,2,0,unacc,unacc,4.887120908638222e-05,1,0.1,0.75
451,2,3,0,2,0,1,unacc,unacc,0.0013269296765944796,1,0.1,0.75
734,2,1,3,0,1,2,unacc,unacc,0.0019004847699401037,1,0.1,0.75
1318,0,3,0,2,1,1,unacc,unacc,0.09276938921863345,1,0.1,0.75
1275,1,0,3,0,2,0,unacc,unacc,0.002107544112613423,1,0.1,0.75
312,3,1,3,1,2,0,unacc,unacc,0.002027518325238294,1,0.1,0.75
1005,1,2,1,0,2,0,unacc,unacc,6.28187267697157e-05,1,0.1,0.75
1708,0,0,3,0,2,1,unacc,unacc,0.14318658187753788,1,0.1,0.75
1220,1,0,1,0,1,2,unacc,unacc,0.08477906838168955,1,0.1,0.75
1493,0,2,3,0,2,2,unacc,unacc,0.027001001148795754,1,0.1,0.75
364,3,0,1,1,1,1,unacc,acc,0.3715358209900968,1,0.1,0.75
1281,1,0,3,1,1,0,unacc,unacc,0.020109711467266853,1,0.1,0.75
437,2,3,0,0,1,2,unacc,unacc,0.00044696553272039114,1,0.1,0.75
1378,0,3,3,0,0,1,unacc,unacc,0.0004911054598793648,1,0.1,0.75
1650,0,0,1,0,1,0,unacc,unacc,7.670100711430326e-05,1,0.1,0.75
363,3,0,1,1,1,0,unacc,unacc,0.0013544834046821568,1,0.1,0.75
1026,1,2,2,0,0,0,unacc,unacc,4.615755965329369e-05,1,0.1,0.75
1207,1,0,0,2,0,1,unacc,unacc,0.17512993868500654,1,0.1,0.75
601,2,2,2,0,2,1,unacc,unacc,0.0008082452069716148,1,0.1,0.75
624,2,2,3,0,1,0,unacc,unacc,4.713613964354825e-05,1,0.1,0.75
1320,0,3,0,2,2,0,unacc,unacc,0.004274342866451237,1,0.1,0.75
1725,0,0,3,2,2,0,unacc,acc,0.33028780000766755,1,0.1,0.75
456,2,3,0,2,2,0,unacc,unacc,0.001315253733042728,1,0.1,0.75
677,2,1,1,0,0,2,unacc,unacc,0.0006691716681929658,1,0.1,0.75
948,1,3,3,0,1,0,unacc,unacc,4.683136763068494e-05,1,0.1,0.75
994,1,2,0,2,1,1,unacc,unacc,0.13760717044300452,1,0.1,0.75
1311,0,3,0,1,2,0,unacc,unacc,0.0015874486881058024,1,0.1,0.75
750,2,1,3,2,1,0,unacc,unacc,0.004581762702499511,1,0.1,0.75
237,3,1,0,2,1,0,unacc,unacc,0.0013274367277958893,1,0.1,0.75
1485,0,2,3,0,0,0,unacc,unacc,4.63564049858105e-05,1,0.1,0.75
894,1,3,1,0,1,0,unacc,unacc,4.6475210107953806e-05,1,0.1,0.75
1520,0,1,0,0,2,2,unacc,unacc,0.08721163804630873,1,0.1,0.75
598,2,2,2,0,1,1,unacc,unacc,0.0004081928735832872,1,0.1,0.75
1104,1,1,0,2,2,0,unacc,unacc,0.02769299317328991,1,0.1,0.75
151,3,2,1,1,2,1,unacc,unacc,0.1608834880379623,1,0.1,0.75
19,3,3,0,2,0,1,unacc,unacc,0.0013105071112696541,1,0.1,0.75
927,1,3,2,1,0,0,unacc,unacc,0.0012328872117469284,1,0.1,0.75
488,2,3,2,0,0,2,unacc,unacc,0.0004082517182246277,1,0.1,0.75
10,3,3,0,1,0,1,unacc,unacc,0.0015110212275362396,1,0.1,0.75
166,3,2,2,0,1,1,unacc,unacc,0.0003905285309274779,1,0.1,0.75
188,3,2,2,2,2,2,unacc,acc,0.5368668348997148,1,0.1,0.75
834,2,0,2,2,2,0,unacc,unacc,0.041235747206834296,1,0.1,0.75
840,2,0,3,0,1,0,unacc,unacc,6.281712448913247e-05,1,0.1,0.75
