,buying,maint,doors,persons,lug_boot,safety,Class,estimatedOutput,lossValue,testID,learningRate,numHiddenNodesPercentage
866,1,3,0,0,0,2,unacc,unacc,0.1600253162579453,1,0.001,0.75
596,2,2,2,0,0,2,unacc,unacc,0.16001391227711656,1,0.001,0.75
1461,0,2,2,0,1,0,unacc,unacc,0.16003277283581804,1,0.001,0.75
753,2,1,3,2,2,0,unacc,unacc,0.1600232232610408,1,0.001,0.75
407,3,0,3,0,0,2,unacc,unacc,0.160024929001236,1,0.001,0.75
94,3,3,3,1,1,1,unacc,unacc,0.15996003270226938,1,0.001,0.75
436,2,3,0,0,1,1,unacc,unacc,0.1599771535683172,1,0.001,0.75
203,3,2,3,1,1,2,unacc,unacc,0.1599946463970593,1,0.001,0.75
1335,0,3,1,1,1,0,unacc,unacc,0.16003147706210846,1,0.001,0.75
456,2,3,0,2,2,0,unacc,unacc,0.15998950304164397,1,0.001,0.75
471,2,3,1,1,1,0,unacc,unacc,0.15997717166383682,1,0.001,0.75
1649,0,0,1,0,0,2,unacc,unacc,0.1601109022419932,1,0.001,0.75
1639,0,0,0,2,0,1,unacc,unacc,0.16013205475148684,1,0.001,0.75
679,2,1,1,0,1,1,unacc,unacc,0.16001531293724905,1,0.001,0.75
1030,1,2,2,0,1,1,unacc,unacc,0.1600200557696207,1,0.001,0.75
1380,0,3,3,0,1,0,unacc,unacc,0.16001035561887672,1,0.001,0.75
155,3,2,1,2,0,2,unacc,unacc,0.160022330417689,1,0.001,0.75
1208,1,0,0,2,0,2,unacc,unacc,0.1601193267570341,1,0.001,0.75
1545,0,1,1,0,2,0,unacc,unacc,0.1600486252494059,1,0.001,0.75
1384,0,3,3,0,2,1,unacc,unacc,0.16001823066399237,1,0.001,0.75
505,2,3,2,2,0,1,unacc,unacc,0.16001263035132846,1,0.001,0.75
423,3,0,3,2,0,0,unacc,unacc,0.1600293965168557,1,0.001,0.75
1423,0,2,0,2,0,1,unacc,unacc,0.16009162138408645,1,0.001,0.75
160,3,2,1,2,2,1,unacc,unacc,0.15999475585911987,1,0.001,0.75
385,3,0,2,0,2,1,unacc,unacc,0.15999956310494312,1,0.001,0.75
1467,0,2,2,1,0,0,unacc,unacc,0.16005603141947855,1,0.001,0.75
514,2,3,3,0,0,1,unacc,unacc,0.15997706298809297,1,0.001,0.75
1330,0,3,1,0,2,1,unacc,unacc,0.16002267052521246,1,0.001,0.75
16,3,3,0,1,2,1,unacc,unacc,0.15996012415939856,1,0.001,0.75
133,3,2,0,2,2,1,unacc,unacc,0.159996974325342,1,0.001,0.75
550,2,2,0,1,0,1,unacc,unacc,0.16002058577993286,1,0.001,0.75
