,buying,maint,doors,persons,lug_boot,safety,Class,estimatedOutput,lossValue,testID,learningRate,numHiddenNodesPercentage
312,3,1,3,1,2,0,unacc,unacc,0.0008247614504622704,1,0.1,0.5
1665,0,0,1,2,0,0,unacc,unacc,0.11957071170545676,1,0.1,0.5
187,3,2,2,2,2,1,unacc,unacc,0.17907921209125982,1,0.1,0.5
618,2,2,2,2,2,0,unacc,unacc,0.004050579535941229,1,0.1,0.5
378,3,0,2,0,0,0,unacc,unacc,0.0006057089064260162,1,0.1,0.5
499,2,3,2,1,1,1,unacc,unacc,0.0030808714390074964,1,0.1,0.5
253,3,1,1,1,0,1,unacc,unacc,0.0015234072762991652,1,0.1,0.5
681,2,1,1,0,2,0,unacc,unacc,0.0006063689275173476,1,0.1,0.5
229,3,1,0,1,1,1,unacc,unacc,0.00997842567146668,1,0.1,0.5
1084,1,1,0,0,1,1,unacc,unacc,0.009544029258169258,1,0.1,0.5
1530,0,1,0,2,0,0,unacc,unacc,0.021794200020916435,1,0.1,0.5
49,3,3,1,2,1,1,unacc,unacc,0.0052777879240794795,1,0.1,0.5
628,2,2,3,0,2,1,unacc,unacc,0.009452079510893493,1,0.1,0.5
346,3,0,0,2,1,1,unacc,unacc,0.21001176882812858,1,0.1,0.5
15,3,3,0,1,2,0,unacc,unacc,0.0006057988678968925,1,0.1,0.5
1068,1,2,3,1,2,0,unacc,unacc,0.0021400094054218784,1,0.1,0.5
326,3,0,0,0,0,2,unacc,unacc,0.009882404328707309,1,0.1,0.5
960,1,3,3,1,2,0,unacc,unacc,0.0008284476944962751,1,0.1,0.5
1092,1,1,0,1,1,0,unacc,unacc,0.0009027555500588925,1,0.1,0.5
1479,0,2,2,2,1,0,unacc,unacc,0.005511464936947343,1,0.1,0.5
1605,0,1,3,1,1,0,unacc,unacc,0.004045742054116043,1,0.1,0.5
28,3,3,1,0,0,1,unacc,unacc,0.0006200719349004745,1,0.1,0.5
1668,0,0,1,2,1,0,unacc,unacc,0.12367403275131203,1,0.1,0.5
1222,1,0,1,0,2,1,unacc,unacc,0.01063384248163531,1,0.1,0.5
804,2,0,1,2,1,0,unacc,unacc,0.004714220246974453,1,0.1,0.5
407,3,0,3,0,0,2,unacc,unacc,0.01167216991784932,1,0.1,0.5
1629,0,0,0,1,0,0,unacc,unacc,0.00404915959644364,1,0.1,0.5
922,1,3,2,0,1,1,unacc,unacc,0.006120027993324485,1,0.1,0.5
1263,1,0,2,2,1,0,unacc,unacc,0.08221182335693118,1,0.1,0.5
1568,0,1,2,0,0,2,unacc,unacc,0.08516646305573364,1,0.1,0.5
787,2,0,1,0,1,1,unacc,unacc,0.009521641523688335,1,0.1,0.5
1023,1,2,1,2,2,0,unacc,unacc,0.004132359398022371,1,0.1,0.5
426,3,0,3,2,1,0,unacc,unacc,0.004056906216364923,1,0.1,0.5
1302,0,3,0,0,2,0,unacc,unacc,0.0006066226758994856,1,0.1,0.5
1007,1,2,1,0,2,2,unacc,unacc,0.010605725871412501,1,0.1,0.5
1473,0,2,2,1,2,0,unacc,unacc,0.003109228309618057,1,0.1,0.5
510,2,3,2,2,2,0,unacc,unacc,0.004041984382180865,1,0.1,0.5
796,2,0,1,1,1,1,unacc,unacc,0.30076751248970124,1,0.1,0.5
670,2,1,0,2,1,1,unacc,unacc,0.2338683810168802,1,0.1,0.5
300,3,1,3,0,1,0,unacc,unacc,0.0006057145800517012,1,0.1,0.5
1512,0,1,0,0,0,0,unacc,unacc,0.0006057816681476114,1,0.1,0.5
882,1,3,0,2,0,0,unacc,unacc,0.004014673289394633,1,0.1,0.5
1099,1,1,0,2,0,1,unacc,unacc,0.31997738259881386,1,0.1,0.5
1014,1,2,1,1,2,0,unacc,unacc,0.0008135702347005894,1,0.1,0.5
83,3,3,3,0,0,2,unacc,unacc,0.009820788978838244,1,0.1,0.5
560,2,2,0,2,0,2,unacc,unacc,0.3251326585162961,1,0.1,0.5
450,2,3,0,2,0,0,unacc,unacc,0.0037533363758929057,1,0.1,0.5
1674,0,0,2,0,0,0,unacc,unacc,0.0006069683324225616,1,0.1,0.5
327,3,0,0,0,1,0,unacc,unacc,0.0006057401514749836,1,0.1,0.5
1380,0,3,3,0,1,0,unacc,unacc,0.0006057721827211582,1,0.1,0.5
235,3,1,0,2,0,1,unacc,unacc,0.005463205669583664,1,0.1,0.5
564,2,2,0,2,2,0,unacc,unacc,0.0040425486832546525,1,0.1,0.5
538,2,3,3,2,2,1,unacc,unacc,0.19561834161145894,1,0.1,0.5
136,3,2,1,0,0,1,unacc,unacc,0.0006692385803355702,1,0.1,0.5
1513,0,1,0,0,0,1,unacc,unacc,0.00899433214870156,1,0.1,0.5
553,2,2,0,1,1,1,unacc,unacc,0.011618103940545839,1,0.1,0.5
355,3,0,1,0,1,1,unacc,unacc,0.008278640187666102,1,0.1,0.5
135,3,2,1,0,0,0,unacc,unacc,0.0006057055209572012,1,0.1,0.5
855,2,0,3,2,0,0,unacc,unacc,0.004154983168077646,1,0.1,0.5
1309,0,3,0,1,1,1,unacc,unacc,0.16600534062486733,1,0.1,0.5
495,2,3,2,1,0,0,unacc,unacc,0.0006075938719267491,1,0.1,0.5
516,2,3,3,0,1,0,unacc,unacc,0.0006057077792501746,1,0.1,0.5
112,3,2,0,0,1,1,unacc,unacc,0.0019355016363643927,1,0.1,0.5
631,2,2,3,1,0,1,unacc,unacc,0.0055821889350469054,1,0.1,0.5
333,3,0,0,1,0,0,unacc,unacc,0.000621289227485004,1,0.1,0.5
828,2,0,2,2,0,0,unacc,unacc,0.004143888568049924,1,0.1,0.5
1053,1,2,3,0,0,0,unacc,unacc,0.0006057126439923034,1,0.1,0.5
1412,0,2,0,0,2,2,unacc,unacc,0.012277755338282547,1,0.1,0.5
358,3,0,1,0,2,1,unacc,unacc,0.009722716548696225,1,0.1,0.5
72,3,3,2,2,0,0,unacc,unacc,0.0037700669100795277,1,0.1,0.5
81,3,3,3,0,0,0,unacc,unacc,0.0006057054316508615,1,0.1,0.5
0,3,3,0,0,0,0,unacc,unacc,0.0006057054253084155,1,0.1,0.5
1648,0,0,1,0,0,1,unacc,unacc,0.011395184210038569,1,0.1,0.5
1443,0,2,1,1,1,0,unacc,unacc,0.0014770398680586884,1,0.1,0.5
1038,1,2,2,1,1,0,unacc,unacc,0.0009243414875085368,1,0.1,0.5
802,2,0,1,2,0,1,unacc,unacc,0.25337473988259496,1,0.1,0.5
285,3,1,2,1,2,0,unacc,unacc,0.0006750383735813829,1,0.1,0.5
491,2,3,2,0,1,2,unacc,unacc,0.009837196726882406,1,0.1,0.5
8,3,3,0,0,2,2,unacc,unacc,0.00982286557811204,1,0.1,0.5
1242,1,0,2,0,0,0,unacc,unacc,0.0006058682715498861,1,0.1,0.5
1458,0,2,2,0,0,0,unacc,unacc,0.0006057329060461689,1,0.1,0.5
1649,0,0,1,0,0,2,unacc,unacc,0.32375626836566357,1,0.1,0.5
220,3,1,0,0,1,1,unacc,unacc,0.005211734753039674,1,0.1,0.5
1173,1,1,3,1,1,0,unacc,unacc,0.0033521757012516047,1,0.1,0.5
420,3,0,3,1,2,0,unacc,unacc,0.002123711385884995,1,0.1,0.5
170,3,2,2,0,2,2,unacc,unacc,0.009852020084547533,1,0.1,0.5
24,3,3,0,2,2,0,unacc,unacc,0.0034499357242575874,1,0.1,0.5
80,3,3,2,2,2,2,unacc,unacc,0.3200205469019388,1,0.1,0.5
775,2,0,0,2,0,1,unacc,unacc,0.23560210049816785,1,0.1,0.5
1368,0,3,2,2,0,0,unacc,unacc,0.004051667576884278,1,0.1,0.5
186,3,2,2,2,2,0,unacc,unacc,0.004041888405594547,1,0.1,0.5
332,3,0,0,0,2,2,unacc,unacc,0.010068548663584025,1,0.1,0.5
148,3,2,1,1,1,1,unacc,unacc,0.0015990710057304936,1,0.1,0.5
817,2,0,2,0,2,1,unacc,unacc,0.010057773991174886,1,0.1,0.5
1567,0,1,2,0,0,1,unacc,unacc,0.00947100659861873,1,0.1,0.5
1638,0,0,0,2,0,0,unacc,unacc,0.11912066671847944,1,0.1,0.5
225,3,1,0,1,0,0,unacc,unacc,0.000607451370761291,1,0.1,0.5
690,2,1,1,1,2,0,unacc,unacc,0.0008117559667488911,1,0.1,0.5
1217,1,0,1,0,0,2,unacc,unacc,0.030273476288803173,1,0.1,0.5
212,3,2,3,2,1,2,unacc,unacc,0.3204509484288101,1,0.1,0.5
555,2,2,0,1,2,0,unacc,unacc,0.0006129702074341958,1,0.1,0.5
324,3,0,0,0,0,0,unacc,unacc,0.0006057076776577174,1,0.1,0.5
111,3,2,0,0,1,0,unacc,unacc,0.0006057072808953243,1,0.1,0.5
144,3,2,1,1,0,0,unacc,unacc,0.0006063119261481582,1,0.1,0.5
815,2,0,2,0,1,2,unacc,unacc,0.022931715812434642,1,0.1,0.5
1600,0,1,3,0,2,1,unacc,unacc,0.018489187116807554,1,0.1,0.5
1571,0,1,2,0,1,2,unacc,unacc,0.15938976337987248,1,0.1,0.5
596,2,2,2,0,0,2,unacc,unacc,0.009887157939744365,1,0.1,0.5
636,2,2,3,1,2,0,unacc,unacc,0.0008265950616433798,1,0.1,0.5
218,3,1,0,0,0,2,unacc,unacc,0.009829031512928589,1,0.1,0.5
202,3,2,3,1,1,1,unacc,unacc,0.006220111409245466,1,0.1,0.5
1324,0,3,1,0,0,1,unacc,unacc,0.0031206833216535037,1,0.1,0.5
1381,0,3,3,0,1,1,unacc,unacc,0.008889139624729432,1,0.1,0.5
382,3,0,2,0,1,1,unacc,unacc,0.008297348695196894,1,0.1,0.5
1206,1,0,0,2,0,0,unacc,unacc,0.016406554802651074,1,0.1,0.5
116,3,2,0,0,2,2,unacc,unacc,0.009825622137673748,1,0.1,0.5
660,2,1,0,1,1,0,unacc,unacc,0.0006376175167742811,1,0.1,0.5
1208,1,0,0,2,0,2,unacc,acc,1.013104848503241,1,0.1,0.5
1315,0,3,0,2,0,1,unacc,unacc,0.021378019849073143,1,0.1,0.5
195,3,2,3,0,2,0,unacc,unacc,0.0006057366281269307,1,0.1,0.5
30,3,3,1,0,1,0,unacc,unacc,0.000605705841520289,1,0.1,0.5
1677,0,0,2,0,1,0,unacc,unacc,0.0006124024120882384,1,0.1,0.5
1527,0,1,0,1,2,0,unacc,unacc,0.003463019818445294,1,0.1,0.5
1329,0,3,1,0,2,0,unacc,unacc,0.0006066313255136349,1,0.1,0.5
1490,0,2,3,0,1,2,unacc,unacc,0.060647851215606174,1,0.1,0.5
1625,0,0,0,0,1,2,unacc,acc,0.6003638400403674,1,0.1,0.5
97,3,3,3,1,2,1,unacc,unacc,0.007307791325145104,1,0.1,0.5
