,buying,maint,doors,persons,lug_boot,safety,Class,estimatedOutput,lossValue,testID,learningRate,numHiddenNodesPercentage
130,3,2,0,2,1,1,unacc,unacc,0.15824810494324446,1,0.01,0.5
478,2,3,1,2,0,1,unacc,unacc,0.15823352875303082,1,0.01,0.5
874,1,3,0,1,0,1,unacc,unacc,0.15823410202367874,1,0.01,0.5
1595,0,1,3,0,0,2,unacc,unacc,0.15958622216313997,1,0.01,0.5
125,3,2,0,1,2,2,unacc,unacc,0.1584511312625743,1,0.01,0.5
369,3,0,1,2,0,0,unacc,unacc,0.1584993431290554,1,0.01,0.5
1500,0,2,3,1,2,0,unacc,unacc,0.1590534334535041,1,0.01,0.5
1678,0,0,2,0,1,1,unacc,unacc,0.15960047287970644,1,0.01,0.5
1342,0,3,1,2,0,1,unacc,unacc,0.1589657317150711,1,0.01,0.5
139,3,2,1,0,1,1,unacc,unacc,0.15776670211795238,1,0.01,0.5
442,2,3,0,1,0,1,unacc,unacc,0.1578777916687673,1,0.01,0.5
825,2,0,2,1,2,0,unacc,unacc,0.15890897677648672,1,0.01,0.5
312,3,1,3,1,2,0,unacc,unacc,0.15828712720940843,1,0.01,0.5
40,3,3,1,1,1,1,unacc,unacc,0.15772284012627968,1,0.01,0.5
1350,0,3,2,0,0,0,unacc,unacc,0.15810504773700165,1,0.01,0.5
453,2,3,0,2,1,0,unacc,unacc,0.15792219977914165,1,0.01,0.5
774,2,0,0,2,0,0,unacc,unacc,0.15878807201708187,1,0.01,0.5
1023,1,2,1,2,2,0,unacc,unacc,0.15881626595680073,1,0.01,0.5
305,3,1,3,0,2,2,unacc,unacc,0.15873224630719093,1,0.01,0.5
1503,0,2,3,2,0,0,unacc,unacc,0.15909016517272617,1,0.01,0.5
1674,0,0,2,0,0,0,unacc,unacc,0.15910470217314296,1,0.01,0.5
522,2,3,3,1,0,0,unacc,unacc,0.1577516214098667,1,0.01,0.5
1434,0,2,1,0,1,0,unacc,unacc,0.1584812440888981,1,0.01,0.5
1436,0,2,1,0,1,2,unacc,unacc,0.15921932886657425,1,0.01,0.5
1521,0,1,0,1,0,0,unacc,unacc,0.15890015102571914,1,0.01,0.5
1072,1,2,3,2,0,1,unacc,unacc,0.15909080960288022,1,0.01,0.5
