,buying,maint,doors,persons,lug_boot,safety,Class
15,3,3,0,1,2,0,unacc
17,3,3,0,1,2,2,unacc
18,3,3,0,2,0,0,unacc
20,3,3,0,2,0,2,unacc
21,3,3,0,2,1,0,unacc
22,3,3,0,2,1,1,unacc
23,3,3,0,2,1,2,unacc
24,3,3,0,2,2,0,unacc
26,3,3,0,2,2,2,unacc
29,3,3,1,0,0,2,unacc
31,3,3,1,0,1,1,unacc
36,3,3,1,1,0,0,unacc
37,3,3,1,1,0,1,unacc
41,3,3,1,1,1,2,unacc
42,3,3,1,1,2,0,unacc
45,3,3,1,2,0,0,unacc
49,3,3,1,2,1,1,unacc
57,3,3,2,0,1,0,unacc
59,3,3,2,0,1,2,unacc
60,3,3,2,0,2,0,unacc
61,3,3,2,0,2,1,unacc
65,3,3,2,1,0,2,unacc
66,3,3,2,1,1,0,unacc
71,3,3,2,1,2,2,unacc
74,3,3,2,2,0,2,unacc
75,3,3,2,2,1,0,unacc
77,3,3,2,2,1,2,unacc
78,3,3,2,2,2,0,unacc
80,3,3,2,2,2,2,unacc
81,3,3,3,0,0,0,unacc
82,3,3,3,0,0,1,unacc
83,3,3,3,0,0,2,unacc
85,3,3,3,0,1,1,unacc
87,3,3,3,0,2,0,unacc
88,3,3,3,0,2,1,unacc
90,3,3,3,1,0,0,unacc
91,3,3,3,1,0,1,unacc
92,3,3,3,1,0,2,unacc
93,3,3,3,1,1,0,unacc
100,3,3,3,2,0,1,unacc
103,3,3,3,2,1,1,unacc
104,3,3,3,2,1,2,unacc
108,3,2,0,0,0,0,unacc
111,3,2,0,0,1,0,unacc
114,3,2,0,0,2,0,unacc
120,3,2,0,1,1,0,unacc
121,3,2,0,1,1,1,unacc
122,3,2,0,1,1,2,unacc
123,3,2,0,1,2,0,unacc
125,3,2,0,1,2,2,unacc
127,3,2,0,2,0,1,unacc
128,3,2,0,2,0,2,unacc
129,3,2,0,2,1,0,unacc
132,3,2,0,2,2,0,unacc
135,3,2,1,0,0,0,unacc
142,3,2,1,0,2,1,unacc
145,3,2,1,1,0,1,unacc
147,3,2,1,1,1,0,unacc
152,3,2,1,1,2,2,unacc
158,3,2,1,2,1,2,unacc
160,3,2,1,2,2,1,unacc
161,3,2,1,2,2,2,unacc
162,3,2,2,0,0,0,unacc
164,3,2,2,0,0,2,unacc
166,3,2,2,0,1,1,unacc
168,3,2,2,0,2,0,unacc
169,3,2,2,0,2,1,unacc
176,3,2,2,1,1,2,unacc
179,3,2,2,1,2,2,unacc
184,3,2,2,2,1,1,unacc
188,3,2,2,2,2,2,unacc
190,3,2,3,0,0,1,unacc
193,3,2,3,0,1,1,unacc
197,3,2,3,0,2,2,unacc
198,3,2,3,1,0,0,unacc
201,3,2,3,1,1,0,unacc
203,3,2,3,1,1,2,unacc
205,3,2,3,1,2,1,unacc
206,3,2,3,1,2,2,unacc
210,3,2,3,2,1,0,unacc
217,3,1,0,0,0,1,unacc
218,3,1,0,0,0,2,unacc
222,3,1,0,0,2,0,unacc
224,3,1,0,0,2,2,unacc
225,3,1,0,1,0,0,unacc
229,3,1,0,1,1,1,unacc
234,3,1,0,2,0,0,unacc
236,3,1,0,2,0,2,unacc
237,3,1,0,2,1,0,unacc
238,3,1,0,2,1,1,unacc
240,3,1,0,2,2,0,unacc
245,3,1,1,0,0,2,unacc
246,3,1,1,0,1,0,unacc
249,3,1,1,0,2,0,unacc
252,3,1,1,1,0,0,unacc
255,3,1,1,1,1,0,unacc
256,3,1,1,1,1,1,unacc
262,3,1,1,2,0,1,unacc
271,3,1,2,0,0,1,unacc
273,3,1,2,0,1,0,unacc
276,3,1,2,0,2,0,unacc
279,3,1,2,1,0,0,unacc
282,3,1,2,1,1,0,unacc
285,3,1,2,1,2,0,unacc
291,3,1,2,2,1,0,unacc
297,3,1,3,0,0,0,unacc
298,3,1,3,0,0,1,unacc
300,3,1,3,0,1,0,unacc
304,3,1,3,0,2,1,unacc
306,3,1,3,1,0,0,unacc
309,3,1,3,1,1,0,unacc
312,3,1,3,1,2,0,unacc
316,3,1,3,2,0,1,unacc
318,3,1,3,2,1,0,unacc
321,3,1,3,2,2,0,unacc
326,3,0,0,0,0,2,unacc
327,3,0,0,0,1,0,unacc
329,3,0,0,0,1,2,unacc
333,3,0,0,1,0,0,unacc
336,3,0,0,1,1,0,unacc
343,3,0,0,2,0,1,unacc
351,3,0,1,0,0,0,unacc
352,3,0,1,0,0,1,unacc
356,3,0,1,0,1,2,unacc
358,3,0,1,0,2,1,unacc
359,3,0,1,0,2,2,unacc
360,3,0,1,1,0,0,unacc
364,3,0,1,1,1,1,unacc
370,3,0,1,2,0,1,unacc
372,3,0,1,2,1,0,unacc
375,3,0,1,2,2,0,unacc
378,3,0,2,0,0,0,unacc
382,3,0,2,0,1,1,unacc
383,3,0,2,0,1,2,unacc
385,3,0,2,0,2,1,unacc
393,3,0,2,1,2,0,unacc
396,3,0,2,2,0,0,unacc
402,3,0,2,2,2,0,unacc
410,3,0,3,0,1,2,unacc
411,3,0,3,0,2,0,unacc
415,3,0,3,1,0,1,unacc
424,3,0,3,2,0,1,unacc
426,3,0,3,2,1,0,unacc
432,2,3,0,0,0,0,unacc
433,2,3,0,0,0,1,unacc
436,2,3,0,0,1,1,unacc
437,2,3,0,0,1,2,unacc
438,2,3,0,0,2,0,unacc
439,2,3,0,0,2,1,unacc
441,2,3,0,1,0,0,unacc
443,2,3,0,1,0,2,unacc
444,2,3,0,1,1,0,unacc
445,2,3,0,1,1,1,unacc
446,2,3,0,1,1,2,unacc
447,2,3,0,1,2,0,unacc
452,2,3,0,2,0,2,unacc
453,2,3,0,2,1,0,unacc
456,2,3,0,2,2,0,unacc
462,2,3,1,0,1,0,unacc
468,2,3,1,1,0,0,unacc
470,2,3,1,1,0,2,unacc
472,2,3,1,1,1,1,unacc
475,2,3,1,1,2,1,unacc
476,2,3,1,1,2,2,unacc
478,2,3,1,2,0,1,unacc
481,2,3,1,2,1,1,unacc
484,2,3,1,2,2,1,unacc
487,2,3,2,0,0,1,unacc
488,2,3,2,0,0,2,unacc
490,2,3,2,0,1,1,unacc
491,2,3,2,0,1,2,unacc
492,2,3,2,0,2,0,unacc
496,2,3,2,1,0,1,unacc
498,2,3,2,1,1,0,unacc
500,2,3,2,1,1,2,unacc
501,2,3,2,1,2,0,unacc
505,2,3,2,2,0,1,unacc
507,2,3,2,2,1,0,unacc
519,2,3,3,0,2,0,unacc
522,2,3,3,1,0,0,unacc
525,2,3,3,1,1,0,unacc
527,2,3,3,1,1,2,unacc
529,2,3,3,1,2,1,unacc
530,2,3,3,1,2,2,unacc
533,2,3,3,2,0,2,unacc
537,2,3,3,2,2,0,unacc
540,2,2,0,0,0,0,unacc
541,2,2,0,0,0,1,unacc
543,2,2,0,0,1,0,unacc
546,2,2,0,0,2,0,unacc
547,2,2,0,0,2,1,unacc
549,2,2,0,1,0,0,unacc
553,2,2,0,1,1,1,unacc
555,2,2,0,1,2,0,unacc
558,2,2,0,2,0,0,unacc
560,2,2,0,2,0,2,unacc
561,2,2,0,2,1,0,unacc
564,2,2,0,2,2,0,unacc
567,2,2,1,0,0,0,unacc
568,2,2,1,0,0,1,unacc
569,2,2,1,0,0,2,unacc
570,2,2,1,0,1,0,unacc
573,2,2,1,0,2,0,unacc
575,2,2,1,0,2,2,unacc
580,2,2,1,1,1,1,unacc
591,2,2,1,2,2,0,unacc
595,2,2,2,0,0,1,unacc
600,2,2,2,0,2,0,unacc
601,2,2,2,0,2,1,unacc
602,2,2,2,0,2,2,unacc
613,2,2,2,2,0,1,unacc
623,2,2,3,0,0,2,unacc
626,2,2,3,0,1,2,unacc
627,2,2,3,0,2,0,unacc
633,2,2,3,1,1,0,unacc
636,2,2,3,1,2,0,unacc
639,2,2,3,2,0,0,unacc
640,2,2,3,2,0,1,unacc
642,2,2,3,2,1,0,unacc
652,2,1,0,0,1,1,unacc
654,2,1,0,0,2,0,unacc
655,2,1,0,0,2,1,unacc
656,2,1,0,0,2,2,unacc
657,2,1,0,1,0,0,unacc
658,2,1,0,1,0,1,unacc
660,2,1,0,1,1,0,unacc
661,2,1,0,1,1,1,unacc
670,2,1,0,2,1,1,unacc
675,2,1,1,0,0,0,unacc
676,2,1,1,0,0,1,unacc
677,2,1,1,0,0,2,unacc
679,2,1,1,0,1,1,unacc
682,2,1,1,0,2,1,unacc
687,2,1,1,1,1,0,unacc
693,2,1,1,2,0,0,unacc
703,2,1,2,0,0,1,unacc
705,2,1,2,0,1,0,unacc
709,2,1,2,0,2,1,unacc
711,2,1,2,1,0,0,unacc
712,2,1,2,1,0,1,unacc
721,2,1,2,2,0,1,unacc
729,2,1,3,0,0,0,unacc
732,2,1,3,0,1,0,unacc
735,2,1,3,0,2,0,unacc
736,2,1,3,0,2,1,unacc
738,2,1,3,1,0,0,unacc
739,2,1,3,1,0,1,unacc
757,2,0,0,0,0,1,unacc
764,2,0,0,0,2,2,unacc
765,2,0,0,1,0,0,unacc
766,2,0,0,1,0,1,unacc
768,2,0,0,1,1,0,unacc
769,2,0,0,1,1,1,unacc
774,2,0,0,2,0,0,unacc
777,2,0,0,2,1,0,unacc
778,2,0,0,2,1,1,unacc
780,2,0,0,2,2,0,unacc
783,2,0,1,0,0,0,unacc
785,2,0,1,0,0,2,unacc
786,2,0,1,0,1,0,unacc
787,2,0,1,0,1,1,unacc
788,2,0,1,0,1,2,unacc
792,2,0,1,1,0,0,unacc
798,2,0,1,1,2,0,unacc
802,2,0,1,2,0,1,unacc
807,2,0,1,2,2,0,unacc
812,2,0,2,0,0,2,unacc
814,2,0,2,0,1,1,unacc
816,2,0,2,0,2,0,unacc
817,2,0,2,0,2,1,unacc
818,2,0,2,0,2,2,unacc
825,2,0,2,1,2,0,unacc
829,2,0,2,2,0,1,unacc
834,2,0,2,2,2,0,unacc
841,2,0,3,0,1,1,unacc
842,2,0,3,0,1,2,unacc
843,2,0,3,0,2,0,unacc
844,2,0,3,0,2,1,unacc
845,2,0,3,0,2,2,unacc
849,2,0,3,1,1,0,unacc
855,2,0,3,2,0,0,unacc
858,2,0,3,2,1,0,unacc
866,1,3,0,0,0,2,unacc
869,1,3,0,0,1,2,unacc
870,1,3,0,0,2,0,unacc
871,1,3,0,0,2,1,unacc
876,1,3,0,1,1,0,unacc
883,1,3,0,2,0,1,unacc
886,1,3,0,2,1,1,unacc
893,1,3,1,0,0,2,unacc
894,1,3,1,0,1,0,unacc
904,1,3,1,1,1,1,unacc
912,1,3,1,2,1,0,unacc
915,1,3,1,2,2,0,unacc
921,1,3,2,0,1,0,unacc
930,1,3,2,1,1,0,unacc
939,1,3,2,2,1,0,unacc
945,1,3,3,0,0,0,unacc
946,1,3,3,0,0,1,unacc
949,1,3,3,0,1,1,unacc
950,1,3,3,0,1,2,unacc
951,1,3,3,0,2,0,unacc
953,1,3,3,0,2,2,unacc
954,1,3,3,1,0,0,unacc
963,1,3,3,2,0,0,unacc
964,1,3,3,2,0,1,unacc
966,1,3,3,2,1,0,unacc
972,1,2,0,0,0,0,unacc
973,1,2,0,0,0,1,unacc
977,1,2,0,0,1,2,unacc
978,1,2,0,0,2,0,unacc
980,1,2,0,0,2,2,unacc
991,1,2,0,2,0,1,unacc
996,1,2,0,2,2,0,unacc
999,1,2,1,0,0,0,unacc
1001,1,2,1,0,0,2,unacc
1002,1,2,1,0,1,0,unacc
1004,1,2,1,0,1,2,unacc
1005,1,2,1,0,2,0,unacc
