,handicapped-infants,water-project-cost-sharing,adoption-of-the-budget-resolution,physician-fee-freeze,el-salvador-aid,religious-groups-in-schools,anti-satellite-test-ban,aid-to-nicaraguan-contras,mx-missile,immigration,synfuels-corporation-cutback,education-spending,superfund-right-to-sue,crime,duty-free-exports,export-administration-act-south-africa,Class
10,-1,1,-1,1,1,-1,-1,-1,-1,-1,0,0,1,1,-1,-1,republican
11,-1,1,-1,1,1,1,-1,-1,-1,-1,1,0,1,1,0,0,republican
18,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,0,1,1,-1,-1,republican
30,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,republican
49,-1,0,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,republican
51,-1,1,-1,1,1,1,-1,0,-1,-1,-1,1,1,1,-1,1,republican
53,1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,republican
55,-1,1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,-1,-1,republican
56,-1,1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,-1,1,republican
59,-1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,0,republican
65,1,1,-1,1,1,1,1,-1,-1,-1,-1,1,1,1,-1,1,republican
67,-1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,republican
71,1,1,1,1,-1,-1,1,1,1,1,1,-1,-1,1,-1,1,republican
73,1,-1,1,1,1,-1,1,-1,1,1,-1,-1,1,1,-1,1,republican
79,-1,-1,-1,1,1,-1,-1,-1,-1,1,-1,1,1,1,-1,-1,republican
83,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,republican
84,-1,0,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,republican
86,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,republican
99,-1,-1,-1,1,1,1,-1,-1,-1,1,0,1,1,1,-1,-1,republican
107,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,republican
113,-1,0,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,republican
135,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,republican
140,-1,-1,-1,1,-1,-1,1,1,1,1,-1,-1,1,1,-1,1,republican
141,-1,-1,-1,1,1,1,1,1,1,1,-1,1,1,1,0,1,republican
146,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,republican
150,1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,1,republican
154,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,republican
156,1,1,-1,1,1,1,1,-1,-1,-1,-1,1,1,1,-1,-1,republican
163,-1,1,-1,1,1,1,1,-1,-1,-1,-1,1,1,1,-1,1,republican
167,1,-1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,republican
204,-1,-1,1,1,1,1,1,-1,-1,-1,-1,1,1,1,-1,1,republican
206,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,-1,1,-1,1,republican
207,1,0,-1,1,1,1,1,-1,-1,1,-1,1,1,1,-1,1,republican
211,-1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,1,republican
224,-1,1,-1,1,1,1,-1,-1,-1,1,-1,0,1,1,-1,-1,republican
228,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,0,-1,1,republican
229,-1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,-1,1,republican
230,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,republican
235,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,-1,1,-1,1,republican
240,-1,-1,-1,1,-1,1,1,0,1,-1,-1,1,1,1,-1,1,republican
242,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,0,-1,1,1,1,republican
248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,republican
267,1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,1,-1,1,republican
274,1,-1,-1,1,1,-1,1,-1,-1,1,-1,-1,-1,1,1,1,republican
281,1,-1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-1,0,republican
282,1,-1,-1,1,1,1,-1,-1,-1,1,-1,0,1,1,-1,-1,republican
283,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,republican
295,-1,1,-1,1,1,1,0,0,-1,1,-1,1,0,0,0,0,republican
304,-1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,0,republican
306,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,republican
313,-1,1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,1,republican
327,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,republican
330,-1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,republican
340,-1,-1,-1,1,1,1,-1,-1,-1,1,1,1,-1,1,-1,1,republican
347,1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,republican
349,-1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,-1,1,republican
369,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,1,republican
374,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,republican
