,MYCT,MMIN,MMAX,CACH,CHMIN,CHMAX,Class
8,23.0,16000.0,64000.0,64.0,16.0,32.0,636
10,400.0,1000.0,3000.0,0.0,1.0,2.0,38
11,400.0,512.0,3500.0,4.0,1.0,6.0,40
12,60.0,2000.0,8000.0,65.0,1.0,8.0,92
15,200.0,512.0,16000.0,0.0,4.0,32.0,35
16,167.0,524.0,2000.0,8.0,4.0,15.0,19
21,143.0,3100.0,6200.0,0.0,5.0,20.0,33
22,143.0,2300.0,6200.0,0.0,6.0,64.0,61
24,320.0,128.0,6000.0,0.0,1.0,12.0,23
27,320.0,256.0,3000.0,4.0,1.0,3.0,27
28,320.0,512.0,5000.0,4.0,1.0,5.0,77
29,320.0,256.0,5000.0,4.0,1.0,6.0,27
31,25.0,1310.0,2620.0,131.0,12.0,24.0,368
33,50.0,2620.0,10480.0,30.0,12.0,24.0,63
36,50.0,500.0,2000.0,8.0,1.0,4.0,20
37,50.0,1000.0,4000.0,8.0,1.0,5.0,29
38,50.0,2000.0,8000.0,8.0,1.0,5.0,71
40,50.0,1000.0,8000.0,8.0,3.0,5.0,36
42,50.0,2000.0,16000.0,8.0,3.0,6.0,52
46,810.0,512.0,512.0,8.0,1.0,1.0,18
48,320.0,512.0,8000.0,4.0,1.0,5.0,40
49,200.0,512.0,8000.0,8.0,1.0,8.0,62
50,700.0,384.0,8000.0,0.0,1.0,1.0,24
52,140.0,1000.0,16000.0,16.0,1.0,3.0,138
54,110.0,1000.0,4000.0,16.0,1.0,2.0,26
55,110.0,1000.0,12000.0,16.0,1.0,2.0,60
57,800.0,256.0,8000.0,0.0,1.0,4.0,12
58,800.0,256.0,8000.0,0.0,1.0,4.0,14
59,800.0,256.0,8000.0,0.0,1.0,4.0,20
63,75.0,2000.0,8000.0,64.0,1.0,38.0,144
67,105.0,256.0,2000.0,0.0,3.0,10.0,26
69,105.0,2000.0,4000.0,8.0,3.0,19.0,32
73,300.0,768.0,3000.0,0.0,6.0,24.0,36
76,300.0,768.0,4500.0,0.0,1.0,24.0,45
77,300.0,384.0,12000.0,6.0,1.0,24.0,53
78,300.0,192.0,768.0,6.0,6.0,24.0,36
79,180.0,768.0,12000.0,6.0,1.0,31.0,84
81,300.0,1000.0,4000.0,8.0,3.0,64.0,38
82,300.0,1000.0,16000.0,8.0,2.0,112.0,38
83,330.0,1000.0,2000.0,0.0,1.0,2.0,16
89,140.0,2000.0,8000.0,32.0,1.0,54.0,66
90,140.0,2000.0,32000.0,32.0,1.0,54.0,141
91,140.0,2000.0,32000.0,32.0,1.0,54.0,189
92,140.0,2000.0,4000.0,8.0,1.0,20.0,22
93,57.0,4000.0,16000.0,1.0,6.0,12.0,132
95,26.0,16000.0,32000.0,64.0,16.0,24.0,465
96,26.0,16000.0,32000.0,64.0,8.0,24.0,465
98,26.0,8000.0,16000.0,0.0,8.0,16.0,185
102,1100.0,512.0,1500.0,0.0,1.0,1.0,7
107,900.0,1000.0,1000.0,0.0,1.0,2.0,11
108,900.0,512.0,1000.0,0.0,1.0,2.0,11
109,900.0,1000.0,4000.0,4.0,1.0,2.0,18
110,900.0,1000.0,4000.0,8.0,1.0,2.0,22
115,185.0,2000.0,16000.0,16.0,1.0,6.0,76
116,180.0,2000.0,16000.0,16.0,1.0,6.0,66
117,225.0,1000.0,4000.0,2.0,3.0,6.0,24
118,25.0,2000.0,12000.0,8.0,1.0,4.0,49
123,1500.0,768.0,2000.0,0.0,0.0,0.0,18
126,50.0,2000.0,8000.0,8.0,3.0,6.0,45
128,50.0,2000.0,16000.0,24.0,1.0,6.0,70
134,50.0,2000.0,16000.0,12.0,3.0,16.0,45
135,50.0,2000.0,16000.0,24.0,6.0,16.0,54
136,50.0,2000.0,16000.0,24.0,6.0,16.0,65
141,92.0,2000.0,8000.0,32.0,1.0,6.0,60
142,92.0,2000.0,8000.0,4.0,1.0,6.0,50
143,75.0,4000.0,16000.0,16.0,1.0,6.0,66
146,60.0,4000.0,16000.0,64.0,5.0,8.0,93
149,72.0,2000.0,8000.0,16.0,6.0,8.0,105
163,56.0,4000.0,12000.0,0.0,1.0,8.0,42
164,56.0,4000.0,16000.0,0.0,1.0,8.0,46
167,38.0,8000.0,16000.0,64.0,4.0,8.0,100
175,250.0,1000.0,16000.0,1.0,1.0,8.0,50
178,160.0,1000.0,4000.0,8.0,1.0,14.0,38
180,160.0,2000.0,8000.0,32.0,1.0,13.0,109
182,240.0,512.0,2000.0,8.0,1.0,5.0,11
185,105.0,2000.0,8000.0,16.0,4.0,14.0,58
186,52.0,4000.0,16000.0,32.0,4.0,12.0,130
187,70.0,4000.0,12000.0,8.0,6.0,8.0,75
190,26.0,8000.0,24000.0,32.0,8.0,16.0,173
191,26.0,8000.0,32000.0,64.0,12.0,16.0,248
193,116.0,2000.0,8000.0,32.0,5.0,28.0,70
194,50.0,2000.0,32000.0,24.0,6.0,26.0,114
204,124.0,1000.0,8000.0,0.0,1.0,8.0,42
