,Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Class
320,I,0.265,0.21,0.06,0.0965,0.0425,0.022,0.03,5
1,M,0.35,0.265,0.09,0.2255,0.0995,0.0485,0.07,7
532,I,0.47,0.37,0.12,0.4705,0.1845,0.1055,0.155,12
3129,F,0.63,0.49,0.17,1.2155,0.4625,0.2045,0.3105,10
3771,I,0.575,0.45,0.145,0.795,0.364,0.1505,0.26,10
1541,I,0.36,0.275,0.075,0.2205,0.0985,0.044,0.066,7
2653,I,0.52,0.395,0.135,0.633,0.2985,0.1295,0.175,9
676,M,0.54,0.415,0.145,0.74,0.2635,0.168,0.245,12
1384,F,0.63,0.485,0.17,1.3205,0.5945,0.345,0.345,9
1572,I,0.48,0.37,0.125,0.474,0.179,0.1035,0.175,9
1989,I,0.28,0.21,0.075,0.1195,0.053,0.0265,0.03,6
4128,M,0.555,0.435,0.145,0.9205,0.404,0.2275,0.255,8
2934,F,0.62,0.475,0.15,0.9545,0.455,0.1865,0.277,9
460,M,0.38,0.285,0.1,0.2665,0.115,0.061,0.075,11
2293,I,0.34,0.26,0.09,0.179,0.076,0.0525,0.055,6
747,M,0.52,0.385,0.14,0.6595,0.2485,0.2035,0.16,9
4163,I,0.39,0.31,0.085,0.344,0.181,0.0695,0.079,7
1331,M,0.57,0.435,0.17,0.873,0.382,0.183,0.2705,10
471,F,0.515,0.405,0.12,0.646,0.2895,0.1405,0.177,10
3337,I,0.66,0.525,0.18,1.6935,0.6025,0.4005,0.42,15
1555,I,0.41,0.3,0.09,0.28,0.141,0.0575,0.075,8
2844,M,0.605,0.475,0.19,1.1255,0.59,0.247,0.26,10
2170,M,0.285,0.21,0.075,0.1185,0.055,0.0285,0.04,7
1947,M,0.635,0.5,0.165,1.273,0.6535,0.213,0.365,12
3423,F,0.63,0.475,0.15,1.172,0.536,0.254,0.316,11
1320,I,0.56,0.425,0.135,0.8205,0.3715,0.185,0.236,9
86,M,0.625,0.465,0.14,1.195,0.4825,0.205,0.4,13
2996,F,0.62,0.5,0.17,1.148,0.5475,0.22,0.3315,10
1851,I,0.485,0.37,0.115,0.457,0.1885,0.0965,0.15,9
3650,I,0.52,0.415,0.14,0.6385,0.2945,0.1405,0.171,8
1038,M,0.66,0.495,0.195,1.6275,0.594,0.3595,0.485,10
236,I,0.075,0.055,0.01,0.002,0.001,0.0005,0.0015,1
1987,I,0.16,0.11,0.025,0.0195,0.0075,0.005,0.006,4
2094,I,0.405,0.305,0.09,0.2825,0.114,0.0575,0.095,7
2630,I,0.355,0.285,0.095,0.2275,0.0955,0.0475,0.0715,6
2181,M,0.535,0.42,0.165,0.9195,0.3355,0.1985,0.26,16
705,M,0.415,0.325,0.14,0.417,0.1535,0.1015,0.144,10
794,M,0.58,0.465,0.16,1.0345,0.315,0.26,0.3635,12
3673,F,0.595,0.46,0.155,1.0455,0.4565,0.24,0.3085,10
3073,M,0.665,0.525,0.155,1.3575,0.5325,0.3045,0.4485,10
3437,I,0.395,0.3,0.09,0.279,0.134,0.049,0.075,8
3965,I,0.295,0.22,0.07,0.1365,0.0575,0.0295,0.035,6
822,I,0.38,0.275,0.095,0.1375,0.086,0.0585,0.0605,7
2004,I,0.375,0.275,0.085,0.22,0.109,0.05,0.0605,7
1105,F,0.51,0.4,0.125,0.545,0.261,0.115,0.1385,6
3408,I,0.39,0.315,0.09,0.3095,0.147,0.05,0.09,7
1732,M,0.665,0.52,0.175,1.3725,0.606,0.32,0.395,12
2922,M,0.6,0.465,0.165,1.0475,0.465,0.2345,0.315,11
1108,I,0.515,0.385,0.125,0.6115,0.3175,0.1265,0.15,8
486,M,0.55,0.45,0.13,0.92,0.378,0.2385,0.29,11
1498,M,0.625,0.47,0.18,1.136,0.451,0.3245,0.305,11
3938,F,0.35,0.275,0.065,0.205,0.0745,0.0465,0.07,10
3258,M,0.455,0.375,0.125,0.484,0.2155,0.102,0.165,7
560,F,0.44,0.34,0.105,0.364,0.148,0.0805,0.1175,8
2071,F,0.565,0.44,0.135,0.83,0.393,0.1735,0.238,9
132,F,0.325,0.26,0.09,0.1915,0.085,0.036,0.062,7
2098,M,0.47,0.35,0.1,0.4775,0.1885,0.0885,0.175,8
3859,F,0.57,0.44,0.19,1.018,0.447,0.207,0.265,9
3116,M,0.465,0.405,0.135,0.7775,0.436,0.1715,0.1455,10
600,I,0.535,0.42,0.145,0.926,0.398,0.1965,0.25,17
509,I,0.56,0.445,0.155,0.8735,0.3005,0.209,0.275,16
891,M,0.73,0.595,0.23,2.8255,1.1465,0.419,0.897,17
683,M,0.535,0.405,0.185,0.8345,0.3175,0.1725,0.29,16
4095,F,0.635,0.485,0.155,1.073,0.467,0.1975,0.35,11
2722,I,0.375,0.275,0.095,0.2295,0.095,0.0545,0.066,7
497,F,0.605,0.485,0.165,1.0105,0.435,0.209,0.3,19
1775,I,0.485,0.365,0.105,0.5205,0.195,0.123,0.182,8
1064,I,0.3,0.22,0.08,0.1255,0.055,0.0265,0.039,6
3977,I,0.475,0.35,0.12,0.4905,0.2035,0.13,0.135,7
3302,F,0.71,0.575,0.175,1.555,0.6465,0.3705,0.52,15
2995,M,0.61,0.485,0.17,1.281,0.597,0.3035,0.33,9
1251,I,0.405,0.285,0.09,0.2645,0.1265,0.0505,0.075,6
2723,I,0.385,0.3,0.125,0.343,0.1705,0.0735,0.081,7
990,F,0.575,0.46,0.16,1.103,0.538,0.221,0.249,9
2978,M,0.485,0.365,0.155,1.029,0.4235,0.2285,0.313,8
1162,M,0.61,0.485,0.145,1.3305,0.783,0.2255,0.2865,9
2405,I,0.655,0.515,0.145,1.25,0.5265,0.283,0.315,15
3506,M,0.625,0.47,0.175,1.179,0.605,0.258,0.271,9
424,I,0.26,0.2,0.07,0.092,0.037,0.02,0.03,6
3183,M,0.565,0.44,0.115,0.9185,0.404,0.1785,0.29,11
210,F,0.49,0.365,0.145,0.6345,0.1995,0.1625,0.22,10
1718,M,0.65,0.505,0.19,1.274,0.59,0.23,0.391,11
1777,I,0.485,0.345,0.16,0.869,0.3085,0.185,0.319,9
686,F,0.535,0.4,0.15,0.8045,0.3345,0.2125,0.21,13
1917,M,0.6,0.475,0.15,0.99,0.386,0.2195,0.3105,10
1966,F,0.665,0.5,0.15,1.2475,0.4625,0.2955,0.3595,10
4167,M,0.5,0.38,0.125,0.577,0.269,0.1265,0.1535,9
252,F,0.595,0.455,0.155,1.0605,0.5135,0.2165,0.3,12
5,I,0.425,0.3,0.095,0.3515,0.141,0.0775,0.12,8
2359,F,0.645,0.525,0.2,1.449,0.601,0.2565,0.505,13
4129,I,0.57,0.425,0.14,0.7655,0.331,0.14,0.24,10
2884,I,0.505,0.425,0.125,0.6115,0.245,0.1375,0.2,9
3677,M,0.605,0.49,0.165,1.1245,0.492,0.222,0.3555,11
4117,F,0.64,0.505,0.175,1.3185,0.6185,0.302,0.3315,9
1548,I,0.385,0.29,0.09,0.2365,0.1,0.0505,0.076,8
1808,F,0.635,0.475,0.15,1.1845,0.533,0.307,0.291,10
1668,M,0.61,0.475,0.155,0.983,0.4565,0.228,0.266,10
3789,F,0.645,0.51,0.155,1.129,0.5015,0.24,0.342,10
1958,I,0.65,0.52,0.15,1.238,0.5495,0.296,0.3305,10
1284,I,0.5,0.41,0.14,0.6615,0.2585,0.1625,0.196,9
3979,M,0.495,0.375,0.115,0.6245,0.282,0.143,0.155,6
2064,M,0.535,0.42,0.125,0.738,0.355,0.1895,0.1795,8
737,F,0.52,0.405,0.125,0.6435,0.2415,0.1735,0.21,12
2848,F,0.625,0.485,0.16,1.254,0.591,0.259,0.3485,9
3123,M,0.575,0.45,0.135,0.9215,0.354,0.209,0.2365,9
2926,I,0.61,0.425,0.155,1.0485,0.507,0.1955,0.274,11
1807,M,0.635,0.495,0.195,1.172,0.445,0.3115,0.3475,11
2933,F,0.615,0.495,0.165,1.198,0.5415,0.2865,0.3185,10
3997,I,0.36,0.27,0.09,0.2075,0.098,0.039,0.062,6
2307,F,0.465,0.375,0.135,0.6,0.2225,0.129,0.23,16
2854,F,0.65,0.525,0.19,1.385,0.8875,0.3095,0.405,11
2600,F,0.615,0.485,0.16,1.1575,0.5005,0.2495,0.315,10
3200,F,0.505,0.405,0.16,0.6835,0.271,0.145,0.215,10
119,M,0.405,0.305,0.085,0.2605,0.1145,0.0595,0.085,8
2315,M,0.575,0.435,0.15,0.805,0.293,0.1625,0.27,17
2294,M,0.525,0.425,0.12,0.702,0.3335,0.1465,0.22,12
2815,I,0.32,0.235,0.09,0.183,0.098,0.0335,0.042,7
1032,M,0.65,0.52,0.21,1.6785,0.6665,0.308,0.46,11
411,M,0.585,0.475,0.12,0.945,0.41,0.2115,0.28,14
3924,F,0.5,0.4,0.165,0.7105,0.27,0.1455,0.225,20
1828,I,0.35,0.265,0.08,0.2,0.09,0.042,0.06,7
3887,F,0.56,0.44,0.155,0.9705,0.4315,0.263,0.255,9
893,I,0.24,0.175,0.055,0.0705,0.025,0.014,0.021,5
4074,I,0.52,0.4,0.14,0.622,0.278,0.1455,0.169,8
2642,I,0.475,0.375,0.115,0.5205,0.233,0.119,0.1455,7
1475,F,0.56,0.43,0.15,0.8745,0.453,0.161,0.22,8
465,I,0.175,0.125,0.05,0.0235,0.008,0.0035,0.008,5
1634,F,0.575,0.47,0.155,1.116,0.509,0.238,0.34,10
3377,I,0.255,0.19,0.07,0.0815,0.028,0.016,0.031,5
825,I,0.395,0.29,0.095,0.319,0.138,0.08,0.082,7
1464,F,0.505,0.38,0.135,0.6855,0.361,0.1565,0.161,9
1381,F,0.625,0.505,0.175,1.15,0.5475,0.256,0.3045,11
321,I,0.19,0.145,0.04,0.038,0.0165,0.0065,0.015,4
1864,I,0.52,0.395,0.125,0.5805,0.2445,0.146,0.165,9
4099,M,0.67,0.525,0.18,1.4915,0.728,0.343,0.381,9
2818,I,0.36,0.27,0.09,0.232,0.12,0.0435,0.056,8
1585,I,0.515,0.36,0.125,0.4725,0.1815,0.125,0.138,9
1915,F,0.6,0.47,0.135,0.97,0.4655,0.1955,0.264,11
249,I,0.345,0.27,0.11,0.2135,0.082,0.0545,0.07,7
2781,M,0.595,0.475,0.14,1.0305,0.4925,0.217,0.278,10
2748,I,0.505,0.385,0.125,0.596,0.245,0.097,0.21,9
232,M,0.625,0.505,0.215,1.4455,0.496,0.287,0.435,22
1188,F,0.69,0.54,0.155,1.454,0.624,0.3105,0.39,9
2355,M,0.555,0.44,0.135,0.9025,0.3805,0.2105,0.28,13
926,I,0.43,0.325,0.09,0.425,0.217,0.087,0.095,7
2187,M,0.495,0.385,0.135,0.6335,0.2,0.1225,0.26,14
474,F,0.545,0.415,0.16,0.7715,0.272,0.1455,0.2765,10
191,M,0.61,0.485,0.17,1.0225,0.419,0.2405,0.36,12
4156,M,0.475,0.37,0.11,0.4895,0.2185,0.107,0.146,8
4038,I,0.55,0.445,0.125,0.672,0.288,0.1365,0.21,11
2220,F,0.535,0.46,0.145,0.7875,0.3395,0.2005,0.2,8
1386,M,0.63,0.485,0.145,1.062,0.5065,0.1785,0.3365,12
3072,F,0.66,0.53,0.18,1.5175,0.7765,0.302,0.401,10
2770,F,0.57,0.445,0.155,1.017,0.5265,0.2025,0.265,10
3494,F,0.555,0.43,0.135,0.812,0.4055,0.163,0.2215,9
61,M,0.505,0.405,0.11,0.625,0.305,0.16,0.175,9
62,F,0.53,0.41,0.13,0.6965,0.302,0.1935,0.2,10
2371,M,0.18,0.125,0.05,0.023,0.0085,0.0055,0.01,3
1881,I,0.55,0.45,0.13,0.804,0.3375,0.1405,0.23,6
3753,I,0.475,0.36,0.11,0.452,0.191,0.099,0.13,8
1392,M,0.635,0.475,0.17,1.1935,0.5205,0.2695,0.3665,10
