,MYCT,MMIN,MMAX,CACH,CHMIN,CHMAX,Class,estimatedOutput,lossValue,testID,learningRate,numHiddenNodesPercentage
154,0.016926201760324982,0.2454728370221328,0.3699596774193548,0.2,0.15384615384615385,0.13636363636363635,214,193.76501785766527,409.4545023006054,1,0.1,0.5
56,0.13337846987136087,0.056841046277665994,0.11794354838709678,0.1,0.019230769230769232,0.011363636363636364,71,32.98409844560512,1445.208770993443,1,0.1,0.5
202,0.10629654705484089,0.010437625754527164,0.05493951612903226,0.0,0.019230769230769232,0.017045454545454544,18,-9.942780853061809,780.7990018022376,1,0.1,0.5
5,0.002031144211238998,0.4969818913480885,0.4959677419354839,0.4,0.15384615384615385,0.18181818181818182,318,321.470950311392,12.047496064152336,1,0.1,0.5
26,0.20108327691266079,0.01006036217303823,0.08644153225806452,0.0,0.019230769230769232,0.03409090909090909,33,4.0418625729039235,838.5737232465826,1,0.1,0.5
136,0.01828029790115098,0.11971830985915492,0.2439516129032258,0.15,0.11538461538461539,0.09090909090909091,65,113.08435256206039,2312.1049613125233,1,0.1,0.5
11,0.25524712254570076,0.026156941649899398,0.047064012096774195,0.025,0.019230769230769232,0.03409090909090909,40,-0.552712455362304,1644.522487487297,1,0.1,0.5
181,0.14691943127962084,0.026156941649899398,0.007686491935483871,0.05,0.019230769230769232,0.017045454545454544,6,-12.554986729573098,344.2875325346338,1,0.1,0.5
146,0.025050778605280974,0.2454728370221328,0.2439516129032258,0.4,0.09615384615384616,0.045454545454545456,93,166.1485434837773,5350.709413798058,1,0.1,0.5
14,0.22139471902505078,-0.002012072434607646,-0.007056451612903226,0.0,0.019230769230769232,0.022727272727272728,10,-28.99683038339027,1520.752779950911,1,0.1,0.5
120,-0.004062288422477996,0.2454728370221328,0.2439516129032258,0.05,0.11538461538461539,0.06818181818181818,100,110.65660057170334,113.56313574482787,1,0.1,0.5
98,0.002031144211238998,0.4969818913480885,0.2439516129032258,0.0,0.15384615384615385,0.09090909090909091,185,151.1974384869536,1142.6131648432865,1,0.1,0.5
28,0.20108327691266079,0.026156941649899398,0.07069052419354839,0.025,0.019230769230769232,0.028409090909090908,77,4.963264904570522,5189.291203209081,1,0.1,0.5
155,0.010155721056194989,0.4969818913480885,0.4959677419354839,0.4,0.15384615384615385,0.13636363636363635,326,309.4375186123494,274.31578971627323,1,0.1,0.5
178,0.0927555856465809,0.056841046277665994,0.05493951612903226,0.05,0.019230769230769232,0.07954545454545454,38,23.295680862446353,216.2170012990264,1,0.1,0.5
138,0.06228842247799594,0.11971830985915492,0.11794354838709678,0.1,0.019230769230769232,0.017045454545454544,50,45.06252969074095,24.37861305481464,1,0.1,0.5
115,0.10968178740690589,0.11971830985915492,0.2439516129032258,0.1,0.019230769230769232,0.03409090909090909,76,87.36941706518186,129.26364440204858,1,0.1,0.5
205,0.05077860528097495,0.056841046277665994,0.11794354838709678,0.2,0.038461538461538464,0.045454545454545456,46,59.99057377749026,195.73615462339814,1,0.1,0.5
101,0.06228842247799594,0.026156941649899398,0.08644153225806452,0.1,0.019230769230769232,0.03409090909090909,45,24.301118887922485,428.4436792919193,1,0.1,0.5
122,1.0,0.04225352112676056,0.007686491935483871,0.0,0.0,0.0,12,-22.692185326889508,1203.5477227552476,1,0.1,0.5
166,0.010155721056194989,0.2454728370221328,0.11794354838709678,0.2,0.3076923076923077,0.18181818181818182,116,133.38398135738797,302.2028078340124,1,0.1,0.5
