,MYCT,MMIN,MMAX,CACH,CHMIN,CHMAX,Class,estimatedOutput,lossValue,testID,learningRate,numHiddenNodesPercentage
57,0.7229916897506925,0.006012024048096192,0.12412412412412413,0.0,0.019230769230769232,0.022727272727272728,12,69.66657861986421,3325.43428972098,1,0.01,0.5
123,1.3693444136657433,0.022044088176352707,0.03028028028028028,0.0,0.0,0.0,18,63.54479222396326,2074.3280987239846,1,0.01,0.5
91,0.11357340720221606,0.06062124248496994,0.4994994994994995,0.125,0.019230769230769232,0.3068181818181818,189,100.11646834657752,7900.282199184956,1,0.01,0.5
203,0.1505078485687904,0.014028056112224449,0.06156156156156156,0.0,0.019230769230769232,0.017045454545454544,21,68.20233588144217,2228.0605126644828,1,0.01,0.5
103,1.0,0.022044088176352707,0.03028028028028028,0.0,0.019230769230769232,0.005681818181818182,13,64.92109019705131,2695.799607250338,1,0.01,0.5
90,0.11357340720221606,0.06062124248496994,0.4994994994994995,0.125,0.019230769230769232,0.3068181818181818,141,100.11646834657752,1671.4631604563979,1,0.01,0.5
35,0.04339796860572484,0.1620741482965932,0.32698323323323325,0.1171875,0.23076923076923078,0.13636363636363635,208,96.23077841791974,12492.358893064156,1,0.01,0.5
40,0.030470914127423823,0.02930861723446894,0.12412412412412413,0.03125,0.057692307692307696,0.028409090909090908,36,73.8548209460923,1432.9874688607085,1,0.01,0.5
29,0.27977839335180055,0.006012024048096192,0.0772022022022022,0.015625,0.019230769230769232,0.03409090909090909,27,69.24588879805209,1784.7151203373833,1,0.01,0.5
181,0.2059095106186519,0.014028056112224449,0.01463963963963964,0.03125,0.019230769230769232,0.017045454545454544,6,66.8971889463043,3708.467621561886,1,0.01,0.5
88,0.11357340720221606,0.06062124248496994,0.4994994994994995,0.125,0.019230769230769232,0.11363636363636363,134,95.57753633185153,1476.285714330189,1,0.01,0.5
158,0.061865189289012,0.02930861723446894,0.03028028028028028,0.0,0.019230769230769232,0.03409090909090909,12,67.86093992155605,3120.444608919695,1,0.01,0.5
140,0.06925207756232687,0.06062124248496994,0.12412412412412413,0.125,0.019230769230769232,0.03409090909090909,62,76.82540925909643,219.7927596997022,1,0.01,0.5
184,0.08125577100646353,0.06062124248496994,0.09284284284284285,0.0625,0.11538461538461539,0.09090909090909091,33,77.03317309552693,1938.920332860637,1,0.01,0.5
48,0.27977839335180055,0.014028056112224449,0.12412412412412413,0.015625,0.019230769230769232,0.028409090909090908,40,71.48662662083788,991.4076559600568,1,0.01,0.5
154,0.028624192059095107,0.12324649298597194,0.3743743743743744,0.125,0.15384615384615385,0.13636363636363635,214,95.66966596369475,14002.06795314358,1,0.01,0.5
201,0.1505078485687904,0.014028056112224449,0.06156156156156156,0.0,0.019230769230769232,0.017045454545454544,14,68.20233588144217,2937.893215004673,1,0.01,0.5
187,0.048938134810710986,0.12324649298597194,0.1866866866866867,0.03125,0.11538461538461539,0.045454545454545456,75,81.30945105092323,39.80917256399624,1,0.01,0.5
175,0.21514312096029548,0.02930861723446894,0.24924924924924924,0.00390625,0.019230769230769232,0.045454545454545456,50,77.81604176159405,773.7321792827443,1,0.01,0.5
116,0.1505078485687904,0.06062124248496994,0.24924924924924924,0.0625,0.019230769230769232,0.03409090909090909,66,80.4321843816596,208.28794602621917,1,0.01,0.5
180,0.13204062788550322,0.06062124248496994,0.12412412412412413,0.125,0.019230769230769232,0.07386363636363637,109,77.62307914992707,984.5111620317417,1,0.01,0.5
167,0.019390581717451522,0.24849699398797595,0.24924924924924924,0.25,0.07692307692307693,0.045454545454545456,100,93.82796591258226,38.094004776246564,1,0.01,0.5
67,0.08125577100646353,0.006012024048096192,0.03028028028028028,0.0,0.057692307692307696,0.056818181818181816,26,68.4969736080479,1805.9927658431193,1,0.01,0.5
12,0.03970452446906741,0.06062124248496994,0.12412412412412413,0.25390625,0.019230769230769232,0.045454545454545456,92,81.02620248579949,120.42423188267335,1,0.01,0.5
129,0.030470914127423823,0.06062124248496994,0.24924924924924924,0.09375,0.019230769230769232,0.03409090909090909,80,81.63178415326155,2.66271952283551,1,0.01,0.5
79,0.1505078485687904,0.022044088176352707,0.1866866866866867,0.0234375,0.019230769230769232,0.17613636363636365,84,78.55548937334069,29.642695963806137,1,0.01,0.5
132,0.07663896583564174,0.02930861723446894,0.12412412412412413,0.09375,0.038461538461538464,0.03409090909090909,26,75.32579866557596,2433.034413996935,1,0.01,0.5
163,0.036011080332409975,0.12324649298597194,0.1866866866866867,0.0,0.019230769230769232,0.045454545454545456,42,78.20958295368378,1311.133897679707,1,0.01,0.5
133,0.07663896583564174,0.02930861723446894,0.12412412412412413,0.09375,0.057692307692307696,0.03409090909090909,32,75.76379797822396,1915.2700134787997,1,0.01,0.5
146,0.03970452446906741,0.12324649298597194,0.24924924924924924,0.25,0.09615384615384616,0.045454545454545456,93,90.28780384545537,7.356007980726669,1,0.01,0.5
23,0.08587257617728532,0.09506513026052105,0.09597097097097097,0.0,0.11538461538461539,0.36363636363636365,76,82.77825752287167,45.94477504636638,1,0.01,0.5
148,0.050784856879039705,0.12324649298597194,0.24924924924924924,0.25,0.15384615384615385,0.09090909090909091,143,92.6456417670641,2535.561393050839,1,0.01,0.5
155,0.019390581717451522,0.24849699398797595,0.4994994994994995,0.25,0.15384615384615385,0.13636363636363635,326,109.03575193403233,47073.484938830756,1,0.01,0.5
13,0.030470914127423823,0.12324649298597194,0.24924924924924924,0.25390625,0.019230769230769232,0.045454545454545456,138,88.67318155600101,2433.135017807239,1,0.01,0.5
56,0.18744228993536471,0.02930861723446894,0.12412412412412413,0.0625,0.019230769230769232,0.011363636363636364,71,73.1743275960937,4.727700495134626,1,0.01,0.5
194,0.030470914127423823,0.06062124248496994,0.4994994994994995,0.09375,0.11538461538461539,0.14772727272727273,114,97.8115614890921,262.065541421446,1,0.01,0.5
53,0.16897506925207756,0.02930861723446894,0.12412412412412413,0.0,0.019230769230769232,0.011363636363636364,36,71.33848851489465,1248.8087705173411,1,0.01,0.5
62,0.0997229916897507,0.014028056112224449,0.01463963963963964,0.0,0.15384615384615385,0.11363636363636363,36,71.52599077485559,1262.0960205351241,1,0.01,0.5
73,0.2613111726685134,0.022044088176352707,0.04592092092092092,0.0,0.11538461538461539,0.13636363636363635,36,72.4986308880124,1332.1500566993727,1,0.01,0.5
135,0.030470914127423823,0.06062124248496994,0.24924924924924924,0.09375,0.11538461538461539,0.09090909090909091,54,85.15676072083272,970.7437386152247,1,0.01,0.5
120,0.0,0.12324649298597194,0.24924924924924924,0.03125,0.11538461538461539,0.06818181818181818,100,84.78003433108867,231.64735496283944,1,0.01,0.5
183,0.08125577100646353,0.06062124248496994,0.06156156156156156,0.03125,0.057692307692307696,0.045454545454545456,22,72.29817400152729,2529.9063078879153,1,0.01,0.5
57,0.7229916897506925,0.006012024048096192,0.12412412412412413,0.0,0.019230769230769232,0.022727272727272728,12,30.615407609388573,346.53340046368197,2,0.01,0.5
123,1.3693444136657433,0.022044088176352707,0.03028028028028028,0.0,0.0,0.0,18,-17.612347788989965,1268.2393150439784,2,0.01,0.5
91,0.11357340720221606,0.06062124248496994,0.4994994994994995,0.125,0.019230769230769232,0.3068181818181818,189,168.92608794749563,402.96194509168015,2,0.01,0.5
203,0.1505078485687904,0.014028056112224449,0.06156156156156156,0.0,0.019230769230769232,0.017045454545454544,21,46.24379305986223,637.2490880491483,2,0.01,0.5
103,1.0,0.022044088176352707,0.03028028028028028,0.0,0.019230769230769232,0.005681818181818182,13,1.3771049790046774,135.09168866907785,2,0.01,0.5
90,0.11357340720221606,0.06062124248496994,0.4994994994994995,0.125,0.019230769230769232,0.3068181818181818,141,168.92608794749563,779.8663880512607,2,0.01,0.5
35,0.04339796860572484,0.1620741482965932,0.32698323323323325,0.1171875,0.23076923076923078,0.13636363636363635,208,145.38225691911097,3920.981748544226,2,0.01,0.5
40,0.030470914127423823,0.02930861723446894,0.12412412412412413,0.03125,0.057692307692307696,0.028409090909090908,36,70.46917753790751,1188.1242001397877,2,0.01,0.5
29,0.27977839335180055,0.006012024048096192,0.0772022022022022,0.015625,0.019230769230769232,0.03409090909090909,27,46.02804238415877,362.0663969733427,2,0.01,0.5
181,0.2059095106186519,0.014028056112224449,0.01463963963963964,0.03125,0.019230769230769232,0.017045454545454544,6,39.221249195206724,1103.6513980900233,2,0.01,0.5
88,0.11357340720221606,0.06062124248496994,0.4994994994994995,0.125,0.019230769230769232,0.11363636363636363,134,147.26093438141538,175.85238066820455,2,0.01,0.5
158,0.061865189289012,0.02930861723446894,0.03028028028028028,0.0,0.019230769230769232,0.03409090909090909,12,47.89164541717722,1288.2102107523788,2,0.01,0.5
140,0.06925207756232687,0.06062124248496994,0.12412412412412413,0.125,0.019230769230769232,0.03409090909090909,62,78.09205853075866,258.95434775736265,2,0.01,0.5
184,0.08125577100646353,0.06062124248496994,0.09284284284284285,0.0625,0.11538461538461539,0.09090909090909091,33,79.41701916205659,2154.5396678907287,2,0.01,0.5
48,0.27977839335180055,0.014028056112224449,0.12412412412412413,0.015625,0.019230769230769232,0.028409090909090908,40,53.63213566145315,185.83512269226267,2,0.01,0.5
154,0.028624192059095107,0.12324649298597194,0.3743743743743744,0.125,0.15384615384615385,0.13636363636363635,214,146.70420190195966,4528.724441652209,2,0.01,0.5
201,0.1505078485687904,0.014028056112224449,0.06156156156156156,0.0,0.019230769230769232,0.017045454545454544,14,46.24379305986223,1039.6621908872196,2,0.01,0.5
187,0.048938134810710986,0.12324649298597194,0.1866866866866867,0.03125,0.11538461538461539,0.045454545454545456,75,91.63971743999426,276.88019648284904,2,0.01,0.5
175,0.21514312096029548,0.02930861723446894,0.24924924924924924,0.00390625,0.019230769230769232,0.045454545454545456,50,78.89378687536035,834.8509199987459,2,0.01,0.5
116,0.1505078485687904,0.06062124248496994,0.24924924924924924,0.0625,0.019230769230769232,0.03409090909090909,66,88.54112814833668,508.1024581997363,2,0.01,0.5
180,0.13204062788550322,0.06062124248496994,0.12412412412412413,0.125,0.019230769230769232,0.07386363636363637,109,79.68030500140242,859.6445148107881,2,0.01,0.5
167,0.019390581717451522,0.24849699398797595,0.24924924924924924,0.25,0.07692307692307693,0.045454545454545456,100,130.66913298588224,940.5957181057303,2,0.01,0.5
67,0.08125577100646353,0.006012024048096192,0.03028028028028028,0.0,0.057692307692307696,0.056818181818181816,26,51.139253355854706,631.982059289852,2,0.01,0.5
12,0.03970452446906741,0.06062124248496994,0.12412412412412413,0.25390625,0.019230769230769232,0.045454545454545456,92,94.31492579125475,5.358881419016436,2,0.01,0.5
129,0.030470914127423823,0.06062124248496994,0.24924924924924924,0.09375,0.019230769230769232,0.03409090909090909,80,97.32834555477476,300.27155966568205,2,0.01,0.5
79,0.1505078485687904,0.022044088176352707,0.1866866866866867,0.0234375,0.019230769230769232,0.17613636363636365,84,87.77317364258133,14.236839337070437,2,0.01,0.5
132,0.07663896583564174,0.02930861723446894,0.12412412412412413,0.09375,0.038461538461538464,0.03409090909090909,26,74.13005639569886,2316.5023286531527,2,0.01,0.5
163,0.036011080332409975,0.12324649298597194,0.1866866866866867,0.0,0.019230769230769232,0.045454545454545456,42,81.65089458811246,1572.1934416376064,2,0.01,0.5
133,0.07663896583564174,0.02930861723446894,0.12412412412412413,0.09375,0.057692307692307696,0.03409090909090909,32,75.58684980955724,1899.8134763208998,2,0.01,0.5
146,0.03970452446906741,0.12324649298597194,0.24924924924924924,0.25,0.09615384615384616,0.045454545454545456,93,124.05791641202437,964.5941718562926,2,0.01,0.5
23,0.08587257617728532,0.09506513026052105,0.09597097097097097,0.0,0.11538461538461539,0.36363636363636365,76,105.68165282586082,881.0005144749318,2,0.01,0.5
148,0.050784856879039705,0.12324649298597194,0.24924924924924924,0.25,0.15384615384615385,0.09090909090909091,143,133.01911637696438,99.61803789658072,2,0.01,0.5
155,0.019390581717451522,0.24849699398797595,0.4994994994994995,0.25,0.15384615384615385,0.13636363636363635,326,188.20859578484672,18986.471075583762,2,0.01,0.5
13,0.030470914127423823,0.12324649298597194,0.24924924924924924,0.25390625,0.019230769230769232,0.045454545454545456,138,119.06515354247162,358.52841037017504,2,0.01,0.5
56,0.18744228993536471,0.02930861723446894,0.12412412412412413,0.0625,0.019230769230769232,0.011363636363636364,71,61.75959020327131,85.38517321147958,2,0.01,0.5
194,0.030470914127423823,0.06062124248496994,0.4994994994994995,0.09375,0.11538461538461539,0.14772727272727273,114,158.87344336360707,2013.625919306851,2,0.01,0.5
53,0.16897506925207756,0.02930861723446894,0.12412412412412413,0.0,0.019230769230769232,0.011363636363636364,36,56.011969658988896,400.47892963229214,2,0.01,0.5
62,0.0997229916897507,0.014028056112224449,0.01463963963963964,0.0,0.15384615384615385,0.11363636363636363,36,61.81262495383698,666.2916070074476,2,0.01,0.5
73,0.2613111726685134,0.022044088176352707,0.04592092092092092,0.0,0.11538461538461539,0.13636363636363635,36,59.70261680808699,561.8140435510077,2,0.01,0.5
135,0.030470914127423823,0.06062124248496994,0.24924924924924924,0.09375,0.11538461538461539,0.09090909090909091,54,110.98441661409028,3247.2237368482083,2,0.01,0.5
120,0.0,0.12324649298597194,0.24924924924924924,0.03125,0.11538461538461539,0.06818181818181818,100,106.80643671243223,46.32758072034527,2,0.01,0.5
183,0.08125577100646353,0.06062124248496994,0.06156156156156156,0.03125,0.057692307692307696,0.045454545454545456,22,61.463143887506355,1557.3397254860301,2,0.01,0.5
