,buying,maint,doors,persons,lug_boot,safety,Class
1216,1,0,1,0,0,1,unacc
0,3,3,0,0,0,0,unacc
1243,1,0,2,0,0,1,unacc
211,3,2,3,2,1,1,unacc
1385,0,3,3,0,2,2,unacc
364,3,0,1,1,1,1,unacc
1371,0,3,2,2,1,0,unacc
858,2,0,3,2,1,0,unacc
1212,1,0,0,2,2,0,unacc
1455,0,2,1,2,2,0,unacc
1433,0,2,1,0,0,2,unacc
1030,1,2,2,0,1,1,unacc
793,2,0,1,1,0,1,unacc
169,3,2,2,0,2,1,unacc
1584,0,1,2,2,0,0,unacc
538,2,3,3,2,2,1,unacc
871,1,3,0,0,2,1,unacc
1611,0,1,3,2,0,0,unacc
537,2,3,3,2,2,0,unacc
1527,0,1,0,1,2,0,unacc
136,3,2,1,0,0,1,unacc
624,2,2,3,0,1,0,unacc
1551,0,1,1,1,1,0,unacc
1224,1,0,1,1,0,0,unacc
1470,0,2,2,1,1,0,unacc
1007,1,2,1,0,2,2,unacc
532,2,3,3,2,0,1,unacc
891,1,3,1,0,0,0,unacc
485,2,3,1,2,2,2,unacc
763,2,0,0,0,2,1,unacc
193,3,2,3,0,1,1,unacc
253,3,1,1,1,0,1,unacc
987,1,2,0,1,2,0,unacc
1595,0,1,3,0,0,2,unacc
1095,1,1,0,1,2,0,unacc
390,3,0,2,1,1,0,unacc
810,2,0,2,0,0,0,unacc
876,1,3,0,1,1,0,unacc
1521,0,1,0,1,0,0,unacc
343,3,0,0,2,0,1,unacc
148,3,2,1,1,1,1,unacc
111,3,2,0,0,1,0,unacc
1709,0,0,3,0,2,2,unacc
764,2,0,0,0,2,2,unacc
468,2,3,1,1,0,0,unacc
991,1,2,0,2,0,1,unacc
516,2,3,3,0,1,0,unacc
776,2,0,0,2,0,2,unacc
437,2,3,0,0,1,2,unacc
50,3,3,1,2,1,2,unacc
18,3,3,0,2,0,0,unacc
277,3,1,2,0,2,1,unacc
334,3,0,0,1,0,1,unacc
417,3,0,3,1,1,0,unacc
982,1,2,0,1,0,1,unacc
1395,0,3,3,2,0,0,unacc
1080,1,1,0,0,0,0,unacc
1410,0,2,0,0,2,0,unacc
447,2,3,0,1,2,0,unacc
759,2,0,0,0,1,0,unacc
683,2,1,1,0,2,2,unacc
1516,0,1,0,0,1,1,unacc
1513,0,1,0,0,0,1,unacc
1386,0,3,3,1,0,0,unacc
531,2,3,3,2,0,0,unacc
58,3,3,2,0,1,1,unacc
661,2,1,0,1,1,1,unacc
460,2,3,1,0,0,1,unacc
1085,1,1,0,0,1,2,unacc
1512,0,1,0,0,0,0,unacc
1242,1,0,2,0,0,0,unacc
438,2,3,0,0,2,0,unacc
52,3,3,1,2,2,1,unacc
1680,0,0,2,0,2,0,unacc
92,3,3,3,1,0,2,unacc
544,2,2,0,0,1,1,unacc
1384,0,3,3,0,2,1,unacc
572,2,2,1,0,1,2,unacc
189,3,2,3,0,0,0,unacc
1068,1,2,3,1,2,0,unacc
237,3,1,0,2,1,0,unacc
483,2,3,1,2,2,0,unacc
1111,1,1,1,0,1,1,unacc
384,3,0,2,0,2,0,unacc
498,2,3,2,1,1,0,unacc
1277,1,0,3,0,2,2,unacc
477,2,3,1,2,0,0,unacc
39,3,3,1,1,1,0,unacc
869,1,3,0,0,1,2,unacc
974,1,2,0,0,0,2,unacc
522,2,3,3,1,0,0,unacc
1650,0,0,1,0,1,0,unacc
81,3,3,3,0,0,0,unacc
143,3,2,1,0,2,2,unacc
17,3,3,0,1,2,2,unacc
1350,0,3,2,0,0,0,unacc
1479,0,2,2,2,1,0,unacc
927,1,3,2,1,0,0,unacc
216,3,1,0,0,0,0,unacc
790,2,0,1,0,2,1,unacc
1303,0,3,0,0,2,1,unacc
774,2,0,0,2,0,0,unacc
258,3,1,1,1,2,0,unacc
895,1,3,1,0,1,1,unacc
937,1,3,2,2,0,1,unacc
1297,0,3,0,0,0,1,unacc
1065,1,2,3,1,1,0,unacc
146,3,2,1,1,0,2,unacc
690,2,1,1,1,2,0,unacc
506,2,3,2,2,0,2,unacc
1004,1,2,1,0,1,2,unacc
1560,0,1,1,2,1,0,unacc
112,3,2,0,0,1,1,unacc
285,3,1,2,1,2,0,unacc
925,1,3,2,0,2,1,unacc
318,3,1,3,2,1,0,unacc
893,1,3,1,0,0,2,unacc
829,2,0,2,2,0,1,unacc
21,3,3,0,2,1,0,unacc
1104,1,1,0,2,2,0,unacc
490,2,3,2,0,1,1,unacc
107,3,3,3,2,2,2,unacc
1566,0,1,2,0,0,0,unacc
762,2,0,0,0,2,0,unacc
244,3,1,1,0,0,1,unacc
1298,0,3,0,0,0,2,unacc
1087,1,1,0,0,2,1,unacc
187,3,2,2,2,2,1,unacc
359,3,0,1,0,2,2,unacc
127,3,2,0,2,0,1,unacc
1524,0,1,0,1,1,0,unacc
658,2,1,0,1,0,1,unacc
5,3,3,0,0,1,2,unacc
1519,0,1,0,0,2,1,unacc
102,3,3,3,2,1,0,unacc
379,3,0,2,0,0,1,unacc
1620,0,0,0,0,0,0,unacc
613,2,2,2,2,0,1,unacc
733,2,1,3,0,1,1,unacc
1654,0,0,1,0,2,1,unacc
1108,1,1,1,0,0,1,unacc
602,2,2,2,0,2,2,unacc
886,1,3,0,2,1,1,unacc
6,3,3,0,0,2,0,unacc
1284,1,0,3,1,2,0,unacc
1249,1,0,2,0,2,1,unacc
588,2,2,1,2,1,0,unacc
474,2,3,1,1,2,0,unacc
1628,0,0,0,0,2,2,unacc
994,1,2,0,2,1,1,unacc
339,3,0,0,1,2,0,unacc
469,2,3,1,1,0,1,unacc
1114,1,1,1,0,2,1,unacc
76,3,3,2,2,1,1,unacc
