,buying,maint,doors,persons,lug_boot,safety,Class
324,3,0,0,0,0,0,unacc
1266,1,0,2,2,2,0,unacc
1655,0,0,1,0,2,2,unacc
34,3,3,1,0,2,1,unacc
1155,1,1,2,2,1,0,unacc
990,1,2,0,2,0,0,unacc
1115,1,1,1,0,2,2,unacc
7,3,3,0,0,2,1,unacc
1335,0,3,1,1,1,0,unacc
369,3,0,1,2,0,0,unacc
342,3,0,0,2,0,0,unacc
1652,0,0,1,0,1,2,unacc
704,2,1,2,0,0,2,unacc
11,3,3,0,1,0,2,unacc
1369,0,3,2,2,0,1,unacc
1001,1,2,1,0,0,2,unacc
1641,0,0,0,2,1,0,unacc
708,2,1,2,0,2,0,unacc
1059,1,2,3,0,2,0,unacc
825,2,0,2,1,2,0,unacc
299,3,1,3,0,0,2,unacc
543,2,2,0,0,1,0,unacc
1575,0,1,2,1,0,0,unacc
1323,0,3,1,0,0,0,unacc
1191,1,0,0,0,1,0,unacc
1629,0,0,0,1,0,0,unacc
22,3,3,0,2,1,1,unacc
1518,0,1,0,0,2,0,unacc
85,3,3,3,0,1,1,unacc
333,3,0,0,1,0,0,unacc
1563,0,1,1,2,2,0,unacc
1449,0,2,1,2,0,0,unacc
1008,1,2,1,1,0,0,unacc
623,2,2,3,0,0,2,unacc
1722,0,0,3,2,1,0,unacc
387,3,0,2,1,0,0,unacc
609,2,2,2,1,2,0,unacc
1338,0,3,1,1,2,0,unacc
464,2,3,1,0,1,2,unacc
1032,1,2,2,0,2,0,unacc
83,3,3,3,0,0,2,unacc
811,2,0,2,0,0,1,unacc
353,3,0,1,0,0,2,unacc
667,2,1,0,2,0,1,unacc
165,3,2,2,0,1,0,unacc
1314,0,3,0,2,0,0,unacc
717,2,1,2,1,2,0,unacc
1362,0,3,2,1,1,0,unacc
1517,0,1,0,0,1,2,unacc
1544,0,1,1,0,1,2,unacc
23,3,3,0,2,1,2,unacc
1423,0,2,0,2,0,1,unacc
1704,0,0,3,0,1,0,unacc
919,1,3,2,0,0,1,unacc
62,3,3,2,0,2,2,unacc
209,3,2,3,2,0,2,unacc
706,2,1,2,0,1,1,unacc
336,3,0,0,1,1,0,unacc
1506,0,2,3,2,1,0,unacc
407,3,0,3,0,0,2,unacc
650,2,1,0,0,0,2,unacc
672,2,1,0,2,2,0,unacc
909,1,3,1,2,0,0,unacc
1665,0,0,1,2,0,0,unacc
36,3,3,1,1,0,0,unacc
732,2,1,3,0,1,0,unacc
1408,0,2,0,0,1,1,unacc
1485,0,2,3,0,0,0,unacc
48,3,3,1,2,1,0,unacc
1306,0,3,0,1,0,1,unacc
190,3,2,3,0,0,1,unacc
1131,1,1,1,2,2,0,unacc
562,2,2,0,2,1,1,unacc
481,2,3,1,2,1,1,unacc
1401,0,3,3,2,2,0,unacc
1002,1,2,1,0,1,0,unacc
993,1,2,0,2,1,0,unacc
1304,0,3,0,0,2,2,unacc
361,3,0,1,1,0,1,unacc
1545,0,1,1,0,2,0,unacc
1533,0,1,0,2,1,0,unacc
558,2,2,0,2,0,0,unacc
1060,1,2,3,0,2,1,unacc
31,3,3,1,0,1,1,unacc
67,3,3,2,1,1,1,unacc
573,2,2,1,0,2,0,unacc
118,3,2,0,1,0,1,unacc
508,2,3,2,2,1,1,unacc
1254,1,0,2,1,1,0,unacc
780,2,0,0,2,2,0,unacc
184,3,2,2,2,1,1,unacc
75,3,3,2,2,1,0,unacc
921,1,3,2,0,1,0,unacc
804,2,0,1,2,1,0,unacc
1482,0,2,2,2,2,0,unacc
1624,0,0,0,0,1,1,unacc
439,2,3,0,0,2,1,unacc
1341,0,3,1,2,0,0,unacc
882,1,3,0,2,0,0,unacc
243,3,1,1,0,0,0,unacc
633,2,2,3,1,1,0,unacc
580,2,2,1,1,1,1,unacc
89,3,3,3,0,2,2,unacc
604,2,2,2,1,0,1,unacc
1404,0,2,0,0,0,0,unacc
555,2,2,0,1,2,0,unacc
46,3,3,1,2,0,1,unacc
454,2,3,0,2,1,1,unacc
655,2,1,0,0,2,1,unacc
651,2,1,0,0,1,0,unacc
61,3,3,2,0,2,1,unacc
356,3,0,1,0,1,2,unacc
1357,0,3,2,0,2,1,unacc
688,2,1,1,1,1,1,unacc
414,3,0,3,1,0,0,unacc
441,2,3,0,1,0,0,unacc
1082,1,1,0,0,0,2,unacc
669,2,1,0,2,1,0,unacc
778,2,0,0,2,1,1,unacc
332,3,0,0,0,2,2,unacc
252,3,1,1,1,0,0,unacc
213,3,2,3,2,2,0,unacc
666,2,1,0,2,0,0,unacc
44,3,3,1,1,2,2,unacc
1088,1,1,0,0,2,2,unacc
195,3,2,3,0,2,0,unacc
1287,1,0,3,2,0,0,unacc
915,1,3,1,2,2,0,unacc
1492,0,2,3,0,2,1,unacc
1622,0,0,0,0,0,2,unacc
771,2,0,0,1,2,0,unacc
873,1,3,0,1,0,0,unacc
1686,0,0,2,1,1,0,unacc
1038,1,2,2,1,1,0,unacc
645,2,2,3,2,2,0,unacc
1071,1,2,3,2,0,0,unacc
1396,0,3,3,2,0,1,unacc
1383,0,3,3,0,2,0,unacc
533,2,3,3,2,0,2,unacc
760,2,0,0,0,1,1,unacc
1149,1,1,2,1,2,0,unacc
98,3,3,3,1,2,2,unacc
1353,0,3,2,0,1,0,unacc
984,1,2,0,1,1,0,unacc
1674,0,0,2,0,0,0,unacc
1464,0,2,2,0,2,0,unacc
33,3,3,1,0,2,0,unacc
1656,0,0,1,1,0,0,unacc
1706,0,0,3,0,1,2,unacc
1089,1,1,0,1,0,0,unacc
726,2,1,2,2,2,0,unacc
1532,0,1,0,2,0,2,unacc
847,2,0,3,1,0,1,unacc
505,2,3,2,2,0,1,unacc
642,2,2,3,2,1,0,unacc
90,3,3,3,1,0,0,unacc
1196,1,0,0,0,2,2,unacc
1100,1,1,0,2,0,2,unacc
1020,1,2,1,2,1,0,unacc
1548,0,1,1,1,0,0,unacc
1251,1,0,2,1,0,0,unacc
707,2,1,2,0,1,2,unacc
24,3,3,0,2,2,0,unacc
1161,1,1,3,0,0,0,unacc
452,2,3,0,2,0,2,unacc
1689,0,0,2,1,2,0,unacc
981,1,2,0,1,0,0,unacc
1274,1,0,3,0,1,2,unacc
649,2,1,0,0,0,1,unacc
1491,0,2,3,0,2,0,unacc
139,3,2,1,0,1,1,unacc
201,3,2,3,1,1,0,unacc
923,1,3,2,0,1,2,unacc
1382,0,3,3,0,1,2,unacc
1239,1,0,1,2,2,0,unacc
1683,0,0,2,1,0,0,unacc
1567,0,1,2,0,0,1,unacc
1626,0,0,0,0,2,0,unacc
612,2,2,2,2,0,0,unacc
1125,1,1,1,2,0,0,unacc
1412,0,2,0,0,2,2,unacc
144,3,2,1,1,0,0,unacc
553,2,2,0,1,1,1,unacc
1355,0,3,2,0,1,2,unacc
1136,1,1,2,0,0,2,unacc
1434,0,2,1,0,1,0,unacc
59,3,3,2,0,1,2,unacc
949,1,3,3,0,1,1,unacc
1026,1,2,2,0,0,0,unacc
1649,0,0,1,0,0,2,unacc
947,1,3,3,0,0,2,unacc
354,3,0,1,0,1,0,unacc
245,3,1,1,0,0,2,unacc
842,2,0,3,0,1,2,unacc
1407,0,2,0,0,1,0,unacc
57,3,3,2,0,1,0,unacc
753,2,1,3,2,2,0,unacc
413,3,0,3,0,2,2,unacc
152,3,2,1,1,2,2,unacc
87,3,3,3,0,2,0,unacc
963,1,3,3,2,0,0,unacc
816,2,0,2,0,2,0,unacc
84,3,3,3,0,1,0,unacc
47,3,3,1,2,0,2,unacc
1530,0,1,0,2,0,0,unacc
906,1,3,1,1,2,0,unacc
954,1,3,3,1,0,0,unacc
220,3,1,0,0,1,1,unacc
568,2,2,1,0,0,1,unacc
955,1,3,3,1,0,1,unacc
527,2,3,3,1,1,2,unacc
576,2,2,1,1,0,0,unacc
926,1,3,2,0,2,2,unacc
1141,1,1,2,0,2,1,unacc
985,1,2,0,1,1,1,unacc
1081,1,1,0,0,0,1,unacc
372,3,0,1,2,1,0,unacc
198,3,2,3,1,0,0,unacc
957,1,3,3,1,1,0,unacc
478,2,3,1,2,0,1,unacc
1644,0,0,0,2,2,0,unacc
675,2,1,1,0,0,0,unacc
1332,0,3,1,1,0,0,unacc
278,3,1,2,0,2,2,unacc
461,2,3,1,0,0,2,unacc
1203,1,0,0,1,2,0,unacc
1036,1,2,2,1,0,1,unacc
484,2,3,1,2,2,1,unacc
1158,1,1,2,2,2,0,unacc
1424,0,2,0,2,0,2,unacc
74,3,3,2,2,0,2,unacc
1017,1,2,1,2,0,0,unacc
1331,0,3,1,0,2,2,unacc
1351,0,3,2,0,0,1,unacc
1605,0,1,3,1,1,0,unacc
1317,0,3,0,2,1,0,unacc
577,2,2,1,1,0,1,unacc
729,2,1,3,0,0,0,unacc
883,1,3,0,2,0,1,unacc
663,2,1,0,1,2,0,unacc
378,3,0,2,0,0,0,unacc
841,2,0,3,0,1,1,unacc
831,2,0,2,2,1,0,unacc
248,3,1,1,0,1,2,unacc
1278,1,0,3,1,0,0,unacc
636,2,2,3,1,2,0,unacc
517,2,3,3,0,1,1,unacc
1320,0,3,0,2,2,0,unacc
1270,1,0,3,0,0,1,unacc
1632,0,0,0,1,1,0,unacc
134,3,2,0,2,2,2,unacc
125,3,2,0,1,2,2,unacc
801,2,0,1,2,0,0,unacc
992,1,2,0,2,0,2,unacc
1139,1,1,2,0,1,2,unacc
37,3,3,1,1,0,1,unacc
524,2,3,3,1,0,2,unacc
518,2,3,3,0,1,2,unacc
503,2,3,2,1,2,2,unacc
1223,1,0,1,0,2,2,unacc
375,3,0,1,2,2,0,unacc
1035,1,2,2,1,0,0,unacc
1431,0,2,1,0,0,0,unacc
105,3,3,3,2,2,0,unacc
1027,1,2,2,0,0,1,unacc
1092,1,1,0,1,1,0,unacc
410,3,0,3,0,1,2,unacc
331,3,0,0,0,2,1,unacc
979,1,2,0,0,2,1,unacc
1260,1,0,2,2,0,0,unacc
1425,0,2,0,2,1,0,unacc
80,3,3,2,2,2,2,unacc
1542,0,1,1,0,1,0,unacc
473,2,3,1,1,1,2,unacc
1221,1,0,1,0,2,0,unacc
181,3,2,2,2,0,1,unacc
462,2,3,1,0,1,0,unacc
222,3,1,0,0,2,0,unacc
703,2,1,2,0,0,1,unacc
1034,1,2,2,0,2,2,unacc
1047,1,2,2,2,1,0,unacc
360,3,0,1,1,0,0,unacc
1257,1,0,2,1,2,0,unacc
1716,0,0,3,1,2,0,unacc
467,2,3,1,0,2,2,unacc
1122,1,1,1,1,2,0,unacc
29,3,3,1,0,0,2,unacc
652,2,1,0,0,1,1,unacc
1359,0,3,2,1,0,0,unacc
86,3,3,3,0,1,2,unacc
106,3,3,3,2,2,1,unacc
948,1,3,3,0,1,0,unacc
55,3,3,2,0,0,1,unacc
521,2,3,3,0,2,2,unacc
149,3,2,1,1,1,2,unacc
96,3,3,3,1,2,0,unacc
1045,1,2,2,2,0,1,unacc
294,3,1,2,2,2,0,unacc
456,2,3,0,2,2,0,unacc
511,2,3,2,2,2,1,unacc
946,1,3,3,0,0,1,unacc
1617,0,1,3,2,2,0,unacc
91,3,3,3,1,0,1,unacc
247,3,1,1,0,1,1,unacc
788,2,0,1,0,1,2,unacc
1099,1,1,0,2,0,1,unacc
1275,1,0,3,0,2,0,unacc
1029,1,2,2,0,1,0,unacc
176,3,2,2,1,1,2,unacc
525,2,3,3,1,1,0,unacc
1439,0,2,1,0,2,2,unacc
1531,0,1,0,2,0,1,unacc
819,2,0,2,1,0,0,unacc
964,1,3,3,2,0,1,unacc
898,1,3,1,0,2,1,unacc
261,3,1,1,2,0,0,unacc
1207,1,0,0,2,0,1,unacc
166,3,2,2,0,1,1,unacc
95,3,3,3,1,1,2,unacc
1014,1,2,1,1,2,0,unacc
234,3,1,0,2,0,0,unacc
406,3,0,3,0,0,1,unacc
550,2,2,0,1,0,1,unacc
26,3,3,0,2,2,2,unacc
432,2,3,0,0,0,0,unacc
1574,0,1,2,0,2,2,unacc
975,1,2,0,0,1,0,unacc
1011,1,2,1,1,1,0,unacc
1116,1,1,1,1,0,0,unacc
495,2,3,2,1,0,0,unacc
731,2,1,3,0,0,2,unacc
28,3,3,1,0,0,1,unacc
30,3,3,1,0,1,0,unacc
142,3,2,1,0,2,1,unacc
785,2,0,1,0,0,2,unacc
1146,1,1,2,1,1,0,unacc
231,3,1,0,1,2,0,unacc
939,1,3,2,2,1,0,unacc
912,1,3,1,2,1,0,unacc
1189,1,0,0,0,0,1,unacc
814,2,0,2,0,1,1,unacc
1546,0,1,1,0,2,1,unacc
528,2,3,3,1,2,0,unacc
922,1,3,2,0,1,1,unacc
660,2,1,0,1,1,0,unacc
1365,0,3,2,1,2,0,unacc
1476,0,2,2,2,0,0,unacc
711,2,1,2,1,0,0,unacc
131,3,2,0,2,1,2,unacc
789,2,0,1,0,2,0,unacc
1682,0,0,2,0,2,2,unacc
1077,1,2,3,2,2,0,unacc
1031,1,2,2,0,1,2,unacc
1514,0,1,0,0,0,2,unacc
1,3,3,0,0,0,1,unacc
423,3,0,3,2,0,0,unacc
1057,1,2,3,0,1,1,unacc
463,2,3,1,0,1,1,unacc
307,3,1,3,1,0,1,unacc
208,3,2,3,2,0,1,unacc
1113,1,1,1,0,2,0,unacc
1316,0,3,0,2,0,2,unacc
1443,0,2,1,1,1,0,unacc
206,3,2,3,1,2,2,unacc
175,3,2,2,1,1,1,unacc
897,1,3,1,0,2,0,unacc
1509,0,2,3,2,2,0,unacc
1662,0,0,1,1,2,0,unacc
918,1,3,2,0,0,0,unacc
737,2,1,3,0,2,2,unacc
885,1,3,0,2,1,0,unacc
1486,0,2,3,0,0,1,unacc
1112,1,1,1,0,1,2,unacc
196,3,2,3,0,2,1,unacc
121,3,2,0,1,1,1,unacc
631,2,2,3,1,0,1,unacc
507,2,3,2,2,1,0,unacc
1063,1,2,3,1,0,1,unacc
1173,1,1,3,1,1,0,unacc
499,2,3,2,1,1,1,unacc
977,1,2,0,0,1,2,unacc
223,3,1,0,0,2,1,unacc
1167,1,1,3,0,2,0,unacc
274,3,1,2,0,1,1,unacc
151,3,2,1,1,2,1,unacc
396,3,0,2,2,0,0,unacc
448,2,3,0,1,2,1,unacc
896,1,3,1,0,1,2,unacc
668,2,1,0,2,0,2,unacc
443,2,3,0,1,0,2,unacc
928,1,3,2,1,0,1,unacc
1543,0,1,1,0,1,1,unacc
595,2,2,2,0,0,1,unacc
476,2,3,1,1,2,2,unacc
856,2,0,3,2,0,1,unacc
1608,0,1,3,1,2,0,unacc
358,3,0,1,0,2,1,unacc
976,1,2,0,0,1,1,unacc
1462,0,2,2,0,1,1,unacc
1554,0,1,1,1,2,0,unacc
156,3,2,1,2,1,0,unacc
541,2,2,0,0,0,1,unacc
1342,0,3,1,2,0,1,unacc
1452,0,2,1,2,1,0,unacc
256,3,1,1,1,1,1,unacc
720,2,1,2,2,0,0,unacc
1461,0,2,2,0,1,0,unacc
56,3,3,2,0,0,2,unacc
457,2,3,0,2,2,1,unacc
1368,0,3,2,2,0,0,unacc
41,3,3,1,1,1,2,unacc
1651,0,0,1,0,1,1,unacc
1054,1,2,3,0,0,1,unacc
1188,1,0,0,0,0,0,unacc
1012,1,2,1,1,1,1,unacc
179,3,2,2,1,2,2,unacc
1635,0,0,0,1,2,0,unacc
1166,1,1,3,0,1,2,unacc
225,3,1,0,1,0,0,unacc
1041,1,2,2,1,2,0,unacc
684,2,1,1,1,0,0,unacc
696,2,1,1,2,1,0,unacc
303,3,1,3,0,2,0,unacc
1128,1,1,1,2,1,0,unacc
1263,1,0,2,2,1,0,unacc
868,1,3,0,0,1,1,unacc
291,3,1,2,2,1,0,unacc
297,3,1,3,0,0,0,unacc
536,2,3,3,2,1,2,unacc
25,3,3,0,2,2,1,unacc
38,3,3,1,1,0,2,unacc
766,2,0,0,1,0,1,unacc
1170,1,1,3,1,0,0,unacc
229,3,1,0,1,1,1,unacc
942,1,3,2,2,2,0,unacc
966,1,3,3,2,1,0,unacc
153,3,2,1,2,0,0,unacc
603,2,2,2,1,0,0,unacc
1005,1,2,1,0,2,0,unacc
1540,0,1,1,0,0,1,unacc
969,1,3,3,2,2,0,unacc
1597,0,1,3,0,1,1,unacc
316,3,1,3,2,0,1,unacc
188,3,2,2,2,2,2,unacc
761,2,0,0,0,1,2,unacc
1437,0,2,1,0,2,0,unacc
412,3,0,3,0,2,1,unacc
834,2,0,2,2,2,0,unacc
1599,0,1,3,0,2,0,unacc
1598,0,1,3,0,1,2,unacc
221,3,1,0,0,1,2,unacc
1200,1,0,0,1,1,0,unacc
173,3,2,2,1,0,2,unacc
496,2,3,2,1,0,1,unacc
569,2,2,1,0,0,2,unacc
1110,1,1,1,0,1,0,unacc
42,3,3,1,1,2,0,unacc
77,3,3,2,2,1,2,unacc
1209,1,0,0,2,1,0,unacc
1648,0,0,1,0,0,1,unacc
560,2,2,0,2,0,2,unacc
194,3,2,3,0,1,2,unacc
901,1,3,1,1,0,1,unacc
559,2,2,0,2,0,1,unacc
1627,0,0,0,0,2,1,unacc
1230,1,0,1,1,2,0,unacc
1248,1,0,2,0,2,0,unacc
13,3,3,0,1,1,1,unacc
865,1,3,0,0,0,1,unacc
1639,0,0,0,2,0,1,unacc
709,2,1,2,0,2,1,unacc
1194,1,0,0,0,2,0,unacc
466,2,3,1,0,2,1,unacc
434,2,3,0,0,0,2,unacc
502,2,3,2,1,2,1,unacc
1725,0,0,3,2,2,0,unacc
846,2,0,3,1,0,0,unacc
4,3,3,0,0,1,1,unacc
1236,1,0,1,2,1,0,unacc
487,2,3,2,0,0,1,unacc
14,3,3,0,1,1,2,unacc
1330,0,3,1,0,2,1,unacc
1299,0,3,0,0,1,0,unacc
53,3,3,1,2,2,2,unacc
1201,1,0,0,1,1,1,acc
1171,1,1,3,1,0,1,acc
805,2,0,1,2,1,1,acc
1313,0,3,0,1,2,2,acc
377,3,0,1,2,2,2,acc
1367,0,3,2,1,2,2,acc
989,1,2,0,1,2,2,acc
1372,0,3,2,2,1,1,acc
1076,1,2,3,2,1,2,acc
1186,1,1,3,2,2,1,acc
956,1,3,3,1,0,2,acc
1154,1,1,2,2,0,2,acc
959,1,3,3,1,1,2,acc
1414,0,2,0,1,0,1,acc
1066,1,2,3,1,1,1,acc
1117,1,1,1,1,0,1,acc
634,2,2,3,1,1,1,acc
583,2,2,1,1,2,1,acc
349,3,0,0,2,2,1,acc
590,2,2,1,2,1,2,acc
806,2,0,1,2,1,2,acc
227,3,1,0,1,0,2,acc
1495,0,2,3,1,0,1,acc
1480,0,2,2,2,1,1,acc
1180,1,1,3,2,0,1,acc
593,2,2,1,2,2,2,acc
1210,1,0,0,2,1,1,acc
1373,0,3,2,2,1,2,acc
1522,0,1,0,1,0,1,acc
965,1,3,3,2,0,2,acc
611,2,2,2,1,2,2,acc
431,3,0,3,2,2,2,acc
313,3,1,3,1,2,1,acc
641,2,2,3,2,0,2,acc
365,3,0,1,1,1,2,acc
700,2,1,1,2,2,1,acc
1366,0,3,2,1,2,1,acc
929,1,3,2,1,0,2,acc
988,1,2,0,1,2,1,acc
1334,0,3,1,1,0,2,acc
746,2,1,3,1,2,2,acc
697,2,1,1,2,1,1,acc
827,2,0,2,1,2,2,acc
1078,1,2,3,2,2,1,acc
830,2,0,2,2,0,2,acc
1507,0,2,3,2,1,1,acc
1321,0,3,0,2,2,1,acc
286,3,1,2,1,2,1,acc
971,1,3,3,2,2,2,acc
1426,0,2,0,2,1,1,acc
265,3,1,1,2,1,1,acc
295,3,1,2,2,2,1,acc
743,2,1,3,1,1,2,acc
1144,1,1,2,1,0,1,acc
832,2,0,2,2,1,1,acc
607,2,2,2,1,1,1,acc
1456,0,2,1,2,2,1,acc
1093,1,1,0,1,1,1,acc
578,2,2,1,1,0,2,acc
701,2,1,1,2,2,2,acc
914,1,3,1,2,1,2,acc
1612,0,1,3,2,0,1,acc
1069,1,2,3,1,2,1,acc
1450,0,2,1,2,0,1,acc
310,3,1,3,1,1,1,acc
340,3,0,0,1,2,1,acc
428,3,0,3,2,1,2,acc
389,3,0,2,1,0,2,acc
1343,0,3,1,2,0,2,acc
1429,0,2,0,2,2,1,acc
1504,0,2,3,2,0,1,acc
635,2,2,3,1,1,2,acc
1501,0,2,3,1,2,1,acc
917,1,3,1,2,2,2,acc
1558,0,1,1,2,0,1,acc
1312,0,3,0,1,2,1,acc
1021,1,2,1,2,1,1,acc
962,1,3,3,1,2,2,acc
1037,1,2,2,1,0,2,acc
850,2,0,3,1,1,1,acc
422,3,0,3,1,2,2,acc
836,2,0,2,2,2,2,acc
1322,0,3,0,2,2,2,acc
794,2,0,1,1,0,2,acc
581,2,2,1,1,1,2,acc
1711,0,0,3,1,0,1,acc
1393,0,3,3,1,2,1,acc
1052,1,2,2,2,2,2,acc
742,2,1,3,1,1,1,acc
967,1,3,3,2,1,1,acc
1444,0,2,1,1,1,1,acc
395,3,0,2,1,2,2,acc
1177,1,1,3,1,2,1,acc
