,buying,maint,doors,persons,lug_boot,safety,Class
3,3,3,0,0,1,0,unacc
5,3,3,0,0,1,2,unacc
10,3,3,0,1,0,1,unacc
12,3,3,0,1,1,0,unacc
14,3,3,0,1,1,2,unacc
15,3,3,0,1,2,0,unacc
16,3,3,0,1,2,1,unacc
18,3,3,0,2,0,0,unacc
20,3,3,0,2,0,2,unacc
28,3,3,1,0,0,1,unacc
29,3,3,1,0,0,2,unacc
32,3,3,1,0,1,2,unacc
37,3,3,1,1,0,1,unacc
38,3,3,1,1,0,2,unacc
41,3,3,1,1,1,2,unacc
42,3,3,1,1,2,0,unacc
46,3,3,1,2,0,1,unacc
48,3,3,1,2,1,0,unacc
49,3,3,1,2,1,1,unacc
51,3,3,1,2,2,0,unacc
53,3,3,1,2,2,2,unacc
63,3,3,2,1,0,0,unacc
67,3,3,2,1,1,1,unacc
69,3,3,2,1,2,0,unacc
72,3,3,2,2,0,0,unacc
73,3,3,2,2,0,1,unacc
80,3,3,2,2,2,2,unacc
81,3,3,3,0,0,0,unacc
83,3,3,3,0,0,2,unacc
84,3,3,3,0,1,0,unacc
87,3,3,3,0,2,0,unacc
88,3,3,3,0,2,1,unacc
94,3,3,3,1,1,1,unacc
98,3,3,3,1,2,2,unacc
100,3,3,3,2,0,1,unacc
102,3,3,3,2,1,0,unacc
105,3,3,3,2,2,0,unacc
107,3,3,3,2,2,2,unacc
111,3,2,0,0,1,0,unacc
113,3,2,0,0,1,2,unacc
117,3,2,0,1,0,0,unacc
118,3,2,0,1,0,1,unacc
123,3,2,0,1,2,0,unacc
125,3,2,0,1,2,2,unacc
127,3,2,0,2,0,1,unacc
128,3,2,0,2,0,2,unacc
131,3,2,0,2,1,2,unacc
132,3,2,0,2,2,0,unacc
136,3,2,1,0,0,1,unacc
137,3,2,1,0,0,2,unacc
142,3,2,1,0,2,1,unacc
145,3,2,1,1,0,1,unacc
146,3,2,1,1,0,2,unacc
148,3,2,1,1,1,1,unacc
149,3,2,1,1,1,2,unacc
151,3,2,1,1,2,1,unacc
154,3,2,1,2,0,1,unacc
155,3,2,1,2,0,2,unacc
156,3,2,1,2,1,0,unacc
160,3,2,1,2,2,1,unacc
164,3,2,2,0,0,2,unacc
