,Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Class
809,F,0.52,0.41,0.115,0.807,0.2855,0.179,0.235,12
3870,M,0.545,0.44,0.165,0.744,0.2875,0.204,0.25,15
2896,I,0.545,0.43,0.13,0.7595,0.358,0.153,0.2055,8
2069,M,0.55,0.41,0.13,0.8705,0.4455,0.2115,0.213,9
459,F,0.525,0.41,0.135,0.7085,0.293,0.1525,0.235,11
133,I,0.35,0.26,0.095,0.211,0.086,0.056,0.068,7
121,I,0.385,0.295,0.085,0.2535,0.103,0.0575,0.085,7
3387,M,0.545,0.41,0.145,0.873,0.3035,0.196,0.31,18
3425,F,0.65,0.545,0.185,1.5055,0.6565,0.341,0.43,10
3000,M,0.64,0.485,0.16,1.006,0.456,0.2245,0.2835,9
2490,M,0.44,0.325,0.115,0.39,0.163,0.087,0.113,7
3310,F,0.62,0.485,0.165,1.166,0.483,0.238,0.355,13
673,M,0.49,0.39,0.15,0.573,0.225,0.124,0.17,21
639,F,0.51,0.4,0.13,0.5735,0.219,0.1365,0.195,13
1833,I,0.405,0.3,0.09,0.269,0.103,0.067,0.11,6
2029,M,0.58,0.46,0.16,1.063,0.513,0.2705,0.2625,9
802,M,0.425,0.33,0.13,0.4405,0.152,0.0935,0.155,9
3967,I,0.315,0.23,0.07,0.164,0.0625,0.04,0.045,6
2154,M,0.55,0.44,0.135,0.879,0.368,0.2095,0.265,10
2030,M,0.59,0.465,0.165,1.115,0.5165,0.273,0.275,10
3092,M,0.51,0.395,0.125,0.5805,0.244,0.1335,0.188,11
272,M,0.62,0.485,0.205,1.219,0.3875,0.2505,0.385,14
2389,M,0.42,0.34,0.125,0.4495,0.165,0.1125,0.144,11
3889,M,0.62,0.5,0.2,1.221,0.4605,0.263,0.43,12
892,I,0.205,0.14,0.05,0.046,0.0165,0.012,0.0135,6
2998,F,0.635,0.51,0.17,1.2235,0.532,0.271,0.354,9
4168,F,0.515,0.4,0.125,0.615,0.2865,0.123,0.1765,8
1148,M,0.58,0.45,0.145,1.0025,0.547,0.1975,0.2295,8
1499,M,0.63,0.47,0.145,1.1005,0.52,0.26,0.276,9
311,M,0.56,0.44,0.14,0.971,0.443,0.2045,0.265,14
1717,F,0.65,0.495,0.155,1.337,0.615,0.3195,0.335,9
2526,M,0.59,0.48,0.16,1.262,0.5685,0.2725,0.335,9
386,M,0.54,0.42,0.155,0.7385,0.3515,0.152,0.215,12
2858,M,0.695,0.54,0.195,1.691,0.768,0.363,0.4755,11
3351,F,0.51,0.38,0.13,0.584,0.224,0.1355,0.185,13
506,M,0.56,0.46,0.235,0.8395,0.3325,0.157,0.305,12
3416,M,0.56,0.45,0.14,0.9,0.472,0.182,0.218,7
1692,F,0.625,0.485,0.175,1.362,0.6765,0.2615,0.3705,10
3200,F,0.505,0.405,0.16,0.6835,0.271,0.145,0.215,10
1613,I,0.55,0.42,0.135,0.816,0.3995,0.1485,0.23,12
3955,I,0.49,0.385,0.12,0.591,0.271,0.1125,0.1775,9
4129,I,0.57,0.425,0.14,0.7655,0.331,0.14,0.24,10
2900,F,0.55,0.435,0.14,0.745,0.347,0.174,0.2265,9
2996,F,0.62,0.5,0.17,1.148,0.5475,0.22,0.3315,10
1990,I,0.28,0.2,0.065,0.0895,0.036,0.0185,0.03,7
1157,F,0.605,0.47,0.165,1.1775,0.611,0.2275,0.292,9
1298,I,0.53,0.42,0.155,0.81,0.4725,0.111,0.192,10
1413,M,0.675,0.545,0.185,1.7375,0.876,0.3135,0.469,13
2110,I,0.325,0.25,0.055,0.166,0.076,0.051,0.045,5
3655,M,0.53,0.41,0.125,0.769,0.346,0.173,0.215,9
1787,I,0.545,0.42,0.165,0.8935,0.4235,0.2195,0.228,8
950,M,0.48,0.385,0.145,0.64,0.2925,0.1405,0.1575,6
1338,M,0.58,0.455,0.135,0.7955,0.405,0.167,0.204,10
2723,I,0.385,0.3,0.125,0.343,0.1705,0.0735,0.081,7
1698,M,0.63,0.495,0.175,1.2695,0.605,0.271,0.328,11
3720,F,0.38,0.32,0.115,0.6475,0.323,0.1325,0.164,7
3749,I,0.43,0.33,0.095,0.32,0.118,0.065,0.123,7
2739,I,0.45,0.335,0.095,0.3505,0.1615,0.0625,0.1185,7
980,F,0.55,0.445,0.155,0.9905,0.544,0.178,0.218,9
3072,F,0.66,0.53,0.18,1.5175,0.7765,0.302,0.401,10
1260,I,0.44,0.34,0.12,0.438,0.2115,0.083,0.12,9
2522,M,0.545,0.45,0.15,0.8795,0.387,0.15,0.2625,11
2003,I,0.375,0.28,0.08,0.226,0.105,0.047,0.065,6
3115,I,0.44,0.34,0.12,0.4995,0.2965,0.0945,0.1185,6
1384,F,0.63,0.485,0.17,1.3205,0.5945,0.345,0.345,9
2938,F,0.625,0.5,0.16,1.217,0.5725,0.207,0.355,11
2771,F,0.575,0.435,0.155,0.8975,0.4115,0.2325,0.23,9
1530,M,0.75,0.55,0.18,1.893,0.942,0.397,0.445,11
3915,I,0.56,0.445,0.165,1.0285,0.4535,0.253,0.275,11
2016,M,0.505,0.39,0.12,0.653,0.3315,0.1385,0.167,9
3311,F,0.48,0.38,0.135,0.507,0.1915,0.1365,0.155,12
561,I,0.515,0.4,0.12,0.659,0.2705,0.179,0.17,13
1626,F,0.57,0.45,0.135,0.7805,0.3345,0.185,0.21,8
2843,M,0.6,0.45,0.16,1.142,0.539,0.225,0.307,10
2107,F,0.675,0.55,0.18,1.6885,0.562,0.3705,0.6,15
4162,M,0.385,0.255,0.1,0.3175,0.137,0.068,0.092,8
165,M,0.725,0.57,0.19,2.55,1.0705,0.483,0.725,14
210,F,0.49,0.365,0.145,0.6345,0.1995,0.1625,0.22,10
1890,M,0.565,0.455,0.155,0.9355,0.421,0.183,0.26,11
1442,I,0.41,0.32,0.095,0.2905,0.141,0.063,0.073,5
4035,I,0.52,0.41,0.14,0.5995,0.242,0.1375,0.182,11
3919,I,0.565,0.43,0.135,0.8545,0.321,0.1775,0.275,11
3386,M,0.515,0.4,0.125,0.955,0.341,0.2535,0.26,13
1934,M,0.62,0.47,0.15,1.309,0.587,0.4405,0.325,9
2579,M,0.525,0.415,0.135,0.7945,0.394,0.189,0.202,7
1277,I,0.48,0.365,0.1,0.461,0.2205,0.0835,0.135,8
3221,M,0.385,0.305,0.09,0.2775,0.109,0.0515,0.1,9
595,I,0.575,0.455,0.18,0.8525,0.3015,0.1825,0.3,13
331,F,0.4,0.325,0.12,0.3185,0.134,0.0565,0.095,8
4080,I,0.555,0.43,0.125,0.7005,0.3395,0.1355,0.2095,8
2261,M,0.585,0.43,0.16,0.955,0.3625,0.176,0.27,11
3438,I,0.43,0.335,0.105,0.378,0.188,0.0785,0.09,6
3979,M,0.495,0.375,0.115,0.6245,0.282,0.143,0.155,6
241,I,0.27,0.2,0.07,0.1,0.034,0.0245,0.035,5
3705,F,0.67,0.54,0.2,1.46,0.6435,0.328,0.4165,9
1782,M,0.525,0.365,0.17,0.9605,0.438,0.2225,0.276,10
2065,F,0.535,0.42,0.13,0.699,0.3125,0.1565,0.2035,8
2711,I,0.19,0.14,0.03,0.0315,0.0125,0.005,0.0105,3
422,F,0.49,0.39,0.135,0.5785,0.2465,0.123,0.2,13
1027,F,0.645,0.505,0.165,1.4325,0.684,0.308,0.336,8
2960,F,0.66,0.525,0.18,1.5965,0.7765,0.397,0.3605,10
533,F,0.435,0.335,0.11,0.38,0.1695,0.086,0.11,9
3583,F,0.625,0.5,0.175,1.273,0.564,0.302,0.374,9
1686,M,0.62,0.48,0.15,1.266,0.6285,0.2575,0.309,12
2842,M,0.6,0.475,0.175,1.11,0.5105,0.256,0.285,9
6,F,0.53,0.415,0.15,0.7775,0.237,0.1415,0.33,20
