,Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Class
3227,F,0.45,0.35,0.135,0.56,0.231,0.137,0.145,13
3660,F,0.545,0.41,0.125,0.654,0.2945,0.1315,0.205,10
3990,M,0.67,0.51,0.2,1.5945,0.6705,0.3845,0.4505,10
1268,I,0.465,0.34,0.11,0.346,0.1425,0.073,0.113,11
1252,I,0.41,0.335,0.11,0.33,0.157,0.0705,0.17,7
2326,M,0.43,0.345,0.115,0.3045,0.0925,0.055,0.12,11
3145,M,0.55,0.42,0.17,0.8465,0.336,0.2405,0.245,13
2626,I,0.22,0.16,0.05,0.049,0.0215,0.01,0.015,4
2612,F,0.635,0.495,0.18,1.596,0.617,0.317,0.37,11
3368,I,0.61,0.48,0.165,1.097,0.4215,0.264,0.335,13
2916,M,0.595,0.47,0.155,1.2015,0.492,0.3865,0.265,10
1979,M,0.7,0.55,0.195,1.6245,0.675,0.347,0.535,13
144,M,0.475,0.375,0.13,0.5175,0.2075,0.1165,0.17,10
2550,I,0.28,0.22,0.08,0.1315,0.066,0.024,0.03,5
2350,F,0.515,0.435,0.17,0.631,0.2765,0.111,0.216,12
3649,I,0.515,0.405,0.13,0.573,0.213,0.134,0.195,9
923,I,0.425,0.34,0.1,0.382,0.164,0.096,0.1,6
204,M,0.42,0.335,0.115,0.369,0.171,0.071,0.12,8
3942,F,0.525,0.4,0.115,0.6295,0.2555,0.144,0.18,11
847,F,0.545,0.44,0.135,0.9185,0.429,0.2015,0.2375,10
668,M,0.55,0.425,0.155,0.9175,0.2775,0.243,0.335,13
2921,F,0.6,0.45,0.15,0.9625,0.4375,0.2225,0.2775,9
679,F,0.37,0.275,0.1,0.2225,0.093,0.026,0.08,8
2257,M,0.495,0.415,0.165,0.7485,0.264,0.134,0.285,13
3015,I,0.42,0.32,0.11,0.309,0.115,0.0645,0.0945,6
2576,I,0.5,0.38,0.11,0.494,0.218,0.09,0.1325,7
1878,I,0.545,0.425,0.14,0.8145,0.305,0.231,0.244,10
3292,F,0.495,0.375,0.15,0.597,0.2615,0.135,0.178,11
39,M,0.355,0.29,0.09,0.3275,0.134,0.086,0.09,9
1780,M,0.515,0.35,0.155,0.9225,0.4185,0.198,0.273,9
4087,I,0.595,0.475,0.155,0.984,0.4865,0.184,0.2755,10
1589,I,0.52,0.41,0.145,0.646,0.2965,0.1595,0.165,9
2826,M,0.5,0.365,0.13,0.5945,0.309,0.1085,0.1535,9
3548,F,0.495,0.37,0.12,0.594,0.28,0.11,0.1375,7
3217,M,0.425,0.34,0.12,0.388,0.149,0.087,0.125,10
809,F,0.52,0.41,0.115,0.807,0.2855,0.179,0.235,12
453,F,0.565,0.49,0.155,0.9245,0.405,0.2195,0.255,11
4172,F,0.565,0.45,0.165,0.887,0.37,0.239,0.249,11
2137,F,0.59,0.455,0.175,0.966,0.391,0.2455,0.31,10
407,M,0.59,0.485,0.12,0.911,0.39,0.182,0.29,16
943,I,0.465,0.345,0.11,0.4415,0.1755,0.0905,0.12,7
1415,F,0.695,0.565,0.19,1.7635,0.7465,0.399,0.4975,11
1692,F,0.625,0.485,0.175,1.362,0.6765,0.2615,0.3705,10
1207,F,0.755,0.625,0.21,2.505,1.1965,0.513,0.6785,11
282,F,0.455,0.355,0.12,0.4495,0.177,0.104,0.15,9
3331,F,0.51,0.34,0.18,0.7005,0.312,0.165,0.2,11
3031,I,0.525,0.4,0.11,0.6275,0.3015,0.126,0.18,8
2899,I,0.55,0.425,0.13,0.664,0.2695,0.163,0.21,8
1020,M,0.635,0.525,0.185,1.4065,0.684,0.3,0.3745,10
182,F,0.56,0.45,0.16,1.0235,0.429,0.268,0.3,10
2140,F,0.45,0.36,0.125,0.5065,0.222,0.105,0.16,10
2078,M,0.61,0.48,0.165,1.2435,0.5575,0.2675,0.372,8
3888,F,0.575,0.45,0.1,0.9315,0.431,0.222,0.235,12
674,F,0.49,0.385,0.15,0.7865,0.241,0.14,0.24,23
3352,F,0.52,0.405,0.145,0.829,0.3535,0.1685,0.205,15
3101,M,0.595,0.455,0.145,0.942,0.43,0.182,0.277,11
2887,I,0.51,0.4,0.145,0.5775,0.231,0.143,0.177,9
4118,M,0.65,0.525,0.185,1.3455,0.586,0.278,0.3865,9
2207,M,0.42,0.34,0.115,0.4215,0.175,0.093,0.135,8
1144,M,0.58,0.455,0.15,1.114,0.4765,0.2155,0.265,8
4007,F,0.585,0.46,0.15,1.0035,0.503,0.2105,0.2515,11
970,F,0.515,0.43,0.14,0.834,0.367,0.2,0.23,8
2722,I,0.375,0.275,0.095,0.2295,0.095,0.0545,0.066,7
543,M,0.445,0.35,0.115,0.3615,0.1565,0.0695,0.117,8
1454,I,0.47,0.355,0.12,0.3685,0.126,0.0835,0.1365,6
1947,M,0.635,0.5,0.165,1.273,0.6535,0.213,0.365,12
3058,I,0.62,0.475,0.16,0.907,0.371,0.167,0.3075,11
2971,M,0.715,0.55,0.175,1.825,0.938,0.3805,0.44,11
4154,I,0.435,0.33,0.095,0.393,0.219,0.075,0.0885,6
1557,I,0.425,0.325,0.11,0.317,0.135,0.048,0.09,8
298,M,0.49,0.395,0.14,0.549,0.2215,0.1275,0.15,11
3827,M,0.68,0.54,0.195,1.7825,0.5565,0.3235,0.4285,11
221,F,0.47,0.35,0.145,0.5175,0.187,0.1235,0.18,11
621,I,0.485,0.38,0.14,0.673,0.2175,0.13,0.195,18
3534,I,0.4,0.315,0.09,0.33,0.151,0.068,0.08,6
1421,F,0.72,0.575,0.17,1.9335,0.913,0.389,0.51,13
3142,I,0.215,0.165,0.055,0.059,0.0265,0.0125,0.0185,5
1892,M,0.565,0.45,0.16,0.895,0.415,0.195,0.246,9
1988,I,0.21,0.15,0.055,0.0465,0.017,0.012,0.015,5
3825,M,0.625,0.47,0.17,1.1665,0.4605,0.2565,0.3945,11
163,F,0.725,0.56,0.21,2.141,0.65,0.398,1.005,18
639,F,0.51,0.4,0.13,0.5735,0.219,0.1365,0.195,13
1327,M,0.565,0.39,0.125,0.744,0.352,0.13,0.1685,11
4119,I,0.3,0.215,0.05,0.1185,0.048,0.0225,0.042,4
1733,M,0.665,0.5,0.175,1.2975,0.6075,0.314,0.315,9
3159,F,0.34,0.255,0.085,0.204,0.097,0.021,0.05,6
798,M,0.52,0.42,0.16,0.745,0.255,0.157,0.2885,11
3850,F,0.375,0.295,0.11,0.3005,0.1255,0.0575,0.1035,7
1418,M,0.705,0.555,0.215,2.141,1.0465,0.383,0.528,11
811,F,0.49,0.365,0.13,0.6835,0.165,0.1315,0.205,21
1206,F,0.75,0.57,0.21,2.236,1.109,0.5195,0.545,11
3002,M,0.645,0.505,0.185,1.463,0.592,0.3905,0.416,10
1166,F,0.615,0.475,0.155,1.027,0.447,0.25,0.285,9
3880,I,0.38,0.3,0.1,0.286,0.1305,0.056,0.09,7
3887,F,0.56,0.44,0.155,0.9705,0.4315,0.263,0.255,9
3117,F,0.47,0.36,0.1,0.4705,0.1635,0.089,0.1385,8
2322,M,0.53,0.435,0.135,0.7365,0.3275,0.1315,0.22,12
1012,M,0.625,0.49,0.175,1.3325,0.5705,0.271,0.405,10
1459,I,0.485,0.38,0.12,0.4725,0.2075,0.1075,0.147,6
561,I,0.515,0.4,0.12,0.659,0.2705,0.179,0.17,13
2313,M,0.595,0.47,0.145,0.991,0.4035,0.1505,0.34,16
3242,M,0.635,0.48,0.19,1.467,0.5825,0.303,0.42,15
