,MYCT,MMIN,MMAX,CACH,CHMIN,CHMAX,Class
0,125.0,256.0,6000.0,256.0,16.0,128.0,198
4,29.0,8000.0,16000.0,32.0,8.0,16.0,132
7,23.0,16000.0,32000.0,64.0,16.0,32.0,489
9,23.0,32000.0,64000.0,128.0,32.0,64.0,1144
11,400.0,512.0,3500.0,4.0,1.0,6.0,40
12,60.0,2000.0,8000.0,65.0,1.0,8.0,92
13,50.0,4000.0,16000.0,65.0,1.0,8.0,138
14,350.0,64.0,64.0,0.0,1.0,4.0,10
29,320.0,256.0,5000.0,4.0,1.0,6.0,27
34,56.0,5240.0,20970.0,30.0,12.0,24.0,106
37,50.0,1000.0,4000.0,8.0,1.0,5.0,29
38,50.0,2000.0,8000.0,8.0,1.0,5.0,71
39,50.0,1000.0,4000.0,8.0,3.0,5.0,26
42,50.0,2000.0,16000.0,8.0,3.0,6.0,52
43,50.0,2000.0,16000.0,8.0,3.0,6.0,60
44,133.0,1000.0,12000.0,9.0,3.0,12.0,72
49,200.0,512.0,8000.0,8.0,1.0,8.0,62
51,700.0,256.0,2000.0,0.0,1.0,1.0,24
52,140.0,1000.0,16000.0,16.0,1.0,3.0,138
54,110.0,1000.0,4000.0,16.0,1.0,2.0,26
56,220.0,1000.0,8000.0,16.0,1.0,2.0,71
58,800.0,256.0,8000.0,0.0,1.0,4.0,14
59,800.0,256.0,8000.0,0.0,1.0,4.0,20
61,800.0,256.0,8000.0,0.0,1.0,4.0,22
62,125.0,512.0,1000.0,0.0,8.0,20.0,36
68,105.0,1000.0,4000.0,0.0,3.0,24.0,32
70,75.0,2000.0,8000.0,8.0,3.0,24.0,62
73,300.0,768.0,3000.0,0.0,6.0,24.0,36
80,330.0,1000.0,3000.0,0.0,2.0,4.0,16
81,300.0,1000.0,4000.0,8.0,3.0,64.0,38
82,300.0,1000.0,16000.0,8.0,2.0,112.0,38
84,330.0,1000.0,4000.0,0.0,3.0,6.0,22
89,140.0,2000.0,8000.0,32.0,1.0,54.0,66
90,140.0,2000.0,32000.0,32.0,1.0,54.0,141
91,140.0,2000.0,32000.0,32.0,1.0,54.0,189
94,57.0,4000.0,24000.0,64.0,12.0,16.0,237
95,26.0,16000.0,32000.0,64.0,16.0,24.0,465
100,203.0,1000.0,2000.0,0.0,1.0,5.0,24
101,115.0,512.0,6000.0,16.0,1.0,6.0,45
102,1100.0,512.0,1500.0,0.0,1.0,1.0,7
110,900.0,1000.0,4000.0,8.0,1.0,2.0,22
111,900.0,2000.0,4000.0,0.0,3.0,6.0,37
114,180.0,2000.0,8000.0,8.0,1.0,6.0,50
116,180.0,2000.0,16000.0,16.0,1.0,6.0,66
121,17.0,4000.0,16000.0,32.0,6.0,12.0,133
123,1500.0,768.0,2000.0,0.0,0.0,0.0,18
127,50.0,2000.0,8000.0,8.0,1.0,6.0,56
130,50.0,8000.0,16000.0,48.0,1.0,10.0,136
131,100.0,1000.0,8000.0,0.0,2.0,6.0,16
133,100.0,1000.0,8000.0,24.0,3.0,6.0,32
134,50.0,2000.0,16000.0,12.0,3.0,16.0,45
137,150.0,512.0,4000.0,0.0,8.0,128.0,30
138,115.0,2000.0,8000.0,16.0,1.0,3.0,50
140,92.0,2000.0,8000.0,32.0,1.0,6.0,62
144,60.0,4000.0,16000.0,32.0,1.0,6.0,86
146,60.0,4000.0,16000.0,64.0,5.0,8.0,93
149,72.0,2000.0,8000.0,16.0,6.0,8.0,105
152,35.0,8000.0,32000.0,64.0,8.0,24.0,370
153,38.0,16000.0,32000.0,128.0,16.0,32.0,510
154,48.0,4000.0,24000.0,32.0,8.0,24.0,214
159,56.0,1000.0,4000.0,0.0,1.0,6.0,17
160,56.0,2000.0,6000.0,0.0,1.0,8.0,21
165,38.0,4000.0,8000.0,32.0,16.0,32.0,51
168,38.0,8000.0,24000.0,160.0,4.0,8.0,140
170,200.0,1000.0,2000.0,0.0,1.0,2.0,25
172,200.0,2000.0,8000.0,64.0,1.0,5.0,41
175,250.0,1000.0,16000.0,1.0,1.0,8.0,50
176,160.0,512.0,4000.0,2.0,1.0,5.0,30
177,160.0,512.0,2000.0,2.0,3.0,8.0,32
179,160.0,1000.0,8000.0,16.0,1.0,14.0,60
184,105.0,2000.0,6000.0,16.0,6.0,16.0,33
186,52.0,4000.0,16000.0,32.0,4.0,12.0,130
189,59.0,8000.0,16000.0,64.0,12.0,24.0,188
190,26.0,8000.0,24000.0,32.0,8.0,16.0,173
191,26.0,8000.0,32000.0,64.0,12.0,16.0,248
193,116.0,2000.0,8000.0,32.0,5.0,28.0,70
197,50.0,4000.0,32000.0,112.0,52.0,104.0,397
200,180.0,262.0,4000.0,0.0,1.0,3.0,12
203,180.0,512.0,4000.0,0.0,1.0,3.0,21
204,124.0,1000.0,8000.0,0.0,1.0,8.0,42
205,98.0,1000.0,8000.0,32.0,2.0,8.0,46
206,125.0,2000.0,8000.0,0.0,2.0,14.0,52
207,480.0,512.0,8000.0,32.0,0.0,0.0,67
