,EpochNumber,SumOfValues
0,0.0,0.0
0,1.0,0.0
0,2.0,0.0
0,3.0,1.0
0,4.0,2.0
0,5.0,3.0
0,6.0,5.0
0,7.0,5.0
0,8.0,6.0
0,9.0,7.0
0,10.0,9.0
0,11.0,11.0
0,12.0,11.0
0,13.0,13.803571428571429
0,14.0,15.899131274131276
0,15.0,16.8999877264316
0,16.0,17.899999456746173
0,17.0,19.89999977918617
0,18.0,19.899999804268084
0,19.0,19.899999804268084
0,20.0,20.899999804268084
0,21.0,22.69998772565018
0,22.0,23.699999646945106
0,23.0,24.5333332933214
0,24.0,26.43333329333992
0,25.0,26.433333332547832
0,26.0,26.43333333320233
0,27.0,26.44905660375084
0,28.0,26.465384615382654
0,29.0,29.174655542477
0,30.0,29.183057334859647
0,31.0,33.03997098932973
0,32.0,33.073267326732655
0,33.0,33.07326732673267
0,34.0,33.980995279381204
0,35.0,33.980995279381204
0,36.0,34.872761820688744
0,37.0,34.872761820688744
0,38.0,35.773037923472955
0,39.0,35.77306713058342
0,40.0,35.77308220104017
0,41.0,35.77308220104017
0,42.0,35.77308220104017
0,43.0,35.77308566127871
0,44.0,36.56615663764128
0,45.0,36.57506751556117
0,46.0,36.57506769160509
0,47.0,36.57506770247762
0,48.0,36.57506771098133
0,49.0,36.57506771205389
0,50.0,36.57506771206
0,51.0,36.57506771230172
0,52.0,36.57506771235311
0,53.0,36.57506771235739
0,54.0,36.58380388010114
0,55.0,36.58380388010171
0,56.0,36.583803880102096
0,57.0,36.58380388010218
0,58.0,36.583803880102245
0,59.0,36.583803880102245
0,60.0,36.583803880102295
0,61.0,36.58380388010231
0,62.0,36.58380388010232
0,63.0,36.58380388010232
0,64.0,36.58380388010233
0,65.0,37.58380388010233
0,66.0,37.583808773400165
0,67.0,37.583808773400165
0,68.0,37.583808773400165
0,69.0,37.583808773400165
0,70.0,37.59254494113458
0,71.0,37.59254494113458
0,72.0,37.59254494113458
0,73.0,37.59271457545952
0,74.0,37.59271457545952
0,75.0,37.59271457545952
0,76.0,37.59271457545952
0,77.0,37.59271457545952
0,78.0,38.59271457545952
0,79.0,38.59271457545952
0,80.0,40.50162546654877
0,81.0,40.50162546654877
0,82.0,40.50162546654877
0,83.0,40.50162546654877
0,84.0,40.50162546654877
0,85.0,42.50162546654877
0,86.0,43.303605664568565
0,87.0,43.303605664568565
0,88.0,43.303605664568565
0,89.0,43.303605664568565
