,MYCT,MMIN,MMAX,CACH,CHMIN,CHMAX,Class
3,29.0,8000.0,32000.0,32.0,8.0,32.0,172
4,29.0,8000.0,16000.0,32.0,8.0,16.0,132
7,23.0,16000.0,32000.0,64.0,16.0,32.0,489
10,400.0,1000.0,3000.0,0.0,1.0,2.0,38
13,50.0,4000.0,16000.0,65.0,1.0,8.0,138
15,200.0,512.0,16000.0,0.0,4.0,32.0,35
16,167.0,524.0,2000.0,8.0,4.0,15.0,19
18,143.0,1000.0,2000.0,0.0,5.0,16.0,31
19,110.0,5000.0,5000.0,142.0,8.0,64.0,120
20,143.0,1500.0,6300.0,0.0,5.0,32.0,30
26,320.0,256.0,6000.0,0.0,1.0,6.0,33
29,320.0,256.0,5000.0,4.0,1.0,6.0,27
32,50.0,2620.0,10480.0,30.0,12.0,24.0,32
34,56.0,5240.0,20970.0,30.0,12.0,24.0,106
35,64.0,5240.0,20970.0,30.0,12.0,24.0,208
37,50.0,1000.0,4000.0,8.0,1.0,5.0,29
38,50.0,2000.0,8000.0,8.0,1.0,5.0,71
40,50.0,1000.0,8000.0,8.0,3.0,5.0,36
42,50.0,2000.0,16000.0,8.0,3.0,6.0,52
43,50.0,2000.0,16000.0,8.0,3.0,6.0,60
46,810.0,512.0,512.0,8.0,1.0,1.0,18
47,810.0,1000.0,5000.0,0.0,1.0,1.0,20
49,200.0,512.0,8000.0,8.0,1.0,8.0,62
51,700.0,256.0,2000.0,0.0,1.0,1.0,24
52,140.0,1000.0,16000.0,16.0,1.0,3.0,138
57,800.0,256.0,8000.0,0.0,1.0,4.0,12
59,800.0,256.0,8000.0,0.0,1.0,4.0,20
60,800.0,256.0,8000.0,0.0,1.0,4.0,16
62,125.0,512.0,1000.0,0.0,8.0,20.0,36
64,75.0,2000.0,16000.0,64.0,1.0,38.0,144
68,105.0,1000.0,4000.0,0.0,3.0,24.0,32
69,105.0,2000.0,4000.0,8.0,3.0,19.0,32
73,300.0,768.0,3000.0,0.0,6.0,24.0,36
80,330.0,1000.0,3000.0,0.0,2.0,4.0,16
81,300.0,1000.0,4000.0,8.0,3.0,64.0,38
83,330.0,1000.0,2000.0,0.0,1.0,2.0,16
89,140.0,2000.0,8000.0,32.0,1.0,54.0,66
90,140.0,2000.0,32000.0,32.0,1.0,54.0,141
93,57.0,4000.0,16000.0,1.0,6.0,12.0,132
94,57.0,4000.0,24000.0,64.0,12.0,16.0,237
95,26.0,16000.0,32000.0,64.0,16.0,24.0,465
99,480.0,96.0,512.0,0.0,1.0,1.0,6
100,203.0,1000.0,2000.0,0.0,1.0,5.0,24
102,1100.0,512.0,1500.0,0.0,1.0,1.0,7
103,1100.0,768.0,2000.0,0.0,1.0,1.0,13
108,900.0,512.0,1000.0,0.0,1.0,2.0,11
112,225.0,2000.0,4000.0,8.0,3.0,6.0,40
117,225.0,1000.0,4000.0,2.0,3.0,6.0,24
118,25.0,2000.0,12000.0,8.0,1.0,4.0,49
120,17.0,4000.0,16000.0,8.0,6.0,12.0,100
125,50.0,2000.0,4000.0,0.0,3.0,6.0,27
127,50.0,2000.0,8000.0,8.0,1.0,6.0,56
129,50.0,2000.0,16000.0,24.0,1.0,6.0,80
132,100.0,1000.0,8000.0,24.0,2.0,6.0,26
134,50.0,2000.0,16000.0,12.0,3.0,16.0,45
135,50.0,2000.0,16000.0,24.0,6.0,16.0,54
136,50.0,2000.0,16000.0,24.0,6.0,16.0,65
137,150.0,512.0,4000.0,0.0,8.0,128.0,30
142,92.0,2000.0,8000.0,4.0,1.0,6.0,50
144,60.0,4000.0,16000.0,32.0,1.0,6.0,86
146,60.0,4000.0,16000.0,64.0,5.0,8.0,93
148,72.0,4000.0,16000.0,64.0,8.0,16.0,143
150,40.0,8000.0,16000.0,32.0,8.0,16.0,214
151,40.0,8000.0,32000.0,64.0,8.0,24.0,277
153,38.0,16000.0,32000.0,128.0,16.0,32.0,510
155,38.0,8000.0,32000.0,64.0,8.0,24.0,326
157,112.0,1000.0,1000.0,0.0,1.0,4.0,8
160,56.0,2000.0,6000.0,0.0,1.0,8.0,21
161,56.0,2000.0,8000.0,0.0,1.0,8.0,24
163,56.0,4000.0,12000.0,0.0,1.0,8.0,42
165,38.0,4000.0,8000.0,32.0,16.0,32.0,51
167,38.0,8000.0,16000.0,64.0,4.0,8.0,100
169,38.0,4000.0,16000.0,128.0,16.0,32.0,212
175,250.0,1000.0,16000.0,1.0,1.0,8.0,50
179,160.0,1000.0,8000.0,16.0,1.0,14.0,60
181,240.0,512.0,1000.0,8.0,1.0,3.0,6
184,105.0,2000.0,6000.0,16.0,6.0,16.0,33
185,105.0,2000.0,8000.0,16.0,4.0,14.0,58
190,26.0,8000.0,24000.0,32.0,8.0,16.0,173
191,26.0,8000.0,32000.0,64.0,12.0,16.0,248
196,50.0,2000.0,32000.0,112.0,52.0,104.0,307
200,180.0,262.0,4000.0,0.0,1.0,3.0,12
202,180.0,262.0,4000.0,0.0,1.0,3.0,18
