,buying,maint,doors,persons,lug_boot,safety,Class
315,3,1,3,2,0,0,unacc
375,3,0,1,2,2,0,unacc
1704,0,0,3,0,1,0,unacc
107,3,3,3,2,2,2,unacc
485,2,3,1,2,2,2,unacc
303,3,1,3,0,2,0,unacc
91,3,3,3,1,0,1,unacc
1611,0,1,3,2,0,0,unacc
1302,0,3,0,0,2,0,unacc
624,2,2,3,0,1,0,unacc
128,3,2,0,2,0,2,unacc
1541,0,1,1,0,0,2,unacc
847,2,0,3,1,0,1,unacc
1084,1,1,0,0,1,1,unacc
1506,0,2,3,2,1,0,unacc
1194,1,0,0,0,2,0,unacc
47,3,3,1,2,0,2,unacc
1655,0,0,1,0,2,2,unacc
993,1,2,0,2,1,0,unacc
1487,0,2,3,0,0,2,unacc
547,2,2,0,0,2,1,unacc
1014,1,2,1,1,2,0,unacc
909,1,3,1,2,0,0,unacc
760,2,0,0,0,1,1,unacc
4,3,3,0,0,1,1,unacc
1203,1,0,0,1,2,0,unacc
363,3,0,1,1,1,0,unacc
567,2,2,1,0,0,0,unacc
121,3,2,0,1,1,1,unacc
1326,0,3,1,0,1,0,unacc
1617,0,1,3,2,2,0,unacc
141,3,2,1,0,2,0,unacc
732,2,1,3,0,1,0,unacc
546,2,2,0,0,2,0,unacc
231,3,1,0,1,2,0,unacc
1382,0,3,3,0,1,2,unacc
893,1,3,1,0,0,2,unacc
14,3,3,0,1,1,2,unacc
211,3,2,3,2,1,1,unacc
1374,0,3,2,2,2,0,unacc
1709,0,0,3,0,2,2,unacc
372,3,0,1,2,1,0,unacc
1057,1,2,3,0,1,1,unacc
1158,1,1,2,2,2,0,unacc
325,3,0,0,0,0,1,unacc
655,2,1,0,0,2,1,unacc
618,2,2,2,2,2,0,unacc
625,2,2,3,0,1,1,unacc
228,3,1,0,1,1,0,unacc
817,2,0,2,0,2,1,unacc
277,3,1,2,0,2,1,unacc
1104,1,1,0,2,2,0,unacc
596,2,2,2,0,0,2,unacc
1311,0,3,0,1,2,0,unacc
435,2,3,0,0,1,0,unacc
23,3,3,0,2,1,2,unacc
1489,0,2,3,0,1,1,unacc
1108,1,1,1,0,0,1,unacc
1706,0,0,3,0,1,2,unacc
99,3,3,3,2,0,0,unacc
354,3,0,1,0,1,0,unacc
1246,1,0,2,0,1,1,unacc
1542,0,1,1,0,1,0,unacc
1301,0,3,0,0,1,2,unacc
92,3,3,3,1,0,2,unacc
1055,1,2,3,0,0,2,unacc
1305,0,3,0,1,0,0,unacc
1331,0,3,1,0,2,2,unacc
1303,0,3,0,0,2,1,unacc
217,3,1,0,0,0,1,unacc
509,2,3,2,2,1,2,unacc
747,2,1,3,2,0,0,unacc
85,3,3,3,0,1,1,unacc
872,1,3,0,0,2,2,unacc
130,3,2,0,2,1,1,unacc
364,3,0,1,1,1,1,unacc
885,1,3,0,2,1,0,unacc
1626,0,0,0,0,2,0,unacc
1540,0,1,1,0,0,1,unacc
1460,0,2,2,0,0,2,unacc
1140,1,1,2,0,2,0,unacc
1702,0,0,3,0,0,1,unacc
194,3,2,3,0,1,2,unacc
595,2,2,2,0,0,1,unacc
903,1,3,1,1,1,0,unacc
415,3,0,3,1,0,1,unacc
1068,1,2,3,1,2,0,unacc
1463,0,2,2,0,1,2,unacc
1578,0,1,2,1,1,0,unacc
45,3,3,1,2,0,0,unacc
1296,0,3,0,0,0,0,unacc
252,3,1,1,1,0,0,unacc
444,2,3,0,1,1,0,unacc
1293,1,0,3,2,2,0,unacc
1290,1,0,3,2,1,0,unacc
39,3,3,1,1,1,0,unacc
729,2,1,3,0,0,0,unacc
1381,0,3,3,0,1,1,unacc
758,2,0,0,0,0,2,unacc
529,2,3,3,1,2,1,unacc
51,3,3,1,2,2,0,unacc
1490,0,2,3,0,1,2,unacc
1605,0,1,3,1,1,0,unacc
1410,0,2,0,0,2,0,unacc
1648,0,0,1,0,0,1,unacc
1594,0,1,3,0,0,1,unacc
420,3,0,3,1,2,0,unacc
790,2,0,1,0,2,1,unacc
1494,0,2,3,1,0,0,unacc
383,3,0,2,0,1,2,unacc
1081,1,1,0,0,0,1,unacc
212,3,2,3,2,1,2,unacc
299,3,1,3,0,0,2,unacc
1566,0,1,2,0,0,0,unacc
345,3,0,0,2,1,0,unacc
332,3,0,0,0,2,2,unacc
59,3,3,2,0,1,2,unacc
1486,0,2,3,0,0,1,unacc
1165,1,1,3,0,1,1,unacc
80,3,3,2,2,2,2,unacc
321,3,1,3,2,2,0,unacc
984,1,2,0,1,1,0,unacc
602,2,2,2,0,2,2,unacc
236,3,1,0,2,0,2,unacc
777,2,0,0,2,1,0,unacc
1551,0,1,1,1,1,0,unacc
622,2,2,3,0,0,1,unacc
216,3,1,0,0,0,0,unacc
720,2,1,2,2,0,0,unacc
1438,0,2,1,0,2,1,unacc
555,2,2,0,1,2,0,unacc
384,3,0,2,0,2,0,unacc
1044,1,2,2,2,0,0,unacc
164,3,2,2,0,0,2,unacc
708,2,1,2,0,2,0,unacc
302,3,1,3,0,1,2,unacc
316,3,1,3,2,0,1,unacc
81,3,3,3,0,0,0,unacc
137,3,2,1,0,0,2,unacc
1509,0,2,3,2,2,0,unacc
735,2,1,3,0,2,0,unacc
977,1,2,0,0,1,2,unacc
516,2,3,3,0,1,0,unacc
676,2,1,1,0,0,1,unacc
476,2,3,1,1,2,2,unacc
1500,0,2,3,1,2,0,unacc
307,3,1,3,1,0,1,unacc
199,3,2,3,1,0,1,unacc
1332,0,3,1,1,0,0,unacc
879,1,3,0,1,2,0,unacc
1386,0,3,3,1,0,0,unacc
32,3,3,1,0,1,2,unacc
1072,1,2,3,2,0,1,unacc
1424,0,2,0,2,0,2,unacc
37,3,3,1,1,0,1,unacc
1247,1,0,2,0,1,2,unacc
1593,0,1,3,0,0,0,unacc
1217,1,0,1,0,0,2,unacc
973,1,2,0,0,0,1,unacc
1011,1,2,1,1,1,0,unacc
1059,1,2,3,0,2,0,unacc
508,2,3,2,2,1,1,unacc
1166,1,1,3,0,1,2,unacc
487,2,3,2,0,0,1,unacc
682,2,1,1,0,2,1,unacc
133,3,2,0,2,2,1,unacc
1531,0,1,0,2,0,1,unacc
1544,0,1,1,0,1,2,unacc
304,3,1,3,0,2,1,unacc
185,3,2,2,2,1,2,unacc
787,2,0,1,0,1,1,unacc
843,2,0,3,0,2,0,unacc
533,2,3,3,2,0,2,unacc
1569,0,1,2,0,1,0,unacc
1142,1,1,2,0,2,2,unacc
461,2,3,1,0,0,2,unacc
237,3,1,0,2,1,0,unacc
628,2,2,3,0,2,1,unacc
326,3,0,0,0,0,2,unacc
486,2,3,2,0,0,0,unacc
1353,0,3,2,0,1,0,unacc
1092,1,1,0,1,1,0,unacc
591,2,2,1,2,2,0,unacc
207,3,2,3,2,0,0,unacc
426,3,0,3,2,1,0,unacc
1513,0,1,0,0,0,1,unacc
1488,0,2,3,0,1,0,unacc
369,3,0,1,2,0,0,unacc
1257,1,0,2,1,2,0,unacc
186,3,2,2,2,2,0,unacc
251,3,1,1,0,2,2,unacc
1155,1,1,2,2,1,0,unacc
1462,0,2,2,0,1,1,unacc
948,1,3,3,0,1,0,unacc
1050,1,2,2,2,2,0,unacc
1492,0,2,3,0,2,1,unacc
696,2,1,1,2,1,0,unacc
358,3,0,1,0,2,1,unacc
187,3,2,2,2,2,1,unacc
1575,0,1,2,1,0,0,unacc
465,2,3,1,0,2,0,unacc
1026,1,2,2,0,0,0,unacc
180,3,2,2,2,0,0,unacc
1389,0,3,3,1,1,0,unacc
1622,0,0,0,0,0,2,unacc
