,testID,nearestNeighbors,expectedValue,actualValue,correctAssignment
197,1,"[195, 153, 191, 5, 19]",280.99751584799407,397,False
150,1,"[4, 148, 186, 188, 136]",116.55561575349802,214,False
157,1,"[100, 171, 176, 202, 181]",21.595917202180868,8,False
126,1,"[183, 161, 42, 114, 41]",37.60470632360273,45,False
82,1,"[81, 137, 15, 22, 71]",45.63934691189323,38,False
8,1,"[153, 96, 191, 5, 152]",381.7777224649294,636,False
196,1,"[195, 153, 191, 5, 19]",281.07884084725646,307,False
35,1,"[34, 4, 148, 188, 186]",124.85877586679455,208,False
135,1,"[136, 186, 188, 129, 128]",91.63405962301806,54,False
2,1,"[3, 5, 152, 191, 4]",247.91930139496176,220,False
166,1,"[34, 188, 148, 149, 4]",119.82555260562008,116,True
18,1,"[72, 62, 68, 21, 66]",27.999603543423756,31,True
112,1,"[85, 183, 84, 174, 114]",34.610867580228934,40,False
10,1,"[27, 25, 14, 171, 104]",30.392220379472803,38,False
172,1,"[180, 114, 56, 49, 13]",86.00706721950655,41,False
52,1,"[116, 129, 128, 56, 41]",65.39064272870536,138,False
141,1,"[180, 114, 161, 129, 128]",66.58021303103719,60,False
184,1,"[149, 21, 183, 136, 92]",49.34737291042306,33,False
162,1,"[163, 161, 114, 49, 187]",50.648988025391645,34,False
54,1,"[176, 56, 171, 202, 178]",37.398049333418705,26,False
11,1,"[27, 25, 26, 14, 182]",29.987805261902576,40,False
47,1,"[57, 59, 104, 111, 102]",18.40117450617973,20,True
37,1,"[176, 171, 178, 202, 100]",27.997203517522667,29,True
29,1,"[26, 27, 25, 24, 182]",32.5933473273277,27,False
199,1,"[191, 5, 153, 152, 3]",323.54480930580416,1150,False
142,1,"[161, 114, 49, 183, 85]",37.398312737583815,50,False
169,1,"[31, 148, 153, 34, 146]",243.7831285554348,212,False
64,1,"[13, 129, 128, 146, 144]",93.36544307780461,144,False
90,1,"[3, 71, 129, 128, 116]",90.39387840680197,141,False
193,1,"[180, 149, 21, 136, 188]",84.99835564939724,70,False
204,1,"[161, 49, 114, 179, 176]",45.202907825265605,42,True
167,1,"[146, 13, 4, 186, 148]",127.23065213983233,100,False
118,1,"[161, 41, 163, 42, 129]",47.60330928301543,49,True
98,1,"[4, 187, 136, 148, 186]",108.97280172283446,185,False
53,1,"[56, 171, 49, 114, 202]",46.19534250027728,36,False
155,1,"[152, 5, 191, 3, 96]",314.6540024915503,326,False
93,1,"[187, 188, 186, 136, 42]",86.99022200482375,132,False
131,1,"[161, 114, 49, 85, 176]",39.00345738334591,16,False
50,1,"[57, 59, 104, 26, 27]",21.623673203446927,24,True
185,1,"[149, 179, 183, 44, 180]",73.5964702041113,58,False
173,1,"[171, 176, 202, 182, 26]",24.39937606603874,25,True
12,1,"[13, 180, 161, 114, 129]",80.15615688219196,92,False
164,1,"[163, 144, 42, 129, 128]",66.01625962918793,46,False
