,Unnamed: 0,nodeID,parentNode,dataSetFilters,evaluated,nodeFeature,nodePrediction,childrenNodes,gainOrMSE,treeLevel,pruned,isLeaf
0,0,0,-1,{},True,Uniformity_of_cell_shape,2,"{'belowMean': 1, 'aboveMean': 2}",0.7330891189174669,0,False,False
1,1,1,0,{'Uniformity_of_cell_shape': 'belowMean'},True,Bare_nuclei,2,"{'belowMean': 3, 'aboveMean': 4}",0.5309203788278966,1,True,True
2,2,2,0,{'Uniformity_of_cell_shape': 'aboveMean'},True,Bland_chromatin,4,"{'belowMean': 5, 'aboveMean': 6}",0.1190083424572583,1,True,True
3,3,3,1,"{'Uniformity_of_cell_shape': 'belowMean', 'Bare_nuclei': 'belowMean'}",True,Uniformity_of_cell_size,2,"{'belowMean': 7, 'aboveMean': 8}",0.99999466640929,2,False,False
4,4,4,1,"{'Uniformity_of_cell_shape': 'belowMean', 'Bare_nuclei': 'aboveMean'}",True,Clump_thickness,4,"{'belowMean': 9, 'aboveMean': 10}",0.395813376653692,2,True,True
5,5,5,2,"{'Uniformity_of_cell_shape': 'aboveMean', 'Bland_chromatin': 'belowMean'}",True,Mitoses,4,"{'belowMean': 11, 'aboveMean': 12}",0.1425235351489384,2,False,False
6,6,6,2,"{'Uniformity_of_cell_shape': 'aboveMean', 'Bland_chromatin': 'aboveMean'}",True,,4,{},0.0,2,False,True
7,7,7,3,"{'Uniformity_of_cell_shape': 'belowMean', 'Bare_nuclei': 'belowMean', 'Uniformity_of_cell_size': 'belowMean'}",True,,2,{},0.0,3,False,True
8,8,8,3,"{'Uniformity_of_cell_shape': 'belowMean', 'Bare_nuclei': 'belowMean', 'Uniformity_of_cell_size': 'aboveMean'}",True,,4,{},0.0,3,False,True
9,9,9,4,"{'Uniformity_of_cell_shape': 'belowMean', 'Bare_nuclei': 'aboveMean', 'Clump_thickness': 'belowMean'}",True,Marginal_adhesion,2,"{'belowMean': 13, 'aboveMean': 14}",0.999991256383202,3,False,False
