,X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,Class
224,7,4,9,3,90.1,82.9,735.7,6.2,15.4,57.0,4.5,0.0,3.6560979645895566
461,8,6,8,6,93.7,231.1,715.1,8.4,18.9,64.0,4.9,0.0,0.0
310,7,4,9,7,92.4,105.8,758.1,9.9,25.3,27.0,2.7,0.0,0.0
180,1,3,9,7,92.4,124.1,680.7,8.5,23.9,32.0,6.7,0.0,1.8453002361560848
165,6,5,3,4,84.9,18.2,55.0,3.0,5.3,70.0,4.5,0.0,1.144222799920162
239,7,5,4,7,81.9,3.0,7.9,3.5,13.4,75.0,1.8,0.0,0.0
244,2,4,8,7,91.8,175.1,700.7,13.8,22.4,54.0,7.6,0.0,1.3532545070416904
439,1,3,9,5,91.1,91.3,738.1,7.2,19.1,46.0,2.2,0.0,0.2851789422336624
375,6,5,9,6,91.2,94.3,744.4,8.4,15.4,57.0,4.9,0.0,3.6975913947159578
107,4,5,8,7,90.2,99.6,631.2,6.3,21.4,33.0,3.1,0.0,0.0
486,5,4,8,2,95.1,141.3,605.8,17.7,24.1,43.0,6.3,0.0,1.0986122886681098
347,5,4,9,5,92.1,99.0,745.3,9.6,10.1,75.0,3.6,0.0,0.0
440,5,4,9,5,90.3,290.0,855.3,7.4,16.2,58.0,3.6,0.0,0.0
435,2,5,7,6,90.8,84.7,376.6,5.6,23.8,51.0,1.8,0.0,0.0
293,7,6,7,2,93.1,180.4,430.8,11.0,26.9,28.0,5.4,0.0,4.471067201464611
246,5,4,8,7,91.8,175.1,700.7,13.8,25.7,39.0,5.4,0.0,0.08617769624105233
215,4,4,3,6,91.7,35.8,80.8,7.8,17.0,27.0,4.9,0.0,3.389799336709786
311,6,3,9,7,92.4,105.8,758.1,9.9,24.8,28.0,1.8,0.0,2.727199019940971
15,6,5,9,5,93.3,141.2,713.9,13.9,22.9,44.0,5.4,0.0,0.0
359,1,4,9,5,92.5,122.0,789.7,10.2,21.1,39.0,2.2,0.0,2.21046980408624
444,2,5,9,5,90.3,290.0,855.3,7.4,16.2,58.0,3.6,0.0,2.3942522815198695
501,7,5,8,2,96.1,181.1,671.2,14.3,21.6,65.0,4.9,0.8,0.0
473,9,4,6,6,90.5,61.1,252.6,9.4,24.5,50.0,3.1,0.0,4.267176792994939
409,1,4,7,2,92.3,96.2,450.2,12.1,23.4,31.0,5.4,0.0,0.0
305,1,4,9,7,89.6,84.1,714.3,5.7,19.0,52.0,2.2,0.0,0.0
266,6,5,8,2,94.3,131.7,607.1,22.7,19.4,55.0,4.0,0.0,0.15700374880966478
150,6,5,6,5,92.5,56.4,433.3,7.1,23.2,39.0,5.4,0.0,0.7839015438284094
241,4,4,4,5,83.0,23.3,85.3,2.3,16.7,20.0,3.1,0.0,0.0
334,2,3,9,1,91.6,108.4,764.0,6.2,18.0,51.0,5.4,0.0,0.0
0,7,5,3,5,86.2,26.2,94.3,5.1,8.2,51.0,6.7,0.0,0.0
217,1,3,9,1,88.6,91.8,709.9,7.1,12.4,73.0,6.3,0.0,3.4442568711226023
60,2,2,3,7,89.3,51.3,102.2,9.6,11.5,39.0,5.8,0.0,0.0
179,8,6,8,2,88.8,147.3,614.5,9.0,14.4,66.0,5.4,0.0,1.8293763327993617
