,buying,maint,doors,persons,lug_boot,safety,Class
3,3,3,0,0,1,0,unacc
5,3,3,0,0,1,2,unacc
8,3,3,0,0,2,2,unacc
9,3,3,0,1,0,0,unacc
11,3,3,0,1,0,2,unacc
15,3,3,0,1,2,0,unacc
17,3,3,0,1,2,2,unacc
20,3,3,0,2,0,2,unacc
23,3,3,0,2,1,2,unacc
28,3,3,1,0,0,1,unacc
32,3,3,1,0,1,2,unacc
39,3,3,1,1,1,0,unacc
41,3,3,1,1,1,2,unacc
44,3,3,1,1,2,2,unacc
48,3,3,1,2,1,0,unacc
49,3,3,1,2,1,1,unacc
51,3,3,1,2,2,0,unacc
53,3,3,1,2,2,2,unacc
57,3,3,2,0,1,0,unacc
62,3,3,2,0,2,2,unacc
63,3,3,2,1,0,0,unacc
65,3,3,2,1,0,2,unacc
66,3,3,2,1,1,0,unacc
67,3,3,2,1,1,1,unacc
68,3,3,2,1,1,2,unacc
69,3,3,2,1,2,0,unacc
70,3,3,2,1,2,1,unacc
71,3,3,2,1,2,2,unacc
73,3,3,2,2,0,1,unacc
76,3,3,2,2,1,1,unacc
77,3,3,2,2,1,2,unacc
80,3,3,2,2,2,2,unacc
83,3,3,3,0,0,2,unacc
85,3,3,3,0,1,1,unacc
86,3,3,3,0,1,2,unacc
91,3,3,3,1,0,1,unacc
93,3,3,3,1,1,0,unacc
94,3,3,3,1,1,1,unacc
95,3,3,3,1,1,2,unacc
96,3,3,3,1,2,0,unacc
99,3,3,3,2,0,0,unacc
100,3,3,3,2,0,1,unacc
103,3,3,3,2,1,1,unacc
105,3,3,3,2,2,0,unacc
106,3,3,3,2,2,1,unacc
111,3,2,0,0,1,0,unacc
114,3,2,0,0,2,0,unacc
116,3,2,0,0,2,2,unacc
119,3,2,0,1,0,2,unacc
122,3,2,0,1,1,2,unacc
124,3,2,0,1,2,1,unacc
125,3,2,0,1,2,2,unacc
126,3,2,0,2,0,0,unacc
127,3,2,0,2,0,1,unacc
129,3,2,0,2,1,0,unacc
131,3,2,0,2,1,2,unacc
135,3,2,1,0,0,0,unacc
136,3,2,1,0,0,1,unacc
138,3,2,1,0,1,0,unacc
142,3,2,1,0,2,1,unacc
149,3,2,1,1,1,2,unacc
