,buying,maint,doors,persons,lug_boot,safety,Class
199,3,2,3,1,0,1,unacc
1122,1,1,1,1,2,0,unacc
576,2,2,1,1,0,0,unacc
951,1,3,3,0,2,0,unacc
226,3,1,0,1,0,1,unacc
415,3,0,3,1,0,1,unacc
1620,0,0,0,0,0,0,unacc
1594,0,1,3,0,0,1,unacc
516,2,3,3,0,1,0,unacc
950,1,3,3,0,1,2,unacc
471,2,3,1,1,1,0,unacc
1662,0,0,1,1,2,0,unacc
344,3,0,0,2,0,2,unacc
735,2,1,3,0,2,0,unacc
147,3,2,1,1,1,0,unacc
507,2,3,2,2,1,0,unacc
1410,0,2,0,0,2,0,unacc
1438,0,2,1,0,2,1,unacc
1005,1,2,1,0,2,0,unacc
1182,1,1,3,2,1,0,unacc
58,3,3,2,0,1,1,unacc
798,2,0,1,1,2,0,unacc
1514,0,1,0,0,0,2,unacc
434,2,3,0,0,0,2,unacc
1435,0,2,1,0,1,1,unacc
618,2,2,2,2,2,0,unacc
1084,1,1,0,0,1,1,unacc
1315,0,3,0,2,0,1,unacc
1532,0,1,0,2,0,2,unacc
572,2,2,1,0,1,2,unacc
1622,0,0,0,0,0,2,unacc
1095,1,1,0,1,2,0,unacc
1548,0,1,1,1,0,0,unacc
1601,0,1,3,0,2,2,unacc
1614,0,1,3,2,1,0,unacc
498,2,3,2,1,1,0,unacc
343,3,0,0,2,0,1,unacc
1473,0,2,2,1,2,0,unacc
810,2,0,2,0,0,0,unacc
1541,0,1,1,0,0,2,unacc
756,2,0,0,0,0,0,unacc
474,2,3,1,1,2,0,unacc
153,3,2,1,2,0,0,unacc
681,2,1,1,0,2,0,unacc
1287,1,0,3,2,0,0,unacc
4,3,3,0,0,1,1,unacc
89,3,3,3,0,2,2,unacc
148,3,2,1,1,1,1,unacc
282,3,1,2,1,1,0,unacc
88,3,3,3,0,2,1,unacc
120,3,2,0,1,1,0,unacc
1527,0,1,0,1,2,0,unacc
1380,0,3,3,0,1,0,unacc
829,2,0,2,2,0,1,unacc
954,1,3,3,1,0,0,unacc
152,3,2,1,1,2,2,unacc
1703,0,0,3,0,0,2,unacc
560,2,2,0,2,0,2,unacc
29,3,3,1,0,0,2,unacc
1599,0,1,3,0,2,0,unacc
582,2,2,1,1,2,0,unacc
1206,1,0,0,2,0,0,unacc
173,3,2,2,1,0,2,unacc
975,1,2,0,0,1,0,unacc
841,2,0,3,0,1,1,unacc
370,3,0,1,2,0,1,unacc
1062,1,2,3,1,0,0,unacc
360,3,0,1,1,0,0,unacc
484,2,3,1,2,2,1,unacc
1516,0,1,0,0,1,1,unacc
1054,1,2,3,0,0,1,unacc
748,2,1,3,2,0,1,unacc
731,2,1,3,0,0,2,unacc
34,3,3,1,0,2,1,unacc
933,1,3,2,1,2,0,unacc
1608,0,1,3,1,2,0,unacc
655,2,1,0,0,2,1,unacc
1082,1,1,0,0,0,2,unacc
882,1,3,0,2,0,0,unacc
496,2,3,2,1,0,1,unacc
817,2,0,2,0,2,1,unacc
312,3,1,3,1,2,0,unacc
1656,0,0,1,1,0,0,unacc
575,2,2,1,0,2,2,unacc
732,2,1,3,0,1,0,unacc
1140,1,1,2,0,2,0,unacc
1221,1,0,1,0,2,0,unacc
777,2,0,0,2,1,0,unacc
757,2,0,0,0,0,1,unacc
899,1,3,1,0,2,2,unacc
357,3,0,1,0,2,0,unacc
729,2,1,3,0,0,0,unacc
977,1,2,0,0,1,2,unacc
612,2,2,2,2,0,0,unacc
423,3,0,3,2,0,0,unacc
1137,1,1,2,0,1,0,unacc
256,3,1,1,1,1,1,unacc
979,1,2,0,0,2,1,unacc
1169,1,1,3,0,2,2,unacc
1605,0,1,3,1,1,0,unacc
26,3,3,0,2,2,2,unacc
1377,0,3,3,0,0,0,unacc
915,1,3,1,2,2,0,unacc
1651,0,0,1,0,1,1,unacc
115,3,2,0,0,2,1,unacc
1271,1,0,3,0,0,2,unacc
1332,0,3,1,1,0,0,unacc
299,3,1,3,0,0,2,unacc
1641,0,0,0,2,1,0,unacc
1652,0,0,1,0,1,2,unacc
543,2,2,0,0,1,0,unacc
78,3,3,2,2,2,0,unacc
1344,0,3,1,2,1,0,unacc
720,2,1,2,2,0,0,unacc
1033,1,2,2,0,2,1,unacc
378,3,0,2,0,0,0,unacc
206,3,2,3,1,2,2,unacc
747,2,1,3,2,0,0,unacc
542,2,2,0,0,0,2,unacc
741,2,1,3,1,1,0,unacc
24,3,3,0,2,2,0,unacc
1539,0,1,1,0,0,0,unacc
1463,0,2,2,0,1,2,unacc
270,3,1,2,0,0,0,unacc
12,3,3,0,1,1,0,unacc
528,2,3,3,1,2,0,unacc
84,3,3,3,0,1,0,unacc
897,1,3,1,0,2,0,unacc
413,3,0,3,0,2,2,unacc
1659,0,0,1,1,1,0,unacc
675,2,1,1,0,0,0,unacc
1520,0,1,0,0,2,2,unacc
524,2,3,3,1,0,2,unacc
737,2,1,3,0,2,2,unacc
456,2,3,0,2,2,0,unacc
217,3,1,0,0,0,1,unacc
1683,0,0,2,1,0,0,unacc
1422,0,2,0,2,0,0,unacc
903,1,3,1,1,1,0,unacc
660,2,1,0,1,1,0,unacc
1517,0,1,0,0,1,2,unacc
804,2,0,1,2,1,0,unacc
1341,0,3,1,2,0,0,unacc
1492,0,2,3,0,2,1,unacc
141,3,2,1,0,2,0,unacc
369,3,0,1,2,0,0,unacc
200,3,2,3,1,0,2,unacc
14,3,3,0,1,1,2,unacc
1146,1,1,2,1,1,0,unacc
1436,0,2,1,0,1,2,unacc
626,2,2,3,0,1,2,unacc
717,2,1,2,1,2,0,unacc
677,2,1,1,0,0,2,unacc
874,1,3,0,1,0,1,unacc
358,3,0,1,0,2,1,unacc
170,3,2,2,0,2,2,unacc
703,2,1,2,0,0,1,unacc
132,3,2,0,2,2,0,unacc
1482,0,2,2,2,2,0,unacc
108,3,2,0,0,0,0,unacc
1452,0,2,1,2,1,0,unacc
926,1,3,2,0,2,2,unacc
1185,1,1,3,2,2,0,unacc
1351,0,3,2,0,0,1,unacc
1135,1,1,2,0,0,1,unacc
1392,0,3,3,1,2,0,unacc
1713,0,0,3,1,1,0,unacc
519,2,3,3,0,2,0,unacc
709,2,1,2,0,2,1,unacc
1014,1,2,1,1,2,0,unacc
160,3,2,1,2,2,1,unacc
144,3,2,1,1,0,0,unacc
43,3,3,1,1,2,1,unacc
1408,0,2,0,0,1,1,unacc
1493,0,2,3,0,2,2,unacc
133,3,2,0,2,2,1,unacc
291,3,1,2,2,1,0,unacc
1465,0,2,2,0,2,1,unacc
1125,1,1,1,2,0,0,unacc
1524,0,1,0,1,1,0,unacc
1115,1,1,1,0,2,2,unacc
1395,0,3,3,2,0,0,unacc
113,3,2,0,0,1,2,unacc
479,2,3,1,2,0,2,unacc
302,3,1,3,0,1,2,unacc
883,1,3,0,2,0,1,unacc
1314,0,3,0,2,0,0,unacc
1057,1,2,3,0,1,1,unacc
1301,0,3,0,0,1,2,unacc
407,3,0,3,0,0,2,unacc
775,2,0,0,2,0,1,unacc
627,2,2,3,0,2,0,unacc
842,2,0,3,0,1,2,unacc
904,1,3,1,1,1,1,unacc
1299,0,3,0,0,1,0,unacc
1063,1,2,3,1,0,1,unacc
1569,0,1,2,0,1,0,unacc
1467,0,2,2,1,0,0,unacc
0,3,3,0,0,0,0,unacc
1316,0,3,0,2,0,2,unacc
1500,0,2,3,1,2,0,unacc
636,2,2,3,1,2,0,unacc
1479,0,2,2,2,1,0,unacc
128,3,2,0,2,0,2,unacc
1113,1,1,1,0,2,0,unacc
1353,0,3,2,0,1,0,unacc
1602,0,1,3,1,0,0,unacc
176,3,2,2,1,1,2,unacc
928,1,3,2,1,0,1,unacc
244,3,1,1,0,0,1,unacc
1725,0,0,3,2,2,0,unacc
1497,0,2,3,1,1,0,unacc
708,2,1,2,0,2,0,unacc
668,2,1,0,2,0,2,unacc
1378,0,3,3,0,0,1,unacc
1212,1,0,0,2,2,0,unacc
397,3,0,2,2,0,1,unacc
193,3,2,3,0,1,1,unacc
765,2,0,0,1,0,0,unacc
143,3,2,1,0,2,2,unacc
763,2,0,0,0,2,1,unacc
154,3,2,1,2,0,1,unacc
521,2,3,3,0,2,2,unacc
1385,0,3,3,0,2,2,unacc
1573,0,1,2,0,2,1,unacc
297,3,1,3,0,0,0,unacc
814,2,0,2,0,1,1,unacc
1707,0,0,3,0,2,0,unacc
228,3,1,0,1,1,0,unacc
595,2,2,2,0,0,1,unacc
946,1,3,3,0,0,1,unacc
1443,0,2,1,1,1,0,unacc
1298,0,3,0,0,0,2,unacc
1293,1,0,3,2,2,0,unacc
1309,0,3,0,1,1,1,unacc
1635,0,0,0,1,2,0,unacc
1676,0,0,2,0,0,2,unacc
953,1,3,3,0,2,2,unacc
337,3,0,0,1,1,1,unacc
639,2,2,3,2,0,0,unacc
19,3,3,0,2,0,1,unacc
1035,1,2,2,1,0,0,unacc
1050,1,2,2,2,2,0,unacc
609,2,2,2,1,2,0,unacc
1068,1,2,3,1,2,0,unacc
1412,0,2,0,0,2,2,unacc
1701,0,0,3,0,0,0,unacc
573,2,2,1,0,2,0,unacc
1219,1,0,1,0,1,1,unacc
208,3,2,3,2,0,1,unacc
1409,0,2,0,0,1,2,unacc
1,3,3,0,0,0,1,unacc
1036,1,2,2,1,0,1,unacc
50,3,3,1,2,1,2,unacc
559,2,2,0,2,0,1,unacc
622,2,2,3,0,0,1,unacc
47,3,3,1,2,0,2,unacc
901,1,3,1,1,0,1,unacc
780,2,0,0,2,2,0,unacc
682,2,1,1,0,2,1,unacc
1272,1,0,3,0,1,0,unacc
252,3,1,1,1,0,0,unacc
61,3,3,2,0,2,1,unacc
480,2,3,1,2,1,0,unacc
356,3,0,1,0,1,2,unacc
561,2,2,0,2,1,0,unacc
1381,0,3,3,0,1,1,unacc
1628,0,0,0,0,2,2,unacc
288,3,1,2,2,0,0,unacc
1030,1,2,2,0,1,1,unacc
204,3,2,3,1,2,0,unacc
825,2,0,2,1,2,0,unacc
455,2,3,0,2,1,2,unacc
1026,1,2,2,0,0,0,unacc
1587,0,1,2,2,1,0,unacc
734,2,1,3,0,1,2,unacc
1536,0,1,0,2,2,0,unacc
384,3,0,2,0,2,0,unacc
1086,1,1,0,0,2,0,unacc
2,3,3,0,0,0,2,unacc
55,3,3,2,0,0,1,unacc
181,3,2,2,2,0,1,unacc
1173,1,1,3,1,1,0,unacc
533,2,3,3,2,0,2,unacc
599,2,2,2,0,1,2,unacc
107,3,3,3,2,2,2,unacc
939,1,3,2,2,1,0,unacc
