,Unnamed: 0,nodeID,parentNode,dataSetFilters,evaluated,nodeFeature,nodePrediction,childrenNodes,gainOrMSE,treeLevel,pruned,isLeaf
0,0,0,-1,{},True,safety,unacc,"{0: 1, 2: 2, 1: 3}",0.1708862627065742,0,False,False
1,1,1,0,{'safety': 0},True,,unacc,{},0.0,1,False,True
2,2,2,0,{'safety': 2},True,persons,unacc,"{0: 4, 1: 5, 2: 6}",0.3013795625000017,1,False,False
3,3,3,0,{'safety': 1},True,persons,unacc,"{0: 7, 2: 8, 1: 9}",0.1866857561868204,1,False,False
4,4,4,2,"{'safety': 2, 'persons': 0}",True,,unacc,{},0.0,2,False,True
5,5,5,2,"{'safety': 2, 'persons': 1}",True,buying,acc,"{3: 10, 2: 11, 1: 12, 0: 13}",0.2582998112953658,2,False,False
6,6,6,2,"{'safety': 2, 'persons': 2}",True,buying,acc,"{3: 14, 2: 15, 1: 16, 0: 17}",0.2249639939952092,2,True,True
7,7,7,3,"{'safety': 1, 'persons': 0}",True,,unacc,{},0.0,2,False,True
8,8,8,3,"{'safety': 1, 'persons': 2}",True,lug_boot,acc,"{1: 18, 0: 19, 2: 20}",0.1464065276243284,2,False,False
9,9,9,3,"{'safety': 1, 'persons': 1}",True,buying,acc,"{3: 21, 2: 22, 1: 23, 0: 24}",0.1370749390567821,2,False,False
10,10,10,5,"{'safety': 2, 'persons': 1, 'buying': 3}",True,maint,unacc,"{3: 25, 2: 26, 1: 27, 0: 28}",0.4955290040596527,3,False,False
11,11,11,5,"{'safety': 2, 'persons': 1, 'buying': 2}",True,maint,acc,"{3: 29, 2: 30, 1: 31, 0: 32}",0.3782445219543781,3,False,False
12,12,12,5,"{'safety': 2, 'persons': 1, 'buying': 1}",True,maint,acc,"{3: 33, 2: 34, 1: 35, 0: 36}",0.4351277706244829,3,False,False
13,13,13,5,"{'safety': 2, 'persons': 1, 'buying': 0}",True,maint,acc,"{3: 37, 2: 38, 1: 39, 0: 40}",0.415762348169639,3,False,False
14,14,14,6,"{'safety': 2, 'persons': 2, 'buying': 3}",True,maint,acc,"{3: 41, 2: 42, 1: 43, 0: 44}",0.5044245592021697,3,False,False
15,15,15,6,"{'safety': 2, 'persons': 2, 'buying': 2}",True,maint,acc,"{3: 45, 0: 46, 2: 47, 1: 48}",0.3356331090125098,3,False,False
16,16,16,6,"{'safety': 2, 'persons': 2, 'buying': 1}",True,maint,acc,"{3: 49, 2: 50, 1: 51, 0: 52}",0.3976163148998961,3,False,False
17,17,17,6,"{'safety': 2, 'persons': 2, 'buying': 0}",True,lug_boot,vgood,"{0: 53, 1: 54, 2: 55}",0.5143473892975404,3,True,True
