,MYCT,MMIN,MMAX,CACH,CHMIN,CHMAX,Class
106,400.0,4000.0,8000.0,0.0,1.0,1.0,32
16,167.0,524.0,2000.0,8.0,4.0,15.0,19
120,17.0,4000.0,16000.0,8.0,6.0,12.0,100
122,1500.0,768.0,1000.0,0.0,0.0,0.0,12
76,300.0,768.0,4500.0,0.0,1.0,24.0,45
23,110.0,3100.0,6200.0,0.0,6.0,64.0,76
114,180.0,2000.0,8000.0,8.0,1.0,6.0,50
103,1100.0,768.0,2000.0,0.0,1.0,1.0,13
109,900.0,1000.0,4000.0,4.0,1.0,2.0,18
165,38.0,4000.0,8000.0,32.0,16.0,32.0,51
171,200.0,1000.0,4000.0,0.0,1.0,4.0,30
144,60.0,4000.0,16000.0,32.0,1.0,6.0,86
93,57.0,4000.0,16000.0,1.0,6.0,12.0,132
160,56.0,2000.0,6000.0,0.0,1.0,8.0,21
1,29.0,8000.0,32000.0,32.0,8.0,32.0,269
102,1100.0,512.0,1500.0,0.0,1.0,1.0,7
168,38.0,8000.0,24000.0,160.0,4.0,8.0,140
33,50.0,2620.0,10480.0,30.0,12.0,24.0,63
159,56.0,1000.0,4000.0,0.0,1.0,6.0,17
20,143.0,1500.0,6300.0,0.0,5.0,32.0,30
123,1500.0,768.0,2000.0,0.0,0.0,0.0,18
113,225.0,2000.0,4000.0,8.0,3.0,6.0,34
10,400.0,1000.0,3000.0,0.0,1.0,2.0,38
14,350.0,64.0,64.0,0.0,1.0,4.0,10
4,29.0,8000.0,16000.0,32.0,8.0,16.0,132
13,50.0,4000.0,16000.0,65.0,1.0,8.0,138
41,50.0,2000.0,16000.0,8.0,3.0,5.0,40
58,800.0,256.0,8000.0,0.0,1.0,4.0,14
91,140.0,2000.0,32000.0,32.0,1.0,54.0,189
25,320.0,512.0,2000.0,4.0,1.0,3.0,69
181,240.0,512.0,1000.0,8.0,1.0,3.0,6
67,105.0,256.0,2000.0,0.0,3.0,10.0,26
152,35.0,8000.0,32000.0,64.0,8.0,24.0,370
137,150.0,512.0,4000.0,0.0,8.0,128.0,30
162,56.0,4000.0,8000.0,0.0,1.0,8.0,34
63,75.0,2000.0,8000.0,64.0,1.0,38.0,144
112,225.0,2000.0,4000.0,8.0,3.0,6.0,40
78,300.0,192.0,768.0,6.0,6.0,24.0,36
163,56.0,4000.0,12000.0,0.0,1.0,8.0,42
208,480.0,1000.0,4000.0,0.0,0.0,0.0,45
44,133.0,1000.0,12000.0,9.0,3.0,12.0,72
55,110.0,1000.0,12000.0,16.0,1.0,2.0,60
