,MYCT,MMIN,MMAX,CACH,CHMIN,CHMAX,Class
71,75.0,3000.0,8000.0,8.0,3.0,48.0,64
142,92.0,2000.0,8000.0,4.0,1.0,6.0,50
85,140.0,2000.0,4000.0,0.0,3.0,6.0,29
15,200.0,512.0,16000.0,0.0,4.0,32.0,35
114,180.0,2000.0,8000.0,8.0,1.0,6.0,50
207,480.0,512.0,8000.0,32.0,0.0,0.0,67
190,26.0,8000.0,24000.0,32.0,8.0,16.0,173
104,600.0,768.0,2000.0,0.0,1.0,1.0,16
106,400.0,4000.0,8000.0,0.0,1.0,1.0,32
33,50.0,2620.0,10480.0,30.0,12.0,24.0,63
164,56.0,4000.0,16000.0,0.0,1.0,8.0,46
29,320.0,256.0,5000.0,4.0,1.0,6.0,27
184,105.0,2000.0,6000.0,16.0,6.0,16.0,33
77,300.0,384.0,12000.0,6.0,1.0,24.0,53
103,1100.0,768.0,2000.0,0.0,1.0,1.0,13
25,320.0,512.0,2000.0,4.0,1.0,3.0,69
23,110.0,3100.0,6200.0,0.0,6.0,64.0,76
14,350.0,64.0,64.0,0.0,1.0,4.0,10
3,29.0,8000.0,32000.0,32.0,8.0,32.0,172
183,105.0,2000.0,4000.0,8.0,3.0,8.0,22
59,800.0,256.0,8000.0,0.0,1.0,4.0,20
110,900.0,1000.0,4000.0,8.0,1.0,2.0,22
188,59.0,4000.0,12000.0,32.0,6.0,12.0,113
19,110.0,5000.0,5000.0,142.0,8.0,64.0,120
160,56.0,2000.0,6000.0,0.0,1.0,8.0,21
45,133.0,1000.0,8000.0,9.0,3.0,12.0,72
52,140.0,1000.0,16000.0,16.0,1.0,3.0,138
124,800.0,768.0,2000.0,0.0,0.0,0.0,20
74,300.0,768.0,3000.0,6.0,6.0,24.0,44
24,320.0,128.0,6000.0,0.0,1.0,12.0,23
161,56.0,2000.0,8000.0,0.0,1.0,8.0,24
81,300.0,1000.0,4000.0,8.0,3.0,64.0,38
147,50.0,4000.0,16000.0,64.0,5.0,10.0,111
200,180.0,262.0,4000.0,0.0,1.0,3.0,12
39,50.0,1000.0,4000.0,8.0,3.0,5.0,26
155,38.0,8000.0,32000.0,64.0,8.0,24.0,326
4,29.0,8000.0,16000.0,32.0,8.0,16.0,132
28,320.0,512.0,5000.0,4.0,1.0,5.0,77
107,900.0,1000.0,1000.0,0.0,1.0,2.0,11
116,180.0,2000.0,16000.0,16.0,1.0,6.0,66
204,124.0,1000.0,8000.0,0.0,1.0,8.0,42
206,125.0,2000.0,8000.0,0.0,2.0,14.0,52
