,MYCT,MMIN,MMAX,CACH,CHMIN,CHMAX,Class
79,180.0,768.0,12000.0,6.0,1.0,31.0,84
61,800.0,256.0,8000.0,0.0,1.0,4.0,22
120,17.0,4000.0,16000.0,8.0,6.0,12.0,100
32,50.0,2620.0,10480.0,30.0,12.0,24.0,32
185,105.0,2000.0,8000.0,16.0,4.0,14.0,58
193,116.0,2000.0,8000.0,32.0,5.0,28.0,70
49,200.0,512.0,8000.0,8.0,1.0,8.0,62
0,125.0,256.0,6000.0,256.0,16.0,128.0,198
12,60.0,2000.0,8000.0,65.0,1.0,8.0,92
26,320.0,256.0,6000.0,0.0,1.0,6.0,33
163,56.0,4000.0,12000.0,0.0,1.0,8.0,42
16,167.0,524.0,2000.0,8.0,4.0,15.0,19
92,140.0,2000.0,4000.0,8.0,1.0,20.0,22
60,800.0,256.0,8000.0,0.0,1.0,4.0,16
158,84.0,1000.0,2000.0,0.0,1.0,6.0,12
65,75.0,2000.0,16000.0,128.0,1.0,38.0,259
173,250.0,512.0,4000.0,0.0,1.0,7.0,25
101,115.0,512.0,6000.0,16.0,1.0,6.0,45
56,220.0,1000.0,8000.0,16.0,1.0,2.0,71
20,143.0,1500.0,6300.0,0.0,5.0,32.0,30
8,23.0,16000.0,64000.0,64.0,16.0,32.0,636
117,225.0,1000.0,4000.0,2.0,3.0,6.0,24
31,25.0,1310.0,2620.0,131.0,12.0,24.0,368
118,25.0,2000.0,12000.0,8.0,1.0,4.0,49
194,50.0,2000.0,32000.0,24.0,6.0,26.0,114
129,50.0,2000.0,16000.0,24.0,1.0,6.0,80
123,1500.0,768.0,2000.0,0.0,0.0,0.0,18
141,92.0,2000.0,8000.0,32.0,1.0,6.0,60
17,143.0,512.0,5000.0,0.0,7.0,32.0,28
172,200.0,2000.0,8000.0,64.0,1.0,5.0,41
177,160.0,512.0,2000.0,2.0,3.0,8.0,32
145,60.0,2000.0,16000.0,64.0,5.0,8.0,74
64,75.0,2000.0,16000.0,64.0,1.0,38.0,144
70,75.0,2000.0,8000.0,8.0,3.0,24.0,62
139,115.0,2000.0,4000.0,2.0,1.0,5.0,40
168,38.0,8000.0,24000.0,160.0,4.0,8.0,140
7,23.0,16000.0,32000.0,64.0,16.0,32.0,489
93,57.0,4000.0,16000.0,1.0,6.0,12.0,132
152,35.0,8000.0,32000.0,64.0,8.0,24.0,370
97,26.0,8000.0,32000.0,0.0,8.0,24.0,277
63,75.0,2000.0,8000.0,64.0,1.0,38.0,144
51,700.0,256.0,2000.0,0.0,1.0,1.0,24
169,38.0,4000.0,16000.0,128.0,16.0,32.0,212
96,26.0,16000.0,32000.0,64.0,8.0,24.0,465
202,180.0,262.0,4000.0,0.0,1.0,3.0,18
135,50.0,2000.0,16000.0,24.0,6.0,16.0,54
179,160.0,1000.0,8000.0,16.0,1.0,14.0,60
80,330.0,1000.0,3000.0,0.0,2.0,4.0,16
137,150.0,512.0,4000.0,0.0,8.0,128.0,30
208,480.0,1000.0,4000.0,0.0,0.0,0.0,45
146,60.0,4000.0,16000.0,64.0,5.0,8.0,93
91,140.0,2000.0,32000.0,32.0,1.0,54.0,189
165,38.0,4000.0,8000.0,32.0,16.0,32.0,51
122,1500.0,768.0,1000.0,0.0,0.0,0.0,12
66,90.0,256.0,1000.0,0.0,3.0,10.0,17
22,143.0,2300.0,6200.0,0.0,6.0,64.0,61
46,810.0,512.0,512.0,8.0,1.0,1.0,18
38,50.0,2000.0,8000.0,8.0,1.0,5.0,71
95,26.0,16000.0,32000.0,64.0,16.0,24.0,465
87,140.0,2000.0,4000.0,8.0,1.0,20.0,35
50,700.0,384.0,8000.0,0.0,1.0,1.0,24
82,300.0,1000.0,16000.0,8.0,2.0,112.0,38
102,1100.0,512.0,1500.0,0.0,1.0,1.0,7
180,160.0,2000.0,8000.0,32.0,1.0,13.0,109
73,300.0,768.0,3000.0,0.0,6.0,24.0,36
100,203.0,1000.0,2000.0,0.0,1.0,5.0,24
151,40.0,8000.0,32000.0,64.0,8.0,24.0,277
5,26.0,8000.0,32000.0,64.0,8.0,32.0,318
10,400.0,1000.0,3000.0,0.0,1.0,2.0,38
94,57.0,4000.0,24000.0,64.0,12.0,16.0,237
9,23.0,32000.0,64000.0,128.0,32.0,64.0,1144
83,330.0,1000.0,2000.0,0.0,1.0,2.0,16
196,50.0,2000.0,32000.0,112.0,52.0,104.0,307
131,100.0,1000.0,8000.0,0.0,2.0,6.0,16
121,17.0,4000.0,16000.0,32.0,6.0,12.0,133
115,185.0,2000.0,16000.0,16.0,1.0,6.0,76
128,50.0,2000.0,16000.0,24.0,1.0,6.0,70
181,240.0,512.0,1000.0,8.0,1.0,3.0,6
84,330.0,1000.0,4000.0,0.0,3.0,6.0,22
76,300.0,768.0,4500.0,0.0,1.0,24.0,45
34,56.0,5240.0,20970.0,30.0,12.0,24.0,106
53,200.0,1000.0,8000.0,0.0,1.0,2.0,36
189,59.0,8000.0,16000.0,64.0,12.0,24.0,188
57,800.0,256.0,8000.0,0.0,1.0,4.0,12
