,MYCT,MMIN,MMAX,CACH,CHMIN,CHMAX,Class
1,29.0,8000.0,32000.0,32.0,8.0,32.0,269
2,29.0,8000.0,32000.0,32.0,8.0,32.0,220
6,23.0,16000.0,32000.0,64.0,16.0,32.0,367
11,400.0,512.0,3500.0,4.0,1.0,6.0,40
13,50.0,4000.0,16000.0,65.0,1.0,8.0,138
18,143.0,1000.0,2000.0,0.0,5.0,16.0,31
21,143.0,3100.0,6200.0,0.0,5.0,20.0,33
27,320.0,256.0,3000.0,4.0,1.0,3.0,27
30,25.0,1310.0,2620.0,131.0,12.0,24.0,274
35,64.0,5240.0,20970.0,30.0,12.0,24.0,208
36,50.0,500.0,2000.0,8.0,1.0,4.0,20
37,50.0,1000.0,4000.0,8.0,1.0,5.0,29
40,50.0,1000.0,8000.0,8.0,3.0,5.0,36
41,50.0,2000.0,16000.0,8.0,3.0,5.0,40
42,50.0,2000.0,16000.0,8.0,3.0,6.0,52
43,50.0,2000.0,16000.0,8.0,3.0,6.0,60
44,133.0,1000.0,12000.0,9.0,3.0,12.0,72
47,810.0,1000.0,5000.0,0.0,1.0,1.0,20
48,320.0,512.0,8000.0,4.0,1.0,5.0,40
54,110.0,1000.0,4000.0,16.0,1.0,2.0,26
55,110.0,1000.0,12000.0,16.0,1.0,2.0,60
58,800.0,256.0,8000.0,0.0,1.0,4.0,14
62,125.0,512.0,1000.0,0.0,8.0,20.0,36
67,105.0,256.0,2000.0,0.0,3.0,10.0,26
68,105.0,1000.0,4000.0,0.0,3.0,24.0,32
69,105.0,2000.0,4000.0,8.0,3.0,19.0,32
72,175.0,256.0,2000.0,0.0,3.0,24.0,22
75,300.0,768.0,12000.0,6.0,6.0,24.0,50
78,300.0,192.0,768.0,6.0,6.0,24.0,36
86,140.0,2000.0,4000.0,0.0,4.0,8.0,40
88,140.0,2000.0,32000.0,32.0,1.0,20.0,134
89,140.0,2000.0,8000.0,32.0,1.0,54.0,66
90,140.0,2000.0,32000.0,32.0,1.0,54.0,141
98,26.0,8000.0,16000.0,0.0,8.0,16.0,185
99,480.0,96.0,512.0,0.0,1.0,1.0,6
105,400.0,2000.0,4000.0,0.0,1.0,1.0,32
108,900.0,512.0,1000.0,0.0,1.0,2.0,11
109,900.0,1000.0,4000.0,4.0,1.0,2.0,18
111,900.0,2000.0,4000.0,0.0,3.0,6.0,37
112,225.0,2000.0,4000.0,8.0,3.0,6.0,40
113,225.0,2000.0,4000.0,8.0,3.0,6.0,34
119,25.0,2000.0,12000.0,16.0,3.0,5.0,66
125,50.0,2000.0,4000.0,0.0,3.0,6.0,27
126,50.0,2000.0,8000.0,8.0,3.0,6.0,45
127,50.0,2000.0,8000.0,8.0,1.0,6.0,56
130,50.0,8000.0,16000.0,48.0,1.0,10.0,136
132,100.0,1000.0,8000.0,24.0,2.0,6.0,26
133,100.0,1000.0,8000.0,24.0,3.0,6.0,32
134,50.0,2000.0,16000.0,12.0,3.0,16.0,45
136,50.0,2000.0,16000.0,24.0,6.0,16.0,65
138,115.0,2000.0,8000.0,16.0,1.0,3.0,50
140,92.0,2000.0,8000.0,32.0,1.0,6.0,62
143,75.0,4000.0,16000.0,16.0,1.0,6.0,66
144,60.0,4000.0,16000.0,32.0,1.0,6.0,86
148,72.0,4000.0,16000.0,64.0,8.0,16.0,143
149,72.0,2000.0,8000.0,16.0,6.0,8.0,105
150,40.0,8000.0,16000.0,32.0,8.0,16.0,214
153,38.0,16000.0,32000.0,128.0,16.0,32.0,510
154,48.0,4000.0,24000.0,32.0,8.0,24.0,214
156,30.0,16000.0,32000.0,256.0,16.0,24.0,510
157,112.0,1000.0,1000.0,0.0,1.0,4.0,8
159,56.0,1000.0,4000.0,0.0,1.0,6.0,17
162,56.0,4000.0,8000.0,0.0,1.0,8.0,34
166,38.0,4000.0,8000.0,32.0,16.0,32.0,116
167,38.0,8000.0,16000.0,64.0,4.0,8.0,100
170,200.0,1000.0,2000.0,0.0,1.0,2.0,25
171,200.0,1000.0,4000.0,0.0,1.0,4.0,30
174,250.0,512.0,4000.0,0.0,4.0,7.0,50
175,250.0,1000.0,16000.0,1.0,1.0,8.0,50
176,160.0,512.0,4000.0,2.0,1.0,5.0,30
178,160.0,1000.0,4000.0,8.0,1.0,14.0,38
182,240.0,512.0,2000.0,8.0,1.0,5.0,11
186,52.0,4000.0,16000.0,32.0,4.0,12.0,130
187,70.0,4000.0,12000.0,8.0,6.0,8.0,75
191,26.0,8000.0,32000.0,64.0,12.0,16.0,248
192,26.0,8000.0,32000.0,128.0,24.0,32.0,405
195,50.0,2000.0,32000.0,48.0,26.0,52.0,208
197,50.0,4000.0,32000.0,112.0,52.0,104.0,397
198,30.0,8000.0,64000.0,96.0,12.0,176.0,915
199,30.0,8000.0,64000.0,128.0,12.0,176.0,1150
201,180.0,512.0,4000.0,0.0,1.0,3.0,14
203,180.0,512.0,4000.0,0.0,1.0,3.0,21
205,98.0,1000.0,8000.0,32.0,2.0,8.0,46
