,Unnamed: 0,nodeID,parentNode,dataSetFilters,evaluated,nodeFeature,nodePrediction,childrenNodes,gainOrMSE,treeLevel,pruned,isLeaf
0,0,0,-1,{},True,month,1.0574568402622089,"{9: 1, 8: 2, 6: 3, 3: 4, 10: 5, 2: 6, 7: 7, 4: 8, 12: 9, 5: 10, 1: 11}",1.8578321880829665,0,False,False
1,1,1,0,{'month': 9},True,DMC,1.4500353480235977,"{'aboveMean': 12, 'belowMean': 13}",2.2916919401568943,1,False,False
2,2,2,0,{'month': 8},True,day,1.1018530649877516,"{7: 14, 1: 15, 6: 16, 5: 17, 2: 18, 3: 19, 4: 20}",2.188961038355404,1,False,False
3,3,3,0,{'month': 6},True,day,1.1770362994407404,"{5: 21, 6: 22, 7: 23, 1: 24, 3: 25}",0.0727377195005856,1,False,False
4,4,4,0,{'month': 3},True,day,0.2661993320421599,"{5: 26, 6: 27, 1: 28, 7: 29, 4: 30, 3: 31, 2: 32}",0.4061500333248811,1,False,False
5,5,5,0,{'month': 10},True,day,0.435610116679886,"{7: 33, 1: 34, 6: 35, 2: 36, 5: 37, 3: 38}",0.286756173774439,1,False,False
6,6,6,0,{'month': 2},True,X,0.4423093851800039,"{'aboveMean': 39, 'belowMean': 40}",0.3585109795120278,1,False,False
7,7,7,0,{'month': 7},True,day,0.6416151246319958,"{7: 41, 3: 42, 4: 43, 1: 44, 6: 45, 5: 46, 2: 47}",0.2573137697105042,1,False,False
8,8,8,0,{'month': 4},True,FFMC,1.3764096546918676,"{'belowMean': 48, 'aboveMean': 49}",0.0,1,False,False
9,9,9,0,{'month': 12},True,RH,2.3888151674730054,"{'aboveMean': 50, 'belowMean': 51}",0.052219716123989,1,False,False
10,10,10,0,{'month': 5},True,,3.675794214565281,{},0.0,1,False,True
11,11,11,0,{'month': 1},True,,0.0,{},0.0,1,False,True
12,12,12,1,"{'month': 9, 'DMC': 'aboveMean'}",True,day,1.787484823238994,"{4: 52, 5: 53, 7: 54, 1: 55, 6: 56, 2: 57, 3: 58}",1.7601990258359177,2,False,False
13,13,13,1,"{'month': 9, 'DMC': 'belowMean'}",True,day,0.8876195559979366,"{5: 59, 6: 60, 2: 61, 1: 62, 7: 63, 4: 64}",1.357878469227796,2,False,False
14,14,14,2,"{'month': 8, 'day': 7}",True,RH,1.3338089105549362,"{'belowMean': 65, 'aboveMean': 66}",2.1241850819641424,2,False,False
15,15,15,2,"{'month': 8, 'day': 1}",True,ISI,0.1602396516570151,"{'belowMean': 67, 'aboveMean': 68}",0.1198248144947538,2,False,False
16,16,16,2,"{'month': 8, 'day': 6}",True,Y,1.5633123679442062,"{'aboveMean': 69, 'belowMean': 70}",1.176954770094827,2,False,False
17,17,17,2,"{'month': 8, 'day': 5}",True,ISI,0.779929843561627,"{'aboveMean': 71, 'belowMean': 72}",0.9876989088487248,2,False,False
18,18,18,2,"{'month': 8, 'day': 2}",True,Y,0.9981682934836508,"{'belowMean': 73, 'aboveMean': 74}",1.6665653453305906,2,False,False
19,19,19,2,"{'month': 8, 'day': 3}",True,wind,1.3073450965890705,"{'belowMean': 75, 'aboveMean': 76}",1.9962580656942872,2,False,False
20,20,20,2,"{'month': 8, 'day': 4}",True,ISI,1.1712699278758198,"{'belowMean': 77, 'aboveMean': 78}",3.025280041916821,2,False,False
21,21,21,3,"{'month': 6, 'day': 5}",True,X,0.3919507719142047,"{'aboveMean': 79, 'belowMean': 80}",0.0,2,False,False
22,22,22,3,"{'month': 6, 'day': 6}",True,,4.267176792994939,{},0.0,2,False,True
23,23,23,3,"{'month': 6, 'day': 7}",True,ISI,0.2139512953907982,"{'belowMean': 81, 'aboveMean': 82}",0.0686627351991009,2,False,False
24,24,24,3,"{'month': 6, 'day': 1}",True,,1.5085119938441398,{},0.0,2,False,True
25,25,25,3,"{'month': 6, 'day': 3}",True,,2.214846178686039,{},0.0,2,False,True
26,26,26,4,"{'month': 3, 'day': 5}",True,RH,0.4462178182577951,"{'aboveMean': 83, 'belowMean': 84}",0.6637011377691556,2,False,False
27,27,27,4,"{'month': 3, 'day': 6}",True,X,0.7094105686164226,"{'belowMean': 85, 'aboveMean': 86}",0.0,2,False,False
28,28,28,4,"{'month': 3, 'day': 1}",True,,0.0,{},0.0,2,False,True
29,29,29,4,"{'month': 3, 'day': 7}",True,,0.0,{},0.0,2,False,True
30,30,30,4,"{'month': 3, 'day': 4}",True,RH,0.6764877239578649,"{'aboveMean': 87, 'belowMean': 88}",0.0,2,False,False
31,31,31,4,"{'month': 3, 'day': 3}",True,,0.0,{},0.0,2,False,True
32,32,32,4,"{'month': 3, 'day': 2}",True,,0.0,{},0.0,2,False,True
33,33,33,5,"{'month': 10, 'day': 7}",True,,0.0,{},0.0,2,False,True
34,34,34,5,"{'month': 10, 'day': 1}",True,FFMC,1.306830350039658,"{'belowMean': 89, 'aboveMean': 90}",0.5781687604579359,2,False,False
35,35,35,5,"{'month': 10, 'day': 6}",True,,0.0,{},0.0,2,False,True
36,36,36,5,"{'month': 10, 'day': 2}",True,,0.0,{},0.0,2,False,True
37,37,37,5,"{'month': 10, 'day': 5}",True,,0.0,{},0.0,2,False,True
38,38,38,5,"{'month': 10, 'day': 3}",True,,0.0,{},0.0,2,False,True
39,39,39,6,"{'month': 2, 'X': 'aboveMean'}",True,Y,1.179491693813344,"{'aboveMean': 91, 'belowMean': 92}",0.2604289508114055,2,False,False
40,40,40,6,"{'month': 2, 'X': 'belowMean'}",True,,0.0,{},0.0,2,False,True
41,41,41,7,"{'month': 7, 'day': 7}",True,,0.8586616190375187,{},0.0,2,False,True
42,42,42,7,"{'month': 7, 'day': 3}",True,DMC,1.0833826849257555,"{'aboveMean': 93, 'belowMean': 94}",0.0,2,False,False
43,43,43,7,"{'month': 7, 'day': 4}",True,DC,1.168493259855689,"{'belowMean': 95, 'aboveMean': 96}",0.0,2,False,False
44,44,44,7,"{'month': 7, 'day': 1}",True,,0.0,{},0.0,2,False,True
45,45,45,7,"{'month': 7, 'day': 6}",True,FFMC,0.1775782514704914,"{'aboveMean': 97, 'belowMean': 98}",0.0,2,False,False
46,46,46,7,"{'month': 7, 'day': 5}",True,ISI,0.6459918408243247,"{'belowMean': 99, 'aboveMean': 100}",0.0,2,False,False
47,47,47,7,"{'month': 7, 'day': 2}",True,,2.081938421878423,{},0.0,2,False,True
