,Unnamed: 0,nodeID,parentNode,dataSetFilters,evaluated,nodeFeature,nodePrediction,childrenNodes,gainOrMSE,treeLevel,pruned,isLeaf
0,0,0,-1,{},True,month,1.014281050584439,"{8: 1, 10: 2, 6: 3, 3: 4, 9: 5, 7: 6, 2: 7, 12: 8, 11: 9, 4: 10, 1: 11}",1.5248444264504126,0,False,False
1,1,1,0,{'month': 8},True,day,0.9771029687738224,"{7: 12, 3: 13, 4: 14, 5: 15, 6: 16, 2: 17, 1: 18}",1.239074377882484,1,False,False
2,2,2,0,{'month': 10},True,day,0.7583960056501589,"{7: 19, 3: 20, 2: 21, 6: 22, 1: 23}",0.0,1,False,False
3,3,3,0,{'month': 6},True,day,0.3587528290407916,"{7: 24, 6: 25, 5: 26, 1: 27, 3: 28}",0.0331646942459653,1,False,False
4,4,4,0,{'month': 3},True,day,0.6630776631479454,"{3: 29, 1: 30, 5: 31, 6: 32, 2: 33, 4: 34, 7: 35}",0.3150083555663852,1,False,False
5,5,5,0,{'month': 9},True,day,1.189274545354865,"{7: 36, 3: 37, 4: 38, 5: 39, 6: 40, 2: 41, 1: 42}",1.8630897257312116,1,False,False
6,6,6,0,{'month': 7},True,FFMC,1.0638806078315346,"{'aboveMean': 43, 'belowMean': 44}",1.4108922078094464,1,False,False
7,7,7,0,{'month': 2},True,day,0.96710089469541,"{7: 45, 5: 46, 1: 47, 6: 48, 2: 49}",1.0565881425644006,1,False,False
8,8,8,0,{'month': 12},True,day,2.3548727813786394,"{4: 50, 7: 51, 1: 52, 5: 53}",0.0,1,False,False
9,9,9,0,{'month': 11},True,,0.0,{},0.0,1,False,True
10,10,10,0,{'month': 4},True,Y,0.8622753597673025,"{'belowMean': 54, 'aboveMean': 55}",0.0,1,False,False
11,11,11,0,{'month': 1},True,,0.0,{},0.0,1,False,True
12,12,12,1,"{'month': 8, 'day': 7}",True,temp,1.2598862523482426,"{'aboveMean': 56, 'belowMean': 57}",0.5945687043970327,2,False,False
13,13,13,1,"{'month': 8, 'day': 3}",True,ISI,0.9901935720926364,"{'aboveMean': 58, 'belowMean': 59}",0.9378715301289824,2,False,False
14,14,14,1,"{'month': 8, 'day': 4}",True,Y,0.9670247141886216,"{'belowMean': 60, 'aboveMean': 61}",0.6108665201663714,2,False,False
15,15,15,1,"{'month': 8, 'day': 5}",True,ISI,1.1994647466119173,"{'belowMean': 62, 'aboveMean': 63}",0.9570148578689148,2,False,False
16,16,16,1,"{'month': 8, 'day': 6}",True,ISI,0.5532176684872274,"{'aboveMean': 64, 'belowMean': 65}",0.676209907606604,2,False,False
17,17,17,1,"{'month': 8, 'day': 2}",True,temp,1.247811824873393,"{'aboveMean': 66, 'belowMean': 67}",0.978399019949793,2,False,False
18,18,18,1,"{'month': 8, 'day': 1}",True,,0.0,{},0.0,2,False,True
19,19,19,2,"{'month': 10, 'day': 7}",True,,0.0,{},0.0,2,False,True
20,20,20,2,"{'month': 10, 'day': 3}",True,,2.6878474937846906,{},0.0,2,False,True
21,21,21,2,"{'month': 10, 'day': 2}",True,,0.0,{},0.0,2,False,True
