,Unnamed: 0,nodeID,parentNode,dataSetFilters,evaluated,nodeFeature,nodePrediction,childrenNodes,gainOrMSE,treeLevel,pruned,isLeaf
0,0,0,-1,{},True,safety,unacc,"{2: 1, 0: 2, 1: 3}",0.1855275684412557,0,False,False
1,1,1,0,{'safety': 2},True,persons,unacc,"{0: 4, 1: 5, 2: 6}",0.3320959402296969,1,False,False
2,2,2,0,{'safety': 0},True,,unacc,{},0.0,1,False,True
3,3,3,0,{'safety': 1},True,persons,unacc,"{0: 7, 1: 8, 2: 9}",0.2076468419830467,1,False,False
4,4,4,1,"{'safety': 2, 'persons': 0}",True,,unacc,{},0.0,2,False,True
5,5,5,1,"{'safety': 2, 'persons': 1}",True,buying,acc,"{3: 10, 2: 11, 0: 12, 1: 13}",0.2791000373841874,2,False,False
6,6,6,1,"{'safety': 2, 'persons': 2}",True,maint,acc,"{3: 14, 1: 15, 2: 16, 0: 17}",0.2382868883417559,2,True,True
7,7,7,3,"{'safety': 1, 'persons': 0}",True,,unacc,{},0.0,2,False,True
8,8,8,3,"{'safety': 1, 'persons': 1}",True,maint,acc,"{1: 18, 3: 19, 2: 20, 0: 21}",0.1403039622650552,2,False,False
9,9,9,3,"{'safety': 1, 'persons': 2}",True,lug_boot,acc,"{1: 22, 0: 23, 2: 24}",0.2602817216780638,2,False,False
10,10,10,5,"{'safety': 2, 'persons': 1, 'buying': 3}",True,maint,unacc,"{3: 25, 2: 26, 0: 27, 1: 28}",0.4770696514028297,3,False,False
11,11,11,5,"{'safety': 2, 'persons': 1, 'buying': 2}",True,maint,acc,"{3: 29, 2: 30, 0: 31, 1: 32}",0.414093779949768,3,False,False
12,12,12,5,"{'safety': 2, 'persons': 1, 'buying': 0}",True,maint,acc,"{3: 33, 2: 34, 1: 35, 0: 36}",0.5115095933278345,3,False,False
13,13,13,5,"{'safety': 2, 'persons': 1, 'buying': 1}",True,maint,acc,"{3: 37, 2: 38, 1: 39, 0: 40}",0.4051383754668868,3,False,False
14,14,14,6,"{'safety': 2, 'persons': 2, 'maint': 3}",True,buying,unacc,"{3: 41, 2: 42, 0: 43, 1: 44}",0.5149610860437797,3,False,False
15,15,15,6,"{'safety': 2, 'persons': 2, 'maint': 1}",True,buying,acc,"{0: 45, 3: 46, 2: 47, 1: 48}",0.5547985103106452,3,False,False
16,16,16,6,"{'safety': 2, 'persons': 2, 'maint': 2}",True,buying,acc,"{0: 49, 1: 50, 2: 51}",0.3470756835834888,3,False,False
17,17,17,6,"{'safety': 2, 'persons': 2, 'maint': 0}",True,buying,acc,"{2: 52, 3: 53, 1: 54, 0: 55}",0.4883921775865972,3,True,True
18,18,18,8,"{'safety': 1, 'persons': 1, 'maint': 1}",True,buying,acc,"{2: 56, 3: 57, 1: 58, 0: 59}",0.2229291317137527,3,False,False
19,19,19,8,"{'safety': 1, 'persons': 1, 'maint': 3}",True,lug_boot,unacc,"{0: 60, 2: 61, 1: 62}",0.2188023519028586,3,False,False
20,20,20,8,"{'safety': 1, 'persons': 1, 'maint': 2}",True,lug_boot,unacc,"{0: 63, 1: 64, 2: 65}",0.4240522453779453,3,False,False
21,21,21,8,"{'safety': 1, 'persons': 1, 'maint': 0}",True,buying,acc,"{3: 66, 2: 67, 1: 68, 0: 69}",0.3281438540296985,3,False,False
22,22,22,9,"{'safety': 1, 'persons': 2, 'lug_boot': 1}",True,doors,acc,"{3: 70, 0: 71, 2: 72, 1: 73}",0.2218207787529411,3,False,False
23,23,23,9,"{'safety': 1, 'persons': 2, 'lug_boot': 0}",True,buying,unacc,"{2: 74, 3: 75, 1: 76, 0: 77}",0.1745409125660213,3,False,False
24,24,24,9,"{'safety': 1, 'persons': 2, 'lug_boot': 2}",True,buying,acc,"{0: 78, 3: 79, 1: 80, 2: 81}",0.0636523092581619,3,False,False
25,25,25,10,"{'safety': 2, 'persons': 1, 'buying': 3, 'maint': 3}",True,,unacc,{},0.0,4,False,True
26,26,26,10,"{'safety': 2, 'persons': 1, 'buying': 3, 'maint': 2}",True,,unacc,{},0.0,4,False,True
27,27,27,10,"{'safety': 2, 'persons': 1, 'buying': 3, 'maint': 0}",True,,acc,{},0.0,4,False,True
28,28,28,10,"{'safety': 2, 'persons': 1, 'buying': 3, 'maint': 1}",True,,acc,{},0.0,4,False,True
29,29,29,11,"{'safety': 2, 'persons': 1, 'buying': 2, 'maint': 3}",True,,unacc,{},0.0,4,False,True
30,30,30,11,"{'safety': 2, 'persons': 1, 'buying': 2, 'maint': 2}",True,,acc,{},0.0,4,False,True
31,31,31,11,"{'safety': 2, 'persons': 1, 'buying': 2, 'maint': 0}",True,,acc,{},0.0,4,False,True
