,buying,maint,doors,persons,lug_boot,safety,Class
1412,0,2,0,0,2,2,unacc
819,2,0,2,1,0,0,unacc
1219,1,0,1,0,1,1,unacc
658,2,1,0,1,0,1,unacc
1439,0,2,1,0,2,2,unacc
140,3,2,1,0,1,2,unacc
193,3,2,3,0,1,1,unacc
912,1,3,1,2,1,0,unacc
223,3,1,0,0,2,1,unacc
846,2,0,3,1,0,0,unacc
1701,0,0,3,0,0,0,unacc
486,2,3,2,0,0,0,unacc
1686,0,0,2,1,1,0,unacc
92,3,3,3,1,0,2,unacc
1006,1,2,1,0,2,1,unacc
463,2,3,1,0,1,1,unacc
925,1,3,2,0,2,1,unacc
1333,0,3,1,1,0,1,unacc
90,3,3,3,1,0,0,unacc
1548,0,1,1,1,0,0,unacc
117,3,2,0,1,0,0,unacc
166,3,2,2,0,1,1,unacc
834,2,0,2,2,2,0,unacc
1143,1,1,2,1,0,0,unacc
1408,0,2,0,0,1,1,unacc
192,3,2,3,0,1,0,unacc
609,2,2,2,1,2,0,unacc
469,2,3,1,1,0,1,unacc
207,3,2,3,2,0,0,unacc
1649,0,0,1,0,0,2,unacc
393,3,0,2,1,2,0,unacc
1524,0,1,0,1,1,0,unacc
1406,0,2,0,0,0,2,unacc
1246,1,0,2,0,1,1,unacc
168,3,2,2,0,2,0,unacc
54,3,3,2,0,0,0,unacc
6,3,3,0,0,2,0,unacc
1541,0,1,1,0,0,2,unacc
555,2,2,0,1,2,0,unacc
1155,1,1,2,2,1,0,unacc
528,2,3,3,1,2,0,unacc
435,2,3,0,0,1,0,unacc
194,3,2,3,0,1,2,unacc
104,3,3,3,2,1,2,unacc
855,2,0,3,2,0,0,unacc
756,2,0,0,0,0,0,unacc
1284,1,0,3,1,2,0,unacc
1062,1,2,3,1,0,0,unacc
42,3,3,1,1,2,0,unacc
1247,1,0,2,0,1,2,unacc
999,1,2,1,0,0,0,unacc
1168,1,1,3,0,2,1,unacc
1297,0,3,0,0,0,1,unacc
483,2,3,1,2,2,0,unacc
250,3,1,1,0,2,1,unacc
37,3,3,1,1,0,1,unacc
97,3,3,3,1,2,1,unacc
1470,0,2,2,1,1,0,unacc
1500,0,2,3,1,2,0,unacc
1489,0,2,3,0,1,1,unacc
1722,0,0,3,2,1,0,unacc
915,1,3,1,2,2,0,unacc
1305,0,3,0,1,0,0,unacc
535,2,3,3,2,1,1,unacc
1560,0,1,1,2,1,0,unacc
774,2,0,0,2,0,0,unacc
1320,0,3,0,2,2,0,unacc
1290,1,0,3,2,1,0,unacc
1009,1,2,1,1,0,1,unacc
946,1,3,3,0,0,1,unacc
28,3,3,1,0,0,1,unacc
550,2,2,0,1,0,1,unacc
77,3,3,2,2,1,2,unacc
300,3,1,3,0,1,0,unacc
12,3,3,0,1,1,0,unacc
562,2,2,0,2,1,1,unacc
1651,0,0,1,0,1,1,unacc
738,2,1,3,1,0,0,unacc
148,3,2,1,1,1,1,unacc
1095,1,1,0,1,2,0,unacc
1057,1,2,3,0,1,1,unacc
479,2,3,1,2,0,2,unacc
26,3,3,0,2,2,2,unacc
39,3,3,1,1,1,0,unacc
1677,0,0,2,0,1,0,unacc
60,3,3,2,0,2,0,unacc
50,3,3,1,2,1,2,unacc
882,1,3,0,2,0,0,unacc
1473,0,2,2,1,2,0,unacc
1675,0,0,2,0,0,1,unacc
399,3,0,2,2,1,0,unacc
778,2,0,0,2,1,1,unacc
333,3,0,0,1,0,0,unacc
841,2,0,3,0,1,1,unacc
125,3,2,0,1,2,2,unacc
648,2,1,0,0,0,0,unacc
871,1,3,0,0,2,1,unacc
417,3,0,3,1,1,0,unacc
811,2,0,2,0,0,1,unacc
1638,0,0,0,2,0,0,unacc
1543,0,1,1,0,1,1,unacc
1614,0,1,3,2,1,0,unacc
1149,1,1,2,1,2,0,unacc
66,3,3,2,1,1,0,unacc
123,3,2,0,1,2,0,unacc
1460,0,2,2,0,0,2,unacc
1680,0,0,2,0,2,0,unacc
735,2,1,3,0,2,0,unacc
702,2,1,2,0,0,0,unacc
1409,0,2,0,0,1,2,unacc
533,2,3,3,2,0,2,unacc
1362,0,3,2,1,1,0,unacc
594,2,2,2,0,0,0,unacc
694,2,1,1,2,0,1,unacc
537,2,3,3,2,2,0,unacc
1432,0,2,1,0,0,1,unacc
1353,0,3,2,0,1,0,unacc
71,3,3,2,1,2,2,unacc
191,3,2,3,0,0,2,unacc
891,1,3,1,0,0,0,unacc
670,2,1,0,2,1,1,unacc
1563,0,1,1,2,2,0,unacc
1384,0,3,3,0,2,1,unacc
304,3,1,3,0,2,1,unacc
523,2,3,3,1,0,1,unacc
44,3,3,1,1,2,2,unacc
1125,1,1,1,2,0,0,unacc
1378,0,3,3,0,0,1,unacc
900,1,3,1,1,0,0,unacc
869,1,3,0,0,1,2,unacc
175,3,2,2,1,1,1,unacc
1608,0,1,3,1,2,0,unacc
208,3,2,3,2,0,1,unacc
1380,0,3,3,0,1,0,unacc
1647,0,0,1,0,0,0,unacc
1438,0,2,1,0,2,1,unacc
93,3,3,3,1,1,0,unacc
1083,1,1,0,0,1,0,unacc
7,3,3,0,0,2,1,unacc
1233,1,0,1,2,0,0,unacc
618,2,2,2,2,2,0,unacc
1293,1,0,3,2,2,0,unacc
591,2,2,1,2,2,0,unacc
1512,0,1,0,0,0,0,unacc
1008,1,2,1,1,0,0,unacc
120,3,2,0,1,1,0,unacc
21,3,3,0,2,1,0,unacc
409,3,0,3,0,1,1,unacc
8,3,3,0,0,2,2,unacc
1050,1,2,2,2,2,0,unacc
1041,1,2,2,1,2,0,unacc
1573,0,1,2,0,2,1,unacc
414,3,0,3,1,0,0,unacc
1519,0,1,0,0,2,1,unacc
189,3,2,3,0,0,0,unacc
356,3,0,1,0,1,2,unacc
408,3,0,3,0,1,0,unacc
105,3,3,3,2,2,0,unacc
888,1,3,0,2,2,0,unacc
387,3,0,2,1,0,0,unacc
446,2,3,0,1,1,2,unacc
370,3,0,1,2,0,1,unacc
877,1,3,0,1,1,1,unacc
842,2,0,3,0,1,2,unacc
712,2,1,2,1,0,1,unacc
1244,1,0,2,0,0,2,unacc
312,3,1,3,1,2,0,unacc
844,2,0,3,0,2,1,unacc
1368,0,3,2,2,0,0,unacc
1081,1,1,0,0,0,1,unacc
654,2,1,0,0,2,0,unacc
1635,0,0,0,1,2,0,unacc
234,3,1,0,2,0,0,unacc
815,2,0,2,0,1,2,unacc
883,1,3,0,2,0,1,unacc
111,3,2,0,0,1,0,unacc
503,2,3,2,1,2,2,unacc
839,2,0,3,0,0,2,unacc
348,3,0,0,2,2,0,unacc
726,2,1,2,2,2,0,unacc
88,3,3,3,0,2,1,unacc
972,1,2,0,0,0,0,unacc
939,1,3,2,2,1,0,unacc
1516,0,1,0,0,1,1,unacc
1217,1,0,1,0,0,2,unacc
1554,0,1,1,1,2,0,unacc
440,2,3,0,0,2,2,unacc
1344,0,3,1,2,1,0,unacc
379,3,0,2,0,0,1,unacc
1623,0,0,0,0,1,0,unacc
667,2,1,0,2,0,1,unacc
1656,0,0,1,1,0,0,unacc
1385,0,3,3,0,2,2,unacc
1221,1,0,1,0,2,0,unacc
580,2,2,1,1,1,1,unacc
600,2,2,2,0,2,0,unacc
181,3,2,2,2,0,1,unacc
783,2,0,1,0,0,0,unacc
298,3,1,3,0,0,1,unacc
733,2,1,3,0,1,1,unacc
1359,0,3,2,1,0,0,unacc
1622,0,0,0,0,0,2,unacc
200,3,2,3,1,0,2,unacc
1532,0,1,0,2,0,2,unacc
559,2,2,0,2,0,1,unacc
1443,0,2,1,1,1,0,unacc
1011,1,2,1,1,1,0,unacc
553,2,2,0,1,1,1,unacc
381,3,0,2,0,1,0,unacc
1431,0,2,1,0,0,0,unacc
211,3,2,3,2,1,1,unacc
1644,0,0,0,2,2,0,unacc
378,3,0,2,0,0,0,unacc
455,2,3,0,2,1,2,unacc
736,2,1,3,0,2,1,unacc
985,1,2,0,1,1,1,unacc
354,3,0,1,0,1,0,unacc
184,3,2,2,2,1,1,unacc
703,2,1,2,0,0,1,unacc
861,2,0,3,2,2,0,unacc
10,3,3,0,1,0,1,unacc
43,3,3,1,1,2,1,unacc
1203,1,0,0,1,2,0,unacc
1413,0,2,0,1,0,0,unacc
459,2,3,1,0,0,0,unacc
1578,0,1,2,1,1,0,unacc
1436,0,2,1,0,1,2,unacc
1020,1,2,1,2,1,0,unacc
639,2,2,3,2,0,0,unacc
576,2,2,1,1,0,0,unacc
294,3,1,2,2,2,0,unacc
434,2,3,0,0,0,2,unacc
1152,1,1,2,2,0,0,unacc
1061,1,2,3,0,2,2,unacc
119,3,2,0,1,0,2,unacc
1122,1,1,1,1,2,0,unacc
886,1,3,0,2,1,1,unacc
1107,1,1,1,0,0,0,unacc
240,3,1,0,2,2,0,unacc
954,1,3,3,1,0,0,unacc
103,3,3,3,2,1,1,unacc
329,3,0,0,0,1,2,unacc
1540,0,1,1,0,0,1,unacc
895,1,3,1,0,1,1,unacc
327,3,0,0,0,1,0,unacc
53,3,3,1,2,2,2,unacc
933,1,3,2,1,2,0,unacc
464,2,3,1,0,1,2,unacc
536,2,3,3,2,1,2,unacc
1422,0,2,0,2,0,0,unacc
1650,0,0,1,0,1,0,unacc
1459,0,2,2,0,0,1,unacc
496,2,3,2,1,0,1,unacc
291,3,1,2,2,1,0,unacc
574,2,2,1,0,2,1,unacc
1665,0,0,1,2,0,0,unacc
837,2,0,3,0,0,0,unacc
1497,0,2,3,1,1,0,unacc
424,3,0,3,2,0,1,unacc
412,3,0,3,0,2,1,unacc
762,2,0,0,0,2,0,unacc
55,3,3,2,0,0,1,unacc
262,3,1,1,2,0,1,unacc
415,3,0,3,1,0,1,unacc
458,2,3,0,2,2,2,unacc
1092,1,1,0,1,1,0,unacc
32,3,3,1,0,1,2,unacc
491,2,3,2,0,1,2,unacc
490,2,3,2,0,1,1,unacc
649,2,1,0,0,0,1,unacc
1476,0,2,2,2,0,0,unacc
1215,1,0,1,0,0,0,unacc
108,3,2,0,0,0,0,unacc
472,2,3,1,1,1,1,unacc
360,3,0,1,1,0,0,unacc
1369,0,3,2,2,0,1,unacc
1188,1,0,0,0,0,0,unacc
1167,1,1,3,0,2,0,unacc
577,2,2,1,1,0,1,unacc
437,2,3,0,0,1,2,unacc
852,2,0,3,1,2,0,unacc
1531,0,1,0,2,0,1,unacc
9,3,3,0,1,0,0,unacc
57,3,3,2,0,1,0,unacc
613,2,2,2,2,0,1,unacc
1518,0,1,0,0,2,0,unacc
520,2,3,3,0,2,1,unacc
1182,1,1,3,2,1,0,unacc
1692,0,0,2,2,0,0,unacc
456,2,3,0,2,2,0,unacc
1503,0,2,3,2,0,0,unacc
237,3,1,0,2,1,0,unacc
1347,0,3,1,2,2,0,unacc
731,2,1,3,0,0,2,unacc
80,3,3,2,2,2,2,unacc
1433,0,2,1,0,0,2,unacc
1625,0,0,0,0,1,2,unacc
3,3,3,0,0,1,0,unacc
526,2,3,3,1,1,1,unacc
499,2,3,2,1,1,1,unacc
196,3,2,3,0,2,1,unacc
1566,0,1,2,0,0,0,unacc
115,3,2,0,0,2,1,unacc
1254,1,0,2,1,1,0,unacc
680,2,1,1,0,1,2,unacc
1652,0,0,1,0,1,2,unacc
264,3,1,1,2,1,0,unacc
1424,0,2,0,2,0,2,unacc
331,3,0,0,0,2,1,unacc
872,1,3,0,0,2,2,unacc
216,3,1,0,0,0,0,unacc
72,3,3,2,2,0,0,unacc
202,3,2,3,1,1,1,unacc
507,2,3,2,2,1,0,unacc
849,2,0,3,1,1,0,unacc
45,3,3,1,2,0,0,unacc
1134,1,1,2,0,0,0,unacc
15,3,3,0,1,2,0,unacc
993,1,2,0,2,1,0,unacc
1581,0,1,2,1,2,0,unacc
98,3,3,3,1,2,2,unacc
1207,1,0,0,2,0,1,unacc
13,3,3,0,1,1,1,unacc
656,2,1,0,0,2,2,unacc
786,2,0,1,0,1,0,unacc
153,3,2,1,2,0,0,unacc
1112,1,1,1,0,1,2,unacc
747,2,1,3,2,0,0,unacc
78,3,3,2,2,2,0,unacc
1678,0,0,2,0,1,1,unacc
1263,1,0,2,2,1,0,unacc
171,3,2,2,1,0,0,unacc
139,3,2,1,0,1,1,unacc
979,1,2,0,0,2,1,unacc
873,1,3,0,1,0,0,unacc
122,3,2,0,1,1,2,unacc
302,3,1,3,0,1,2,unacc
1287,1,0,3,2,0,0,unacc
792,2,0,1,1,0,0,unacc
927,1,3,2,1,0,0,unacc
982,1,2,0,1,0,1,unacc
810,2,0,2,0,0,0,unacc
1128,1,1,1,2,1,0,unacc
307,3,1,3,1,0,1,unacc
582,2,2,1,1,2,0,unacc
1544,0,1,1,0,1,2,unacc
380,3,0,2,0,0,2,unacc
1027,1,2,2,0,0,1,unacc
681,2,1,1,0,2,0,unacc
301,3,1,3,0,1,1,unacc
500,2,3,2,1,1,2,unacc
297,3,1,3,0,0,0,unacc
1545,0,1,1,0,2,0,unacc
