,buying,maint,doors,persons,lug_boot,safety,Class
485,2,3,1,2,2,2,unacc
213,3,2,3,2,2,0,unacc
345,3,0,0,2,1,0,unacc
981,1,2,0,1,0,0,unacc
567,2,2,1,0,0,0,unacc
1342,0,3,1,2,0,1,unacc
385,3,0,2,0,2,1,unacc
1689,0,0,2,1,2,0,unacc
748,2,1,3,2,0,1,unacc
445,2,3,0,1,1,1,unacc
1536,0,1,0,2,2,0,unacc
52,3,3,1,2,2,1,unacc
1100,1,1,0,2,0,2,unacc
366,3,0,1,1,2,0,unacc
1298,0,3,0,0,0,2,unacc
433,2,3,0,0,0,1,unacc
893,1,3,1,0,0,2,unacc
1316,0,3,0,2,0,2,unacc
601,2,2,2,0,2,1,unacc
1190,1,0,0,0,0,2,unacc
675,2,1,1,0,0,0,unacc
843,2,0,3,0,2,0,unacc
918,1,3,2,0,0,0,unacc
847,2,0,3,1,0,1,unacc
212,3,2,3,2,1,2,unacc
441,2,3,0,1,0,0,unacc
506,2,3,2,2,0,2,unacc
342,3,0,0,2,0,0,unacc
1568,0,1,2,0,0,2,unacc
251,3,1,1,0,2,2,unacc
1710,0,0,3,1,0,0,unacc
505,2,3,2,2,0,1,unacc
51,3,3,1,2,2,0,unacc
152,3,2,1,1,2,2,unacc
625,2,2,3,0,1,1,unacc
1570,0,1,2,0,1,1,unacc
229,3,1,0,1,1,1,unacc
1416,0,2,0,1,1,0,unacc
1513,0,1,0,0,0,1,unacc
337,3,0,0,1,1,1,unacc
185,3,2,2,2,1,2,unacc
1315,0,3,0,2,0,1,unacc
1325,0,3,1,0,0,2,unacc
758,2,0,0,0,0,2,unacc
73,3,3,2,2,0,1,unacc
1569,0,1,2,0,1,0,unacc
375,3,0,1,2,2,0,unacc
481,2,3,1,2,1,1,unacc
1249,1,0,2,0,2,1,unacc
545,2,2,0,0,1,2,unacc
1034,1,2,2,0,2,2,unacc
235,3,1,0,2,0,1,unacc
114,3,2,0,0,2,0,unacc
471,2,3,1,1,1,0,unacc
1026,1,2,2,0,0,0,unacc
1639,0,0,0,2,0,1,unacc
771,2,0,0,1,2,0,unacc
626,2,2,3,0,1,2,unacc
1466,0,2,2,0,2,2,unacc
1189,1,0,0,0,0,1,unacc
1277,1,0,3,0,2,2,unacc
1080,1,1,0,0,0,0,unacc
309,3,1,3,1,1,0,unacc
1462,0,2,2,0,1,1,unacc
996,1,2,0,2,2,0,unacc
454,2,3,0,2,1,1,unacc
1001,1,2,1,0,0,2,unacc
502,2,3,2,1,2,1,unacc
1209,1,0,0,2,1,0,unacc
1224,1,0,1,1,0,0,unacc
100,3,3,3,2,0,1,unacc
1329,0,3,1,0,2,0,unacc
150,3,2,1,1,2,0,unacc
1206,1,0,0,2,0,0,unacc
324,3,0,0,0,0,0,unacc
68,3,3,2,1,1,2,unacc
1038,1,2,2,1,1,0,unacc
101,3,3,3,2,0,2,unacc
236,3,1,0,2,0,2,unacc
517,2,3,3,0,1,1,unacc
1055,1,2,3,0,0,2,unacc
903,1,3,1,1,1,0,unacc
984,1,2,0,1,1,0,unacc
5,3,3,0,0,1,2,unacc
1335,0,3,1,1,1,0,unacc
707,2,1,2,0,1,2,unacc
1461,0,2,2,0,1,0,unacc
612,2,2,2,2,0,0,unacc
34,3,3,1,0,2,1,unacc
1706,0,0,3,0,1,2,unacc
549,2,2,0,1,0,0,unacc
272,3,1,2,0,0,2,unacc
721,2,1,2,2,0,1,unacc
364,3,0,1,1,1,1,unacc
1464,0,2,2,0,2,0,unacc
451,2,3,0,2,0,1,unacc
151,3,2,1,1,2,1,unacc
369,3,0,1,2,0,0,unacc
67,3,3,2,1,1,1,unacc
1590,0,1,2,2,2,0,unacc
48,3,3,1,2,1,0,unacc
1,3,3,0,0,0,1,unacc
974,1,2,0,0,0,2,unacc
990,1,2,0,2,0,0,unacc
222,3,1,0,0,2,0,unacc
1405,0,2,0,0,0,1,unacc
682,2,1,1,0,2,1,unacc
91,3,3,3,1,0,1,unacc
595,2,2,2,0,0,1,unacc
