,Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Class
3934,I,0.235,0.175,0.08,0.0645,0.0215,0.0175,0.0215,5
2386,F,0.485,0.365,0.14,0.6195,0.2595,0.1445,0.177,14
1863,I,0.52,0.415,0.14,0.6375,0.308,0.1335,0.168,9
3305,I,0.6,0.445,0.175,1.057,0.383,0.216,0.355,16
1521,F,0.68,0.5,0.185,1.741,0.7665,0.3255,0.4685,12
3683,M,0.62,0.525,0.155,1.085,0.454,0.1965,0.35,10
3263,M,0.565,0.45,0.115,0.9085,0.398,0.197,0.29,17
2779,M,0.59,0.47,0.145,0.9235,0.4545,0.173,0.254,9
1880,I,0.55,0.435,0.14,0.7995,0.295,0.1905,0.238,10
3056,M,0.615,0.485,0.215,0.9615,0.422,0.176,0.29,11
1093,M,0.47,0.36,0.105,0.544,0.27,0.1395,0.129,7
2332,F,0.515,0.42,0.135,0.6295,0.2815,0.127,0.215,9
386,M,0.54,0.42,0.155,0.7385,0.3515,0.152,0.215,12
370,F,0.65,0.545,0.165,1.566,0.6645,0.3455,0.415,16
1221,I,0.33,0.205,0.095,0.1595,0.077,0.032,0.0435,5
974,F,0.53,0.425,0.13,0.7585,0.325,0.197,0.205,8
3142,I,0.215,0.165,0.055,0.059,0.0265,0.0125,0.0185,5
44,I,0.21,0.15,0.05,0.042,0.0175,0.0125,0.015,4
72,F,0.595,0.475,0.17,1.247,0.48,0.225,0.425,20
1219,I,0.325,0.225,0.075,0.139,0.0565,0.032,0.09,6
4004,M,0.52,0.395,0.125,0.5815,0.2565,0.1265,0.17,10
3178,M,0.38,0.3,0.1,0.2505,0.106,0.0535,0.0775,8
1649,I,0.59,0.45,0.145,1.022,0.428,0.268,0.265,10
1580,I,0.5,0.4,0.12,0.616,0.261,0.143,0.1935,8
2082,F,0.665,0.525,0.21,1.644,0.818,0.3395,0.4275,10
3362,M,0.41,0.3,0.1,0.301,0.124,0.069,0.09,9
2074,F,0.585,0.485,0.15,1.079,0.4145,0.2115,0.356,11
525,M,0.175,0.125,0.04,0.024,0.0095,0.006,0.005,4
1515,M,0.655,0.51,0.215,1.7835,0.8885,0.4095,0.4195,11
4126,M,0.55,0.42,0.145,0.7385,0.321,0.1485,0.252,11
2535,F,0.64,0.5,0.18,1.4995,0.593,0.314,0.431,11
2482,M,0.52,0.4,0.165,0.8565,0.2745,0.201,0.21,12
408,M,0.555,0.45,0.145,0.915,0.4,0.246,0.285,11
424,I,0.26,0.2,0.07,0.092,0.037,0.02,0.03,6
2424,M,0.26,0.2,0.065,0.096,0.044,0.027,0.03,6
287,F,0.495,0.4,0.155,0.6445,0.242,0.1325,0.205,17
2004,I,0.375,0.275,0.085,0.22,0.109,0.05,0.0605,7
2001,I,0.36,0.27,0.085,0.2185,0.1065,0.038,0.062,6
1663,M,0.605,0.475,0.145,0.884,0.3835,0.1905,0.27,8
3419,M,0.59,0.47,0.135,1.1685,0.539,0.279,0.28,8
4089,M,0.61,0.365,0.155,1.0765,0.488,0.249,0.27,9
1656,F,0.6,0.475,0.15,1.13,0.575,0.196,0.305,9
3107,I,0.37,0.275,0.1,0.2815,0.1505,0.0505,0.068,5
2622,F,0.7,0.575,0.205,1.7975,0.7295,0.3935,0.5165,13
19,M,0.45,0.32,0.1,0.381,0.1705,0.075,0.115,9
3543,I,0.46,0.34,0.09,0.384,0.1795,0.068,0.11,8
3654,I,0.53,0.42,0.14,0.6765,0.256,0.1855,0.208,9
2290,I,0.325,0.27,0.1,0.185,0.08,0.0435,0.065,6
