,Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Class
3918,F,0.645,0.49,0.19,1.3065,0.479,0.3565,0.345,18
536,I,0.52,0.405,0.14,0.5775,0.2,0.145,0.179,11
2160,M,0.69,0.55,0.2,1.8465,0.732,0.472,0.57,19
3623,M,0.66,0.53,0.175,1.583,0.7395,0.3505,0.405,10
3125,M,0.585,0.46,0.15,1.206,0.581,0.216,0.323,10
336,M,0.6,0.475,0.19,1.0875,0.403,0.2655,0.325,14
2267,F,0.61,0.48,0.175,1.0675,0.391,0.216,0.42,15
3819,M,0.57,0.45,0.14,0.9275,0.477,0.1605,0.2515,8
1227,I,0.35,0.255,0.09,0.1785,0.0855,0.0305,0.0525,8
2769,I,0.565,0.43,0.15,0.8215,0.332,0.1685,0.29,11
2774,F,0.58,0.425,0.15,0.844,0.3645,0.185,0.2705,9
588,M,0.45,0.335,0.14,0.4625,0.164,0.076,0.15,14
1611,M,0.55,0.435,0.14,0.7625,0.327,0.1685,0.259,10
3922,I,0.525,0.4,0.14,0.6955,0.2405,0.16,0.253,10
1496,M,0.62,0.48,0.165,1.0725,0.4815,0.235,0.312,9
1219,I,0.325,0.225,0.075,0.139,0.0565,0.032,0.09,6
1310,I,0.545,0.405,0.135,0.5945,0.27,0.1185,0.185,8
359,F,0.685,0.545,0.18,1.768,0.7495,0.392,0.485,16
9,F,0.55,0.44,0.15,0.8945,0.3145,0.151,0.32,19
2010,I,0.435,0.325,0.12,0.346,0.159,0.084,0.095,7
2851,F,0.635,0.51,0.185,1.286,0.526,0.295,0.4105,12
3940,M,0.505,0.39,0.105,0.6555,0.2595,0.18,0.19,11
2227,I,0.275,0.2,0.075,0.086,0.0305,0.019,0.03,7
534,I,0.47,0.37,0.14,0.4985,0.2095,0.1225,0.145,10
2955,M,0.65,0.52,0.195,1.676,0.693,0.44,0.47,15
3140,M,0.55,0.425,0.16,0.97,0.2885,0.139,0.48,20
187,F,0.63,0.5,0.185,1.383,0.54,0.3315,0.38,10
8,M,0.475,0.37,0.125,0.5095,0.2165,0.1125,0.165,9
4031,I,0.44,0.325,0.11,0.4965,0.258,0.1195,0.1075,8
181,M,0.64,0.51,0.175,1.368,0.515,0.266,0.57,21
661,I,0.535,0.45,0.17,0.781,0.3055,0.1555,0.295,11
3845,M,0.455,0.35,0.105,0.416,0.1625,0.097,0.145,11
3944,M,0.55,0.44,0.16,0.991,0.348,0.168,0.375,20
2066,F,0.54,0.385,0.14,0.7655,0.3265,0.116,0.2365,10
2645,M,0.49,0.38,0.11,0.554,0.2935,0.1005,0.15,8
83,M,0.595,0.475,0.16,1.3175,0.408,0.234,0.58,21
2318,F,0.505,0.385,0.135,0.6185,0.251,0.1175,0.2,12
4049,M,0.625,0.495,0.155,1.025,0.46,0.1945,0.34,9
1497,M,0.625,0.52,0.175,1.4105,0.691,0.322,0.3465,10
3251,I,0.455,0.375,0.125,0.533,0.233,0.106,0.185,8
4008,M,0.585,0.455,0.155,1.133,0.5515,0.223,0.305,12
1855,I,0.5,0.38,0.11,0.5605,0.28,0.106,0.15,9
2914,I,0.59,0.46,0.125,0.755,0.334,0.15,0.238,9
1977,F,0.7,0.575,0.205,1.773,0.605,0.447,0.538,13
3221,M,0.385,0.305,0.09,0.2775,0.109,0.0515,0.1,9
1553,I,0.39,0.29,0.1,0.2225,0.095,0.0465,0.073,7
1190,F,0.69,0.53,0.17,1.5535,0.7945,0.3485,0.3695,9
2706,F,0.725,0.53,0.19,1.7315,0.83,0.398,0.405,11
2182,M,0.55,0.43,0.16,0.9295,0.317,0.1735,0.355,13
993,M,0.58,0.455,0.15,1.012,0.4985,0.2115,0.2835,10
3837,I,0.17,0.105,0.035,0.034,0.012,0.0085,0.005,4
2594,F,0.595,0.465,0.15,1.0765,0.491,0.22,0.287,9
2620,F,0.695,0.55,0.155,1.8495,0.767,0.442,0.4175,10
190,M,0.615,0.48,0.18,1.1595,0.4845,0.2165,0.325,13
245,I,0.35,0.26,0.085,0.174,0.0705,0.0345,0.06,10
1948,M,0.635,0.515,0.165,1.229,0.5055,0.2975,0.3535,10
1687,F,0.62,0.48,0.175,1.0405,0.464,0.2225,0.3,9
2018,M,0.505,0.385,0.115,0.4825,0.21,0.1035,0.1535,10
1694,M,0.63,0.505,0.17,1.0915,0.4615,0.266,0.3,9
3150,F,0.655,0.505,0.165,1.367,0.5835,0.3515,0.396,10
1627,M,0.57,0.45,0.14,0.795,0.3385,0.148,0.245,9
870,M,0.615,0.505,0.165,1.34,0.5315,0.2815,0.41,12
585,I,0.495,0.39,0.125,0.6655,0.284,0.162,0.2,11
2299,I,0.495,0.385,0.125,0.585,0.2755,0.1235,0.165,8
355,M,0.7,0.58,0.205,2.13,0.7415,0.49,0.58,20
3521,I,0.215,0.15,0.055,0.041,0.015,0.009,0.0125,3
4138,M,0.63,0.49,0.155,1.229,0.535,0.29,0.335,11
1052,M,0.765,0.6,0.22,2.302,1.007,0.509,0.6205,12
3499,F,0.595,0.47,0.165,1.0155,0.491,0.1905,0.289,9
998,F,0.59,0.455,0.145,1.063,0.5155,0.2445,0.25,8
2114,I,0.13,0.095,0.035,0.0105,0.005,0.0065,0.0035,4
2567,F,0.46,0.35,0.115,0.46,0.2025,0.1115,0.1165,6
1249,I,0.395,0.27,0.1,0.2985,0.1445,0.061,0.082,5
835,I,0.45,0.35,0.13,0.547,0.245,0.1405,0.1405,8
1647,F,0.585,0.445,0.14,0.913,0.4305,0.2205,0.253,10
101,M,0.55,0.435,0.145,0.843,0.328,0.1915,0.255,15
2907,M,0.58,0.46,0.15,1.049,0.5205,0.1935,0.305,10
2482,M,0.52,0.4,0.165,0.8565,0.2745,0.201,0.21,12
1393,M,0.635,0.51,0.155,0.986,0.405,0.2255,0.31,10
1104,I,0.51,0.405,0.125,0.6795,0.3465,0.1395,0.182,8
3425,F,0.65,0.545,0.185,1.5055,0.6565,0.341,0.43,10
1524,F,0.7,0.55,0.17,1.684,0.7535,0.3265,0.32,11
24,F,0.615,0.48,0.165,1.1615,0.513,0.301,0.305,10
1613,I,0.55,0.42,0.135,0.816,0.3995,0.1485,0.23,12
